,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
2,Kymani Weathers,0-1,0-0,1-2,0,0,0,1,1,0,0,1,0,9,05/12/2023,E15 Session 3 (Dallas)
3,Drake Sandi,0-1,0-0,0-2,0,1,1,2,0,0,1,0,2,9,05/12/2023,E15 Session 3 (Dallas)
4,Alex Davis,1-2,0-0,0-0,2,3,5,2,2,0,0,0,0,11,05/12/2023,E15 Session 3 (Dallas)
5,Jermal Jones,5-8,0-2,4-6,2,0,2,3,14,0,0,0,2,23,05/12/2023,E15 Session 3 (Dallas)
6,Navon Shabazz,5-13,2-9,0-0,0,0,0,2,12,4,2,0,2,27,05/12/2023,E15 Session 3 (Dallas)
7,Alexander Constanza,4-9,0-3,1-1,1,4,5,1,9,1,7,1,0,23,05/12/2023,E15 Session 3 (Dallas)
8,Kevin Thomas,5-5,3-3,0-0,3,3,6,1,13,5,0,0,2,22,05/12/2023,E15 Session 3 (Dallas)
9,Caleb Gaskins,4-10,1-5,2-2,1,3,4,1,11,5,2,0,0,31,05/12/2023,E15 Session 3 (Dallas)
10,Jemarion Draper,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,1,05/12/2023,E15 Session 3 (Dallas)
11,Taylen Kinney,6-10,2-4,1-4,0,1,1,0,15,6,2,0,1,27,05/12/2023,E15 Session 3 (Dallas)
12,William Smith,3-5,1-3,0-2,0,1,1,2,7,2,1,0,2,10,05/12/2023,E15 Session 3 (Dallas)
13,Nathaniel Miles,2-2,1-1,0-0,0,0,0,0,5,0,1,0,0,13,05/12/2023,E15 Session 3 (Dallas)
14,Brayden Fogle,3-9,0-0,0-0,1,1,2,3,6,2,2,0,2,21,05/12/2023,E15 Session 3 (Dallas)
15,Xavier,0-0,0-0,0-0,0,2,2,0,0,1,1,0,1,8,05/12/2023,E15 Session 3 (Dallas)
16,James Turner,1-3,0-0,0-0,2,1,3,4,2,0,2,0,0,11,05/12/2023,E15 Session 3 (Dallas)
17,Ricardo Crumble,7-9,0-0,2-2,1,3,4,2,16,1,4,0,0,26,05/12/2023,E15 Session 3 (Dallas)
18,Cole Edelen,6-9,5-6,2-2,0,2,2,0,19,2,1,0,1,24,05/12/2023,E15 Session 3 (Dallas)
19,Amari Addy,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
20,Jorden Bowens,5-5,0-0,1-2,1,7,8,4,11,2,3,0,1,21,05/12/2023,E15 Session 3 (Dallas)
0,Noah Crouch,0-0,0-0,1-2,0,1,1,0,1,0,1,0,0,5,05/14/2023,E15 Session 3 (Dallas)
1,Player,9-13,2-4,1-4,3,1,4,1,21,0,0,3,5,27,05/14/2023,E15 Session 3 (Dallas)
2,Yeabsera Aklog,3-11,1-5,0-0,0,3,3,0,7,1,3,1,1,18,05/14/2023,E15 Session 3 (Dallas)
3,Jordan Askew,3-11,0-6,2-2,1,2,3,2,8,2,3,0,1,30,05/14/2023,E15 Session 3 (Dallas)
4,Achillies Reyna,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
5,Adrian Montague,2-7,0-2,0-0,1,5,6,1,4,7,0,0,2,27,05/14/2023,E15 Session 3 (Dallas)
6,Jamaize McGriff,3-7,2-4,0-0,1,0,1,4,8,1,0,0,1,17,05/14/2023,E15 Session 3 (Dallas)
7,Antwain Johnson,1-3,0-1,0-0,1,0,1,0,2,1,0,0,1,16,05/14/2023,E15 Session 3 (Dallas)
8,Brian Webster,4-6,2-4,2-2,1,1,2,4,12,5,1,0,1,19,05/14/2023,E15 Session 3 (Dallas)
9,Herly Brutus,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
10,Brandon Bass,3-9,1-5,7-8,0,2,2,3,14,3,3,0,1,28,05/14/2023,E15 Session 3 (Dallas)
11,Felipe Quinones,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
12,Amari Cummings,0-1,0-1,0-0,0,0,0,1,0,0,0,0,0,4,05/14/2023,E15 Session 3 (Dallas)
13,Lloyd Swan,4-9,2-3,2-2,1,3,4,0,12,3,2,0,3,32,05/14/2023,E15 Session 3 (Dallas)
14,Jermaine Kinsler,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
15,Christopher Washington,2-5,0-1,2-2,1,8,9,2,6,1,3,1,0,26,05/14/2023,E15 Session 3 (Dallas)
16,Evan Roberts,4-6,2-4,0-0,1,1,2,0,10,4,2,1,1,32,05/14/2023,E15 Session 3 (Dallas)
17,Angelo Moton,4-4,0-0,2-3,0,0,0,0,10,0,5,0,0,14,05/14/2023,E15 Session 3 (Dallas)
18,Cezanne Mosley,5-7,0-0,4-4,2,9,11,3,14,2,5,5,1,25,05/14/2023,E15 Session 3 (Dallas)
0,Adam Boyd,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,2,05/14/2023,E15 Session 3 (Dallas)
1,Autrail Manning,1-5,0-1,0-0,0,0,0,0,2,0,0,0,0,6,05/14/2023,E15 Session 3 (Dallas)
2,Jachai Cantave,4-12,1-4,0-0,0,3,3,1,9,2,3,0,1,24,05/14/2023,E15 Session 3 (Dallas)
3,Christian Haskett,1-4,0-1,4-4,2,5,7,3,6,3,2,1,0,25,05/14/2023,E15 Session 3 (Dallas)
4,Joab Trosclair,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
5,Jackson Williams,3-7,0-0,2-2,2,2,4,2,8,1,2,0,1,22,05/14/2023,E15 Session 3 (Dallas)
6,Tyris Crowell,0-1,0-0,3-4,4,1,5,3,3,1,0,0,0,8,05/14/2023,E15 Session 3 (Dallas)
7,Dnharayane Vital,0-0,0-0,0-0,0,2,2,0,0,0,0,2,0,7,05/14/2023,E15 Session 3 (Dallas)
8,Jeremiah Birdlow,4-10,0-0,0-2,5,0,5,2,8,1,2,2,0,16,05/14/2023,E15 Session 3 (Dallas)
9,Byron Green,1-2,1-1,0-0,0,0,0,0,3,0,1,0,0,4,05/14/2023,E15 Session 3 (Dallas)
10,Jacob Lanier,7-14,6-8,2-5,0,6,6,2,22,1,2,1,1,30,05/14/2023,E15 Session 3 (Dallas)
11,Jakyri Martin,2-5,0-1,0-0,1,3,4,1,4,1,0,0,0,16,05/14/2023,E15 Session 3 (Dallas)
12,Taylen Kinney,3-9,1-3,0-0,0,0,0,3,7,4,0,1,0,27,05/14/2023,E15 Session 3 (Dallas)
13,William Smith,0-0,0-0,0-0,0,0,0,0,0,4,1,0,2,12,05/14/2023,E15 Session 3 (Dallas)
14,Nathaniel Miles,5-9,2-2,0-0,2,6,8,2,12,0,2,1,2,18,05/14/2023,E15 Session 3 (Dallas)
15,Brayden Fogle,5-7,0-1,1-3,3,5,8,2,11,3,0,0,0,22,05/14/2023,E15 Session 3 (Dallas)
16,Mckinney,0-1,0-0,2-2,0,0,0,0,2,1,0,1,0,4,05/14/2023,E15 Session 3 (Dallas)
17,James Turner,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,5,05/14/2023,E15 Session 3 (Dallas)
18,Ricardo Crumble,6-16,0-2,0-0,1,5,6,3,12,3,6,1,0,25,05/14/2023,E15 Session 3 (Dallas)
19,Cole Edelen,6-12,4-9,2-2,0,1,1,1,18,5,0,0,0,24,05/14/2023,E15 Session 3 (Dallas)
20,Jorden Bowens,3-3,0-0,4-8,0,2,2,2,10,0,1,1,0,24,05/14/2023,E15 Session 3 (Dallas)
0,Bradley Floyd,0-0,0-0,0-0,0,0,0,1,0,0,1,0,1,17,05/13/2023,E15 Session 3 (Dallas)
1,Carmelo Swinson,4-11,3-5,3-4,0,3,3,2,14,0,0,0,1,24,05/13/2023,E15 Session 3 (Dallas)
2,Lukas Buinevicius,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
3,Gavin Kay,0-0,0-0,0-0,0,2,2,2,0,0,0,3,0,11,05/13/2023,E15 Session 3 (Dallas)
4,Josiah Sanders,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
5,Carter Abernethy,0-4,0-3,3-4,0,2,2,2,3,0,0,0,0,20,05/13/2023,E15 Session 3 (Dallas)
6,Jamari Edwards,2-7,1-4,0-2,3,3,6,4,5,2,0,0,0,14,05/13/2023,E15 Session 3 (Dallas)
7,Keon Mitchell,2-4,1-2,0-1,0,0,0,2,5,3,0,0,0,31,05/13/2023,E15 Session 3 (Dallas)
8,Justin Caldwell,2-4,0-0,1-3,2,1,3,2,5,0,0,2,2,16,05/13/2023,E15 Session 3 (Dallas)
9,Chad Graves,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
10,Tyshawn Neals,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
11,Antonio McKoy,6-15,0-1,2-5,2,8,10,1,14,1,0,0,0,27,05/13/2023,E15 Session 3 (Dallas)
12,Styles Clemmons,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
13,Cameron Ryans,6-8,2-3,0-0,1,4,5,0,14,2,0,0,0,17,05/13/2023,E15 Session 3 (Dallas)
14,Peyton Kemp,4-8,1-4,4-5,1,3,4,2,13,7,2,0,1,19,05/13/2023,E15 Session 3 (Dallas)
15,Jaylohn Allen,1-4,1-2,0-0,0,0,0,4,3,1,1,0,0,9,05/13/2023,E15 Session 3 (Dallas)
16,James Martin,0-2,0-1,0-0,1,0,1,0,0,0,0,0,0,8,05/13/2023,E15 Session 3 (Dallas)
17,Trevor Smith,7-13,0-0,0-2,4,2,6,2,14,0,0,0,1,18,05/13/2023,E15 Session 3 (Dallas)
18,Braden James,0-2,0-2,0-0,0,1,1,1,0,0,0,0,0,11,05/13/2023,E15 Session 3 (Dallas)
19,Eden Vinyard,1-1,0-0,2-4,0,6,6,5,4,1,0,1,0,15,05/13/2023,E15 Session 3 (Dallas)
20,Jaden Garwood,1-2,1-1,0-4,1,0,1,1,3,2,0,0,0,10,05/13/2023,E15 Session 3 (Dallas)
21,Jordan Sigmon,3-10,2-5,1-2,0,1,1,1,9,1,0,0,0,21,05/13/2023,E15 Session 3 (Dallas)
22,Kelvin Torbert,4-7,2-3,0-0,2,4,6,1,10,2,1,0,3,20,05/13/2023,E15 Session 3 (Dallas)
23,Drew Wilson,2-3,0-1,0-0,0,3,3,1,4,0,1,0,0,12,05/13/2023,E15 Session 3 (Dallas)
0,Deron Rippey,1-12,0-4,5-7,1,4,5,2,7,3,5,0,0,31,05/12/2023,E15 Session 3 (Dallas)
1,Joshua Powell,1-5,1-2,0-2,1,2,3,2,3,0,0,0,0,12,05/12/2023,E15 Session 3 (Dallas)
2,Joshua Benka-Coker,1-4,0-0,0-0,1,1,2,1,2,0,0,0,0,8,05/12/2023,E15 Session 3 (Dallas)
3,Jermel Thomas,9-9,2-2,0-0,2,2,4,2,20,3,4,0,1,25,05/12/2023,E15 Session 3 (Dallas)
4,Davonne Biggins,4-5,0-1,1-2,0,1,1,1,9,1,1,0,3,25,05/12/2023,E15 Session 3 (Dallas)
5,Dylan Perry,8-12,1-1,2-3,4,1,5,1,19,1,0,0,1,24,05/12/2023,E15 Session 3 (Dallas)
6,Oesoemana Sacko,1-5,0-1,1-2,0,1,1,1,3,0,1,0,0,11,05/12/2023,E15 Session 3 (Dallas)
7,Kamari Whyte,5-8,0-0,0-0,3,2,5,0,10,1,0,0,0,20,05/12/2023,E15 Session 3 (Dallas)
8,Kamsi Awaka,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
9,Preston Merrick,0-0,0-0,2-2,0,0,0,1,2,0,0,0,0,3,05/12/2023,E15 Session 3 (Dallas)
10,King Gibson,2-4,2-2,3-3,0,1,1,0,9,2,1,1,1,17,05/12/2023,E15 Session 3 (Dallas)
11,Kai Wade,0-1,0-1,1-2,0,0,0,0,1,2,0,0,1,16,05/12/2023,E15 Session 3 (Dallas)
12,Kenneth Shouse,4-6,0-0,0-0,2,7,9,1,8,2,3,3,1,22,05/12/2023,E15 Session 3 (Dallas)
13,Zamarius Gladden,0-0,0-0,0-0,0,0,0,1,0,2,0,0,0,16,05/12/2023,E15 Session 3 (Dallas)
14,Prince Nwokemodo,0-0,0-0,0-1,2,2,4,0,0,0,0,1,0,8,05/12/2023,E15 Session 3 (Dallas)
15,Max Van,2-7,1-5,0-0,1,0,1,3,5,1,0,0,0,13,05/12/2023,E15 Session 3 (Dallas)
16,Isaiah Knight,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
17,Trey Beamer,4-9,1-3,3-3,1,2,3,2,12,2,2,0,0,21,05/12/2023,E15 Session 3 (Dallas)
18,Bradley Floyd,0-0,0-0,1-1,0,0,0,0,1,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
19,Markus Kerr,5-7,2-4,3-4,0,2,2,1,15,0,1,0,0,17,05/12/2023,E15 Session 3 (Dallas)
20,Elton James,1-2,0-1,0-0,0,4,4,1,2,1,0,1,0,14,05/12/2023,E15 Session 3 (Dallas)
21,Lance Barnes,5-8,2-3,2-2,0,2,2,0,14,1,1,1,1,15,05/12/2023,E15 Session 3 (Dallas)
0,Tim Winkler,3-6,0-0,2-2,0,2,2,1,8,1,2,0,2,16,05/12/2023,E15 Session 3 (Dallas)
1,Lincoln Williams,3-6,0-0,2-4,1,7,8,2,8,2,2,1,3,26,05/12/2023,E15 Session 3 (Dallas)
2,Riel Maclot,1-1,0-0,0-0,0,0,0,3,2,1,0,0,0,7,05/12/2023,E15 Session 3 (Dallas)
3,Noah Mister,2-5,1-3,0-0,1,3,4,2,5,1,1,0,3,28,05/12/2023,E15 Session 3 (Dallas)
4,Jadin Schilb,0-2,0-1,0-0,0,0,0,3,0,1,0,0,0,7,05/12/2023,E15 Session 3 (Dallas)
5,Jamson Coulter,7-14,1-5,2-2,0,0,0,1,17,2,2,0,2,27,05/12/2023,E15 Session 3 (Dallas)
6,Claude Mpouma,3-6,0-0,2-3,3,4,7,0,8,0,1,0,0,16,05/12/2023,E15 Session 3 (Dallas)
7,Johnnie Jones,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
8,Stephen Brown,2-4,1-2,0-2,3,5,8,2,5,1,0,1,1,23,05/12/2023,E15 Session 3 (Dallas)
9,Chase Bradford,0-0,0-0,0-0,0,2,2,0,0,1,3,0,0,9,05/12/2023,E15 Session 3 (Dallas)
10,Christian Wiggins,3-6,0-3,11-12,0,2,2,1,17,4,3,0,2,30,05/12/2023,E15 Session 3 (Dallas)
11,Amari Nobles,0-0,0-0,0-0,0,0,0,3,0,0,0,0,0,12,05/12/2023,E15 Session 3 (Dallas)
12,Aidaen Musoke,3-10,0-2,3-4,2,3,5,3,9,4,0,0,2,27,05/12/2023,E15 Session 3 (Dallas)
13,Jaxson Kastern,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,5,05/12/2023,E15 Session 3 (Dallas)
14,Carter Steinbeck,3-4,0-0,0-0,0,1,1,1,6,0,1,0,0,11,05/12/2023,E15 Session 3 (Dallas)
15,Hamze Yusuf,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
16,Braden Petzel,2-4,0-0,0-0,1,4,5,4,4,1,1,2,0,14,05/12/2023,E15 Session 3 (Dallas)
17,Cedric Tomes,2-8,1-6,3-3,1,1,2,0,8,3,3,0,0,24,05/12/2023,E15 Session 3 (Dallas)
18,Jacob Kraft,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
19,Nolen Anderson,1-4,1-4,0-0,1,0,1,0,3,0,3,0,1,16,05/12/2023,E15 Session 3 (Dallas)
20,Camare Young,1-5,0-1,0-0,1,9,10,0,2,1,3,0,1,21,05/12/2023,E15 Session 3 (Dallas)
0,Dionte Neal,3-9,1-2,3-3,2,2,4,2,10,7,0,0,2,23,05/13/2023,E15 Session 3 (Dallas)
1,Kohi Strickland,0-4,0-1,0-0,0,3,3,2,0,0,1,0,0,14,05/13/2023,E15 Session 3 (Dallas)
2,Jaire Richburg,3-8,1-3,1-2,1,4,5,0,8,0,0,0,1,21,05/13/2023,E15 Session 3 (Dallas)
3,Adam Grier,1-2,0-0,0-2,0,0,0,0,2,2,1,0,1,14,05/13/2023,E15 Session 3 (Dallas)
4,Elton Smith,0-6,0-0,3-6,4,2,6,1,3,0,0,0,1,15,05/13/2023,E15 Session 3 (Dallas)
5,Jonathan Adams,0-4,0-3,0-0,0,1,1,4,0,1,1,0,1,14,05/13/2023,E15 Session 3 (Dallas)
6,Cole Cloer,6-9,1-3,2-2,1,3,4,0,15,1,2,0,0,19,05/13/2023,E15 Session 3 (Dallas)
7,Ashton Pierce,4-10,3-7,0-0,1,3,4,1,11,1,0,0,0,20,05/13/2023,E15 Session 3 (Dallas)
8,JaiQuan Clay,4-4,0-0,4-6,3,5,8,2,12,0,2,1,1,20,05/13/2023,E15 Session 3 (Dallas)
9,Cade Krueger,2-5,1-3,0-0,0,1,1,0,5,3,2,0,0,25,05/13/2023,E15 Session 3 (Dallas)
10,Isaiah Davis,0-5,0-3,0-0,0,2,2,1,0,1,1,1,2,19,05/13/2023,E15 Session 3 (Dallas)
11,Alhassan Iddrissu,2-4,0-0,0-2,1,3,4,3,4,0,0,0,0,14,05/13/2023,E15 Session 3 (Dallas)
12,Ibrahim Monawar,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/13/2023,E15 Session 3 (Dallas)
13,Rodney Westmoreland,0-4,0-2,0-0,0,1,1,2,0,1,0,0,1,18,05/13/2023,E15 Session 3 (Dallas)
14,Alex Kuminga,1-3,0-0,0-0,0,5,5,3,2,2,2,0,0,16,05/13/2023,E15 Session 3 (Dallas)
15,Elias Obenyah,3-7,0-0,1-4,4,6,10,0,7,2,1,0,2,17,05/13/2023,E15 Session 3 (Dallas)
16,Owen Augunas,3-6,2-4,0-0,2,1,3,1,8,2,1,0,0,14,05/13/2023,E15 Session 3 (Dallas)
17,Caeden Hutcherson,5-13,5-11,0-0,0,1,1,2,15,0,0,0,0,20,05/13/2023,E15 Session 3 (Dallas)
18,Andrew Hilman,0-6,0-0,1-2,2,4,6,3,1,0,1,0,0,17,05/13/2023,E15 Session 3 (Dallas)
0,DaKari Spear,5-10,3-5,6-6,0,6,6,0,19,2,1,0,0,26,05/14/2023,E15 Session 3 (Dallas)
1,Mike Gibbs,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
2,Caleb Richard,1-1,1-1,0-0,0,0,0,0,3,0,0,0,0,10,05/14/2023,E15 Session 3 (Dallas)
3,Austin Goosby,3-7,0-2,0-0,0,6,6,4,6,1,0,0,0,20,05/14/2023,E15 Session 3 (Dallas)
4,Xavier Roberson,2-6,0-0,0-0,2,1,3,1,4,0,0,0,1,13,05/14/2023,E15 Session 3 (Dallas)
5,William Mitchell,1-2,0-0,0-0,1,0,1,0,2,0,0,0,0,12,05/14/2023,E15 Session 3 (Dallas)
6,Gilbert Aluga,0-1,0-0,1-2,1,1,2,0,1,0,2,1,0,9,05/14/2023,E15 Session 3 (Dallas)
7,Antoine Almuttar,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
8,Armon Almuttar,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
9,Trent Perry,5-11,0-1,1-2,1,3,4,2,11,2,2,1,2,28,05/14/2023,E15 Session 3 (Dallas)
10,Sibusiso Ncube-Socks,1-3,0-0,0-0,0,1,1,2,2,0,0,0,0,10,05/14/2023,E15 Session 3 (Dallas)
11,Xavier Green,2-10,2-5,1-2,1,0,1,2,7,3,0,0,0,29,05/14/2023,E15 Session 3 (Dallas)
12,Silas Devomish,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
13,Silas Devomish,0-0,0-0,0-0,0,0,0,0,0,2,0,0,0,2,05/14/2023,E15 Session 3 (Dallas)
14,Malik Shackleford,2-3,1-2,0-0,0,5,5,2,5,0,2,0,0,21,05/14/2023,E15 Session 3 (Dallas)
15,Elijah Williams,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
16,Jake Bahr,1-2,0-1,1-2,3,2,5,2,3,3,1,0,0,16,05/14/2023,E15 Session 3 (Dallas)
17,Allen Mbuyamba,5-7,0-0,1-1,4,6,10,2,11,0,0,0,0,21,05/14/2023,E15 Session 3 (Dallas)
18,Daniel Abass,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
19,JJ Addison,4-15,1-6,1-2,0,6,6,1,10,1,2,0,0,21,05/14/2023,E15 Session 3 (Dallas)
20,Ripp Kodi,3-6,0-0,2-2,1,3,4,1,8,1,1,0,0,12,05/14/2023,E15 Session 3 (Dallas)
21,Ashton Meeks,4-12,2-9,0-1,0,1,1,3,10,4,2,0,1,29,05/14/2023,E15 Session 3 (Dallas)
22,Nazaire Hinton,0-1,0-0,2-2,1,0,1,1,2,0,0,0,0,7,05/14/2023,E15 Session 3 (Dallas)
23,Mekhi Polk,1-4,1-2,2-2,1,2,3,3,5,2,2,0,1,30,05/14/2023,E15 Session 3 (Dallas)
24,Immanuel Iheanacho,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
25,Silas Devonish,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
26,Jackson Bahr,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
0,Dionte Neal,4-10,1-2,0-0,1,0,1,2,9,3,1,0,0,31,05/14/2023,E15 Session 3 (Dallas)
1,Kohi Strickland,0-2,0-2,2-3,0,0,0,1,2,0,0,0,0,7,05/14/2023,E15 Session 3 (Dallas)
2,Jaire Richburg,3-7,0-1,2-2,0,2,2,2,8,0,0,0,1,20,05/14/2023,E15 Session 3 (Dallas)
3,Adam Grier,4-4,0-0,1-1,1,1,2,1,9,0,0,0,1,14,05/14/2023,E15 Session 3 (Dallas)
4,Jonathan Adams,0-2,0-2,0-0,0,0,0,2,0,0,0,0,0,6,05/14/2023,E15 Session 3 (Dallas)
5,Elton Smith,1-2,0-0,0-5,3,6,9,0,2,0,0,0,0,10,05/14/2023,E15 Session 3 (Dallas)
6,Cole Cloer,7-11,3-4,3-5,0,4,4,0,20,0,1,0,1,25,05/14/2023,E15 Session 3 (Dallas)
7,Ashton Pierce,1-8,1-7,6-7,0,2,2,2,9,4,2,0,1,26,05/14/2023,E15 Session 3 (Dallas)
8,JaiQuan Clay,2-4,0-0,0-2,2,4,6,3,4,1,1,0,0,21,05/14/2023,E15 Session 3 (Dallas)
9,DaKari Spear,8-13,3-7,4-4,0,10,10,2,23,1,1,0,0,28,05/14/2023,E15 Session 3 (Dallas)
10,Mike Gibbs,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
11,Caleb Richard,1-3,0-1,0-0,0,1,1,1,2,0,1,0,0,9,05/14/2023,E15 Session 3 (Dallas)
12,Austin Goosby,2-6,0-0,2-3,2,2,4,4,6,4,0,0,1,29,05/14/2023,E15 Session 3 (Dallas)
13,Xavier Roberson,1-7,0-1,0-0,1,1,2,2,2,0,0,0,1,9,05/14/2023,E15 Session 3 (Dallas)
14,William Mitchell,0-1,0-1,0-0,0,3,3,4,0,1,0,0,0,12,05/14/2023,E15 Session 3 (Dallas)
15,Gilbert Aluga,2-2,0-0,0-0,0,1,1,3,4,0,1,0,0,10,05/14/2023,E15 Session 3 (Dallas)
16,Antoine Almuttar,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
17,Armon Almuttar,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/14/2023,E15 Session 3 (Dallas)
18,Trent Perry,3-4,0-0,3-5,0,1,1,2,9,2,2,0,0,29,05/14/2023,E15 Session 3 (Dallas)
19,Sibusiso Ncube-Socks,0-1,0-1,0-0,1,0,1,2,0,1,0,1,0,7,05/14/2023,E15 Session 3 (Dallas)
20,Xavier Green,3-7,2-2,0-0,0,3,3,2,8,4,1,0,0,28,05/14/2023,E15 Session 3 (Dallas)
0,Kingston Willis,1-2,1-1,0-0,0,2,2,1,3,0,1,0,1,11,05/12/2023,E15 Session 3 (Dallas)
1,Keonte Greybear,3-5,2-4,1-2,0,2,2,0,9,2,0,0,0,17,05/12/2023,E15 Session 3 (Dallas)
2,J'Den Shields,2-3,1-1,0-0,0,4,4,1,5,3,0,0,1,16,05/12/2023,E15 Session 3 (Dallas)
3,Garrett Shelton,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,3,05/12/2023,E15 Session 3 (Dallas)
4,Martechio Hayes,5-7,0-1,0-0,0,1,1,0,10,1,2,0,0,18,05/12/2023,E15 Session 3 (Dallas)
5,Malachi Booker,5-6,0-1,0-0,1,0,1,0,10,0,0,0,1,11,05/12/2023,E15 Session 3 (Dallas)
6,Jakyran Madden,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
7,William Saunders,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,9,05/12/2023,E15 Session 3 (Dallas)
8,Anthony Spencer,2-2,0-0,3-4,0,4,4,0,7,0,0,0,0,10,05/12/2023,E15 Session 3 (Dallas)
9,Seven Spurlock,3-7,1-2,2-4,1,5,6,2,9,0,1,0,0,19,05/12/2023,E15 Session 3 (Dallas)
10,Cameron Lomax,2-4,0-2,0-0,0,1,1,1,4,1,0,0,0,10,05/12/2023,E15 Session 3 (Dallas)
11,Isaak Hayes,1-3,0-1,0-0,0,0,0,0,2,1,1,0,0,12,05/12/2023,E15 Session 3 (Dallas)
12,Marcellous Jackson,3-6,0-0,2-3,0,3,3,2,8,3,0,0,0,25,05/12/2023,E15 Session 3 (Dallas)
13,Cameron Ewers,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
14,Elijah Patterson,1-1,0-0,0-0,0,0,0,1,2,0,1,0,0,8,05/12/2023,E15 Session 3 (Dallas)
15,Ethan Aris,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,1,05/12/2023,E15 Session 3 (Dallas)
16,Malakhi Phillips,9-18,0-4,4-4,0,2,2,0,22,4,1,0,0,29,05/12/2023,E15 Session 3 (Dallas)
17,David Bottomley,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,4,05/12/2023,E15 Session 3 (Dallas)
18,Dionycius Bakare,1-7,1-5,1-2,1,3,4,0,4,0,2,0,1,32,05/12/2023,E15 Session 3 (Dallas)
19,Quinten Ethier,4-9,3-8,1-1,1,5,6,2,12,1,0,0,1,25,05/12/2023,E15 Session 3 (Dallas)
20,Traymaine Belanger,2-3,0-1,1-2,0,2,2,1,5,0,1,0,1,16,05/12/2023,E15 Session 3 (Dallas)
21,Dwayne Smith,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,05/12/2023,E15 Session 3 (Dallas)
