LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".K. Looney, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,3,8,3,7,42.9,1,3,33.3,1,2,50.0,1,2,3,3,1,1,0,1,1,2,1
".S. Curry, .N. Bjelica, .D. Lee, .J. Poole, .J. Kuminga",GSW,2,3,13,4,5,80.0,2,2,100,3,3,100,1,2,3,0,1,1,0,0,2,1,7
".A. Iguodala, .S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson",GSW,2,3,9,1,4,25.0,1,4,25.0,6,6,100,0,3,3,0,0,1,0,0,1,3,0
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,2,3,6,2,4,50.0,0,0,0.0,2,2,100,0,6,6,1,1,0,0,0,0,2,6
".S. Curry, .O. Porter Jr., .A. Wiggins, .K. Looney, .M. Moody",GSW,2,3,4,2,5,40.0,0,2,0.0,0,0,0.0,0,2,2,2,2,0,0,1,2,1,-6
".S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,2,3,5,2,5,40.0,0,3,0.0,1,2,50.0,1,4,5,1,2,0,0,0,0,1,1
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .J. Kuminga",GSW,2,3,4,2,5,40.0,0,3,0.0,0,0,0.0,0,1,1,1,1,1,1,0,1,2,-4
".K. Thompson, .O. Porter Jr., .K. Looney, .J. Poole, .J. Kuminga",GSW,2,3,9,4,8,50.0,1,2,50.0,0,0,0.0,1,4,5,2,1,0,0,1,2,0,1
".S. Curry, .A. Wiggins, .K. Looney, .G. Payton II, .J. Kuminga",GSW,2,3,8,2,5,40.0,1,3,33.3,3,5,60.0,1,1,2,2,2,0,1,0,3,3,-5
".A. Iguodala, .S. Curry, .N. Bjelica, .A. Wiggins, .J. Poole",GSW,2,3,3,0,4,0.0,0,2,0.0,3,4,75.0,0,5,5,0,0,0,1,1,1,2,1
".N. Bjelica, .A. Wiggins, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,3,5,2,3,66.7,1,1,100,0,0,0.0,0,0,0,2,0,1,0,0,2,1,-6
".N. Bjelica, .K. Thompson, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,3,5,2,6,33.3,0,2,0.0,1,2,50.0,1,4,5,2,0,0,1,1,2,1,3
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,2,3,5,1,4,25.0,0,1,0.0,3,3,100,0,0,0,1,2,0,0,1,1,1,-5
".S. Curry, .D. Green, .O. Porter Jr., .K. Looney, .D. Lee",GSW,2,3,10,3,4,75.0,2,3,66.7,2,2,100,1,2,3,3,1,2,0,0,2,1,5
".S. Curry, .O. Porter Jr., .K. Looney, .D. Lee, .J. Kuminga",GSW,2,3,1,0,2,0.0,0,1,0.0,1,2,50.0,0,1,1,0,2,0,0,0,2,2,-5
".D. Green, .K. Looney, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,2,3,3,1,3,33.3,1,1,100,0,0,0.0,0,0,0,1,1,0,0,0,1,1,-8
".N. Bjelica, .K. Thompson, .G. Payton II, .D. Lee, .J. Poole",GSW,2,3,5,1,4,25.0,1,3,33.3,2,2,100,0,2,2,1,0,0,0,0,0,1,0
".S. Curry, .K. Looney, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,2,12,5,6,83.3,2,3,66.7,0,0,0.0,0,3,3,5,1,2,0,0,0,1,12
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Kuminga, .M. Moody",GSW,2,2,3,1,5,20.0,1,5,20.0,0,0,0.0,2,3,5,1,0,0,0,0,0,0,1
".A. Iguodala, .S. Curry, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,2,2,8,4,7,57.1,0,3,0.0,0,0,0.0,2,1,3,2,0,3,0,1,2,0,7
".O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,2,6,2,4,50.0,0,1,0.0,2,2,100,0,1,1,0,0,2,1,0,1,1,4
".A. Iguodala, .S. Curry, .D. Green, .G. Payton II, .D. Lee",GSW,2,2,6,2,5,40.0,2,5,40.0,0,0,0.0,1,2,3,2,1,0,1,0,3,0,5
".S. Curry, .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,2,4,2,3,66.7,0,0,0.0,0,0,0.0,0,2,2,1,1,0,0,0,0,1,-1
".S. Curry, .N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,2,9,4,4,100,1,1,100,0,0,0.0,0,2,2,2,1,1,1,0,1,1,7
".N. Bjelica, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,2,1,0,2,0.0,0,0,0.0,1,3,33.3,0,2,2,0,1,0,0,2,1,1,-4
".S. Curry, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Poole",GSW,2,2,5,2,4,50.0,0,2,0.0,1,1,100,0,1,1,0,0,0,0,0,1,1,-1
".S. Curry, .K. Thompson, .K. Looney, .J. Kuminga, .M. Moody",GSW,2,2,2,1,4,25.0,0,3,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0
".S. Curry, .D. Green, .K. Looney, .J. Poole, .M. Moody",GSW,2,2,8,1,3,33.3,1,2,50.0,5,5,100,1,1,2,1,1,1,0,0,1,2,4
".N. Bjelica, .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,2,2,2,1,3,33.3,0,1,0.0,0,0,0.0,1,0,1,0,1,0,1,1,0,0,-5
".K. Thompson, .D. Green, .K. Looney, .G. Payton II, .J. Poole",GSW,2,2,2,1,4,25.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,0,2,0,-9
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II",GSW,2,2,3,1,2,50.0,0,0,0.0,1,1,100,0,0,0,0,1,0,0,0,1,1,-1
".N. Bjelica, .D. Green, .A. Wiggins, .C. Chiozza, .J. Poole",GSW,2,2,2,1,3,33.3,0,1,0.0,0,0,0.0,0,1,1,1,0,1,0,0,2,0,0
".S. Curry, .O. Porter Jr., .G. Payton II, .J. Poole, .J. Kuminga",GSW,2,2,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,1,0,0,-4
".S. Curry, .N. Bjelica, .J. Poole, .J. Kuminga, .M. Moody",GSW,2,2,4,1,1,100,0,0,0.0,2,2,100,0,1,1,1,1,0,0,0,0,1,-1
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .M. Moody",GSW,2,1,1,0,2,0.0,0,2,0.0,1,2,50.0,0,0,0,0,0,0,0,0,0,1,-3
".A. Iguodala, .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,2,1,0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,0,-2
".K. Thompson, .K. Looney, .D. Lee, .J. Poole, .J. Kuminga",GSW,2,1,5,2,3,66.7,0,0,0.0,1,1,100,0,0,0,2,0,0,0,0,0,1,2
".S. Curry, .K. Thompson, .A. Wiggins, .K. Looney, .D. Lee",GSW,2,1,0,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,0,3,0,0,0,0,0,-4
".K. Thompson, .A. Wiggins, .K. Looney, .J. Poole, .M. Moody",GSW,2,1,0,0,2,0.0,0,1,0.0,0,0,0.0,1,2,3,0,1,1,0,0,1,0,0
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,2,1,3,1,1,100,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,0,1,-2
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson",GSW,2,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,-8
".A. Iguodala, .S. Curry, .A. Wiggins, .G. Payton II, .J. Poole",GSW,2,1,3,1,1,100,1,1,100,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-3
".A. Iguodala, .S. Curry, .D. Green, .G. Payton II, .J. Toscano-Anderson",GSW,2,1,3,1,2,50.0,1,1,100,0,0,0.0,0,1,1,1,0,1,1,0,0,0,3
".O. Porter Jr., .K. Looney, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,1,-2
".K. Thompson, .D. Green, .A. Wiggins, .D. Lee, .J. Poole",GSW,2,1,0,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,-2
".S. Curry, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,2,0,1,0,0,0.0,0,0,0.0,1,2,50.0,0,0,0,0,0,0,0,0,0,1,1
".A. Iguodala, .S. Curry, .O. Porter Jr., .D. Lee, .J. Poole",GSW,2,0,0,0,2,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,-3
".S. Curry, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,2,0,4,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,4
".A. Iguodala, .D. Green, .A. Wiggins, .G. Payton II, .J. Kuminga",GSW,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,-2
".O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,2,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0
".A. Wiggins, .K. Looney, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,24,58,23,44,52.3,7,14,50.0,5,7,71.4,8,20,28,13,7,3,4,4,10,13,18
".S. Curry, .K. Thompson, .K. Looney, .J. Poole, .J. Kuminga",GSW,1,12,26,10,23,43.5,4,14,28.6,2,2,100,2,7,9,8,5,4,1,0,3,2,-2
".A. Iguodala, .N. Bjelica, .A. Wiggins, .D. Lee, .C. Chiozza",GSW,1,10,28,11,21,52.4,4,10,40.0,2,2,100,3,5,8,7,0,3,2,0,4,5,7
".A. Wiggins, .K. Looney, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,10,27,10,19,52.6,5,11,45.5,2,2,100,2,9,11,5,2,1,1,0,4,2,12
".S. Curry, .D. Green, .K. Looney, .D. Lee, .J. Toscano-Anderson",GSW,1,9,21,9,17,52.9,3,6,50.0,0,1,0.0,2,7,9,7,3,0,0,0,7,2,-4
".A. Iguodala, .N. Bjelica, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,9,21,8,17,47.1,1,4,25.0,4,6,66.7,4,10,14,4,4,3,2,0,5,3,3
".K. Looney, .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,8,19,7,12,58.3,2,6,33.3,3,5,60.0,3,3,6,5,6,2,0,0,7,4,-12
".K. Thompson, .D. Green, .O. Porter Jr., .K. Looney, .J. Poole",GSW,1,8,16,7,18,38.9,2,10,20.0,0,0,0.0,3,5,8,4,0,1,0,0,4,1,-6
".N. Bjelica, .D. Lee, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga",GSW,1,8,24,8,12,66.7,2,3,66.7,6,6,100,0,6,6,4,2,1,0,2,3,7,2
".N. Bjelica, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .M. Moody",GSW,1,8,21,7,13,53.8,3,8,37.5,4,5,80.0,1,4,5,6,2,2,1,1,3,4,3
".G. Payton II, .J. Toscano-Anderson, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,7,20,7,14,50.0,3,8,37.5,3,5,60.0,2,8,10,5,2,3,1,1,2,4,5
".S. Curry, .N. Bjelica, .O. Porter Jr., .Q. Weatherspoon, .J. Kuminga",GSW,1,7,19,7,12,58.3,3,6,50.0,2,2,100,1,2,3,5,2,2,0,1,5,1,1
".N. Bjelica, .A. Wiggins, .G. Payton II, .D. Lee, .C. Chiozza",GSW,1,6,11,2,8,25.0,0,3,0.0,7,7,100,0,5,5,2,2,0,0,0,3,4,-4
".A. Iguodala, .S. Curry, .N. Bjelica, .A. Wiggins, .J. Kuminga",GSW,1,6,12,4,11,36.4,1,6,16.7,3,7,42.9,1,5,6,2,0,1,0,1,2,5,0
".A. Iguodala, .S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Kuminga",GSW,1,6,13,5,8,62.5,2,4,50.0,1,4,25.0,0,7,7,3,1,0,0,0,3,3,7
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,6,18,4,9,44.4,4,6,66.7,6,6,100,1,2,3,3,1,1,0,1,4,3,2
".S. Curry, .K. Thompson, .D. Green, .K. Looney, .J. Poole",GSW,1,6,21,6,9,66.7,2,5,40.0,7,7,100,0,6,6,2,1,1,1,0,3,4,7
".A. Iguodala, .S. Curry, .K. Thompson, .A. Wiggins, .J. Toscano-Anderson",GSW,1,6,14,4,11,36.4,2,4,50.0,4,4,100,2,5,7,2,2,0,0,0,2,2,4
".S. Curry, .K. Thompson, .O. Porter Jr., .K. Looney, .J. Poole",GSW,1,5,10,4,9,44.4,2,6,33.3,0,0,0.0,0,3,3,2,2,1,1,0,1,0,-4
".G. Payton II, .D. Lee, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga",GSW,1,5,10,3,10,30.0,1,6,16.7,3,3,100,1,4,5,2,1,2,0,1,4,3,2
".N. Bjelica, .D. Lee, .C. Chiozza, .J. Kuminga, .M. Moody",GSW,1,5,12,4,9,44.4,3,5,60.0,1,2,50.0,1,1,2,3,2,0,0,0,1,3,-5
".A. Iguodala, .S. Curry, .O. Porter Jr., .G. Payton II, .J. Kuminga",GSW,1,5,13,5,9,55.6,1,5,20.0,2,2,100,1,2,3,2,2,1,0,0,1,3,-2
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .D. Lee, .C. Chiozza",GSW,1,5,14,6,11,54.5,2,4,50.0,0,0,0.0,3,1,4,2,2,1,0,0,2,0,-1
".S. Curry, .N. Bjelica, .D. Green, .O. Porter Jr., .M. Moody",GSW,1,5,22,7,8,87.5,5,6,83.3,3,5,60.0,0,4,4,3,0,0,0,0,2,2,9
".N. Bjelica, .K. Thompson, .D. Green, .O. Porter Jr., .J. Poole",GSW,1,5,12,5,9,55.6,1,4,25.0,1,1,100,0,4,4,4,1,1,1,0,1,2,1
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .J. Kuminga",GSW,1,5,15,6,9,66.7,2,5,40.0,1,2,50.0,0,3,3,6,1,0,0,0,3,3,4
".O. Porter Jr., .D. Lee, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,5,7,3,9,33.3,1,6,16.7,0,0,0.0,0,5,5,2,1,0,1,1,2,1,-4
".A. Iguodala, .S. Curry, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,5,7,3,12,25.0,1,9,11.1,0,0,0.0,2,3,5,3,1,0,0,1,3,1,-3
".G. Payton II, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,5,17,7,10,70.0,3,4,75.0,0,0,0.0,0,2,2,6,2,2,0,1,3,0,7
".S. Curry, .D. Green, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,5,8,4,8,50.0,0,4,0.0,0,0,0.0,0,5,5,3,0,0,0,0,0,1,6
".A. Iguodala, .S. Curry, .N. Bjelica, .G. Payton II, .J. Poole",GSW,1,4,11,4,9,44.4,1,5,20.0,2,2,100,0,4,4,2,0,1,3,0,2,1,5
".S. Curry, .N. Bjelica, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,4,15,5,7,71.4,2,3,66.7,3,3,100,0,3,3,3,1,0,0,0,0,2,2
".O. Porter Jr., .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,4,12,5,8,62.5,0,2,0.0,2,2,100,0,3,3,3,0,2,0,1,2,1,3
".A. Iguodala, .S. Curry, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,4,7,3,7,42.9,1,4,25.0,0,0,0.0,0,1,1,2,0,1,0,0,3,1,-4
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .K. Looney",GSW,1,4,11,5,10,50.0,1,5,20.0,0,0,0.0,3,3,6,2,0,0,0,0,1,1,7
".D. Lee, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,4,13,4,8,50.0,2,5,40.0,3,3,100,0,6,6,4,0,1,1,1,1,2,5
".A. Iguodala, .S. Curry, .N. Bjelica, .O. Porter Jr., .C. Chiozza",GSW,1,4,9,3,8,37.5,2,7,28.6,1,2,50.0,2,4,6,3,1,0,1,0,0,1,3
".A. Iguodala, .S. Curry, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,4,7,3,9,33.3,1,6,16.7,0,0,0.0,0,0,0,2,0,3,0,0,2,1,-3
".K. Looney, .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,4,13,5,10,50.0,2,3,66.7,1,1,100,4,1,5,2,2,1,1,1,1,1,1
".K. Thompson, .K. Looney, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,4,3,1,5,20.0,0,2,0.0,1,2,50.0,1,3,4,0,1,0,0,0,1,3,-2
".N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,4,6,1,7,14.3,1,5,20.0,3,4,75.0,2,3,5,1,0,0,0,0,2,2,-5
".D. Green, .K. Looney, .G. Payton II, .D. Lee, .J. Poole",GSW,1,4,11,3,4,75.0,1,2,50.0,4,6,66.7,0,3,3,3,1,1,1,0,2,5,6
".D. Green, .O. Porter Jr., .D. Lee, .J. Poole, .M. Moody",GSW,1,4,8,2,6,33.3,1,4,25.0,3,3,100,0,1,1,2,0,1,0,0,3,1,-2
".D. Lee, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,4,8,2,5,40.0,2,3,66.7,2,2,100,1,5,6,2,3,2,0,0,1,2,1
".S. Curry, .D. Green, .K. Looney, .G. Payton II, .J. Kuminga",GSW,1,4,13,3,8,37.5,3,6,50.0,4,4,100,2,3,5,2,1,0,1,1,0,2,4
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .J. Poole, .J. Kuminga",GSW,1,4,7,3,6,50.0,0,1,0.0,1,1,100,1,2,3,1,2,3,0,0,2,2,4
".S. Curry, .O. Porter Jr., .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,4,8,3,7,42.9,2,3,66.7,0,0,0.0,0,1,1,3,1,1,0,0,2,1,-2
".N. Bjelica, .K. Thompson, .D. Green, .C. Chiozza, .J. Kuminga",GSW,1,4,10,4,8,50.0,2,4,50.0,0,0,0.0,3,3,6,2,2,0,0,0,1,0,4
".S. Curry, .N. Bjelica, .D. Green, .A. Wiggins, .M. Moody",GSW,1,4,5,2,9,22.2,0,1,0.0,1,1,100,3,1,4,2,2,0,0,0,0,3,-9
".D. Green, .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,4,4,2,5,40.0,0,1,0.0,0,0,0.0,0,1,1,2,2,0,0,0,2,0,-10
".S. Curry, .O. Porter Jr., .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson",GSW,1,4,16,6,8,75.0,4,5,80.0,0,0,0.0,1,4,5,2,0,0,0,0,0,0,9
".N. Bjelica, .G. Payton II, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,3,6,3,5,60.0,0,2,0.0,0,0,0.0,0,3,3,2,2,1,1,0,0,2,0
".N. Bjelica, .G. Payton II, .C. Chiozza, .J. Kuminga, .M. Moody",GSW,1,3,5,1,7,14.3,0,2,0.0,3,4,75.0,3,4,7,0,2,0,0,0,3,2,-5
".S. Curry, .N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,3,3,1,6,16.7,1,2,50.0,0,0,0.0,1,2,3,1,3,0,0,1,2,1,-6
".A. Iguodala, .N. Bjelica, .D. Lee, .C. Chiozza, .M. Moody",GSW,1,3,6,3,7,42.9,0,3,0.0,0,0,0.0,1,1,2,3,1,1,0,1,1,1,-6
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .J. Poole, .J. Kuminga",GSW,1,3,10,3,5,60.0,2,3,66.7,2,4,50.0,0,4,4,1,1,0,0,0,4,3,7
".K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Dowtin",GSW,1,3,5,2,6,33.3,0,3,0.0,1,2,50.0,2,2,4,1,1,0,0,0,1,1,-4
".A. Iguodala, .S. Curry, .K. Thompson, .J. Poole, .J. Kuminga",GSW,1,3,8,3,6,50.0,0,2,0.0,2,2,100,0,3,3,3,1,1,0,0,2,1,3
".A. Iguodala, .S. Curry, .K. Thompson, .A. Wiggins, .K. Looney",GSW,1,3,12,5,8,62.5,1,1,100,1,2,50.0,2,3,5,2,1,1,1,1,1,2,7
".S. Curry, .N. Bjelica, .D. Green, .G. Payton II, .D. Lee",GSW,1,3,13,5,7,71.4,3,5,60.0,0,0,0.0,2,2,4,3,1,2,0,0,3,0,11
".N. Bjelica, .D. Lee, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,3,7,3,6,50.0,0,2,0.0,1,1,100,0,3,3,3,1,0,0,0,5,1,-1
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .G. Payton II",GSW,1,3,13,5,6,83.3,3,4,75.0,0,0,0.0,0,2,2,3,1,0,0,0,1,0,5
".S. Curry, .N. Bjelica, .C. Chiozza, .J. Kuminga, .M. Moody",GSW,1,3,6,2,5,40.0,1,3,33.3,1,1,100,0,4,4,2,1,0,0,0,1,1,-1
".A. Wiggins, .G. Payton II, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,3,6,2,3,66.7,0,1,0.0,2,2,100,0,2,2,0,2,1,0,0,0,1,1
".S. Curry, .O. Porter Jr., .A. Wiggins, .G. Payton II, .J. Poole",GSW,1,3,13,4,7,57.1,2,4,50.0,3,4,75.0,0,4,4,3,1,0,0,1,1,3,9
".A. Iguodala, .N. Bjelica, .O. Porter Jr., .C. Chiozza, .J. Kuminga",GSW,1,3,0,0,4,0.0,0,3,0.0,0,2,0.0,0,3,3,0,0,0,0,1,0,1,-2
".D. Lee, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga",GSW,1,3,7,3,5,60.0,1,3,33.3,0,0,0.0,0,0,0,1,0,0,0,0,1,0,-3
".S. Curry, .K. Thompson, .O. Porter Jr., .J. Poole, .J. Kuminga",GSW,1,3,4,2,6,33.3,0,0,0.0,0,0,0.0,1,3,4,1,1,0,2,0,2,0,-1
".A. Iguodala, .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,3,4,2,6,33.3,0,2,0.0,0,0,0.0,0,4,4,2,1,1,1,1,0,1,4
".A. Iguodala, .A. Wiggins, .K. Looney, .D. Lee, .J. Kuminga",GSW,1,3,3,1,4,25.0,0,1,0.0,1,2,50.0,1,2,3,1,1,0,0,1,1,1,-3
".K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,3,6,2,4,50.0,1,2,50.0,1,2,50.0,1,4,5,1,1,0,0,0,2,1,0
".A. Wiggins, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,3,4,1,5,20.0,0,3,0.0,2,2,100,0,1,1,1,1,2,0,0,4,1,-4
".N. Bjelica, .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,3,7,2,5,40.0,1,3,33.3,2,2,100,0,4,4,1,1,0,1,1,0,1,1
".J. Toscano-Anderson, .J. Poole, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,3,3,1,4,25.0,1,3,33.3,0,0,0.0,0,2,2,1,2,0,0,0,2,0,-5
".N. Bjelica, .D. Green, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,3,3,1,5,20.0,1,4,25.0,0,0,0.0,0,1,1,1,1,2,0,0,1,1,-1
".S. Curry, .N. Bjelica, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,3,7,3,5,60.0,1,3,33.3,0,0,0.0,1,2,3,3,1,0,0,0,1,0,1
".A. Iguodala, .D. Green, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,3,8,3,6,50.0,1,4,25.0,1,1,100,0,2,2,3,0,0,0,0,0,1,-1
".A. Iguodala, .S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins",GSW,1,3,7,3,5,60.0,1,3,33.3,0,0,0.0,1,2,3,1,1,0,1,0,3,0,2
".S. Curry, .K. Thompson, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,3,10,3,5,60.0,1,2,50.0,3,4,75.0,1,2,3,2,0,0,0,0,1,2,1
".D. Green, .O. Porter Jr., .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,3,3,1,6,16.7,1,3,33.3,0,0,0.0,1,1,2,1,1,0,0,0,0,1,-4
".K. Thompson, .D. Green, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole",GSW,1,3,2,1,7,14.3,0,4,0.0,0,0,0.0,0,1,1,1,0,1,0,2,3,0,-10
".S. Curry, .O. Porter Jr., .J. Poole, .J. Kuminga, .M. Moody",GSW,1,3,5,2,3,66.7,1,2,50.0,0,0,0.0,0,2,2,2,1,0,0,0,0,0,0
".A. Iguodala, .S. Curry, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson",GSW,1,3,3,1,2,50.0,0,1,0.0,1,2,50.0,0,1,1,1,1,0,0,0,0,1,-4
".S. Curry, .D. Green, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson",GSW,1,3,5,2,5,40.0,1,2,50.0,0,2,0.0,2,1,3,2,1,0,0,1,2,2,-2
".N. Bjelica, .O. Porter Jr., .A. Wiggins, .D. Lee, .J. Poole",GSW,1,3,9,3,4,75.0,3,4,75.0,0,0,0.0,0,1,1,3,1,0,2,0,0,0,5
".S. Curry, .O. Porter Jr., .A. Wiggins, .G. Payton II, .D. Lee",GSW,1,3,2,1,5,20.0,0,3,0.0,0,0,0.0,1,0,1,1,0,0,0,0,0,0,-7
".K. Thompson, .O. Porter Jr., .K. Looney, .J. Poole, .Q. Weatherspoon",GSW,1,3,5,2,4,50.0,0,1,0.0,1,2,50.0,0,1,1,0,0,1,0,0,3,1,-3
".S. Curry, .D. Green, .A. Wiggins, .J. Poole, .J. Kuminga",GSW,1,3,12,3,6,50.0,2,5,40.0,4,4,100,1,3,4,3,0,1,1,0,2,3,7
".G. Payton II, .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,3,4,1,5,20.0,0,3,0.0,2,2,100,0,0,0,0,1,1,1,0,0,1,-3
".K. Looney, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Poole",GSW,1,3,5,2,5,40.0,1,2,50.0,0,0,0.0,0,3,3,2,0,1,0,0,0,1,3
".O. Porter Jr., .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,3,4,1,5,20.0,1,2,50.0,1,2,50.0,1,1,2,1,0,0,1,0,1,1,-2
".S. Curry, .K. Thompson, .O. Porter Jr., .D. Lee, .M. Moody",GSW,1,3,0,0,5,0.0,0,3,0.0,0,0,0.0,0,3,3,0,1,1,0,0,1,1,-3
