,Player,FG-FGA,3P-3PA,FT-FTA,Off,Def,Tot,PF,TP,A,TO,Blk,Stl,Min,Date,Event
0,Tahaad Pettiford,5-14,2-7,2-2,0,2,2,1,14,7,1,0,1,25,07/08/2022,EYBL Session 4 (Kansas City)
1,Jason Rivera-Torres,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
2,Johnny Floyd,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
3,Armoni Zeigler,1-3,0-1,0-0,1,0,1,0,2,1,1,1,0,12,07/08/2022,EYBL Session 4 (Kansas City)
4,Jahmere Tripp,3-7,0-1,0-0,0,4,4,3,6,1,0,0,0,19,07/08/2022,EYBL Session 4 (Kansas City)
5,Tarik Watson,1-2,0-0,0-0,0,2,2,1,2,0,0,0,0,9,07/08/2022,EYBL Session 4 (Kansas City)
6,Akil Watson,6-10,1-2,2-4,2,2,4,1,15,3,0,0,1,19,07/08/2022,EYBL Session 4 (Kansas City)
7,Youssouf Singare',7-12,0-0,0-4,4,6,10,5,14,2,2,1,1,20,07/08/2022,EYBL Session 4 (Kansas City)
8,Elliot Cadeau,5-9,0-1,0-0,2,2,4,1,10,4,1,0,0,24,07/08/2022,EYBL Session 4 (Kansas City)
9,Tobe Awaka,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
10,William Patterson,0-1,0-0,0-0,0,1,1,2,0,0,0,0,1,11,07/08/2022,EYBL Session 4 (Kansas City)
11,Jonathan Noudjihidi,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
12,Christian Jones,4-9,1-2,1-2,2,3,5,0,10,1,0,1,2,19,07/08/2022,EYBL Session 4 (Kansas City)
13,Alexander Cotton,6-14,5-9,2-4,0,2,2,1,19,1,2,0,1,27,07/08/2022,EYBL Session 4 (Kansas City)
14,Ronald Holland,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
15,Robert Jones,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
16,Ashton Hardaway,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
17,Liam McNeeley,5-8,1-2,0-0,2,6,8,5,11,3,1,1,0,26,07/08/2022,EYBL Session 4 (Kansas City)
18,Jamyron Keller,4-7,2-4,0-0,0,3,3,1,10,5,0,1,0,27,07/08/2022,EYBL Session 4 (Kansas City)
19,Timmie Jordan,2-4,0-0,1-2,1,1,2,4,5,1,2,0,0,14,07/08/2022,EYBL Session 4 (Kansas City)
20,Justin McBride,6-13,0-1,7-9,0,9,9,1,19,2,2,0,1,29,07/08/2022,EYBL Session 4 (Kansas City)
21,Aric Demmings,1-1,1-1,1-2,0,0,0,0,4,0,2,0,0,21,07/08/2022,EYBL Session 4 (Kansas City)
22,David Terrell,0-3,0-2,0-0,1,4,5,3,0,5,0,0,1,17,07/08/2022,EYBL Session 4 (Kansas City)
0,Seth Fitzgerald,1-2,0-1,1-2,0,0,0,1,3,0,0,0,0,8,07/07/2022,EYBL Session 4 (Kansas City)
1,Marvel Allen,5-13,0-4,8-8,0,6,6,3,18,1,3,0,2,31,07/07/2022,EYBL Session 4 (Kansas City)
2,Christopher Brunt,1-6,0-3,0-0,1,1,2,2,2,6,2,2,2,24,07/07/2022,EYBL Session 4 (Kansas City)
3,John Phillips,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
4,Thomas Holmes,0-0,0-0,0-0,0,0,0,0,0,1,1,0,0,2,07/07/2022,EYBL Session 4 (Kansas City)
5,Kendall Campbell,0-3,0-1,0-0,0,1,1,0,0,0,0,0,0,11,07/07/2022,EYBL Session 4 (Kansas City)
6,Arrinten Page,1-5,0-1,3-5,2,6,8,0,5,2,1,0,1,23,07/07/2022,EYBL Session 4 (Kansas City)
7,Osmar Garcia,5-6,0-0,0-0,0,3,3,4,10,3,1,0,1,22,07/07/2022,EYBL Session 4 (Kansas City)
8,Tahj Johnson,2-3,0-0,1-2,2,2,4,2,5,0,0,0,1,10,07/07/2022,EYBL Session 4 (Kansas City)
9,Isaiah Collier,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
10,Aaron Nomel,0-1,0-0,0-0,0,1,1,0,0,0,0,0,0,1,07/07/2022,EYBL Session 4 (Kansas City)
11,Kanaan Carlyle,6-17,1-7,0-0,0,2,2,1,13,2,2,0,1,31,07/07/2022,EYBL Session 4 (Kansas City)
12,Jaylen Curry,10-16,3-5,3-4,0,3,3,1,26,3,1,0,1,23,07/07/2022,EYBL Session 4 (Kansas City)
13,Brandon Gardner,1-4,0-0,0-0,1,4,5,2,2,0,2,1,0,26,07/07/2022,EYBL Session 4 (Kansas City)
14,Avery Wills,1-2,0-0,0-0,0,1,1,0,2,2,1,0,0,9,07/07/2022,EYBL Session 4 (Kansas City)
15,Carter McDole,0-0,0-0,0-0,0,0,0,0,0,0,1,1,0,5,07/07/2022,EYBL Session 4 (Kansas City)
16,Johnny Djema,0-0,0-0,0-0,0,1,1,0,0,0,0,0,2,6,07/07/2022,EYBL Session 4 (Kansas City)
17,Kareem Stagg,0-1,0-1,0-0,0,2,2,0,0,0,0,0,0,7,07/07/2022,EYBL Session 4 (Kansas City)
18,Cyr Malonga,0-0,0-0,1-2,0,2,2,2,1,0,1,0,0,8,07/07/2022,EYBL Session 4 (Kansas City)
19,Markus Robinson,1-1,0-0,0-0,0,0,0,0,2,0,0,0,0,5,07/07/2022,EYBL Session 4 (Kansas City)
20,Tichyque Musaka,2-4,0-1,3-3,6,5,11,2,7,1,2,0,0,19,07/07/2022,EYBL Session 4 (Kansas City)
21,Michael Ojo,1-5,1-1,0-0,0,2,2,2,3,1,0,0,1,14,07/07/2022,EYBL Session 4 (Kansas City)
22,Etienne Strothers,1-7,0-4,0-0,0,7,7,2,2,2,2,0,0,18,07/07/2022,EYBL Session 4 (Kansas City)
23,Treymane Parker,6-17,1-7,3-4,1,1,2,1,16,6,2,0,1,27,07/07/2022,EYBL Session 4 (Kansas City)
0,Aiden Fowler,2-4,2-3,0-0,1,0,1,0,6,3,0,0,0,25,07/07/2022,EYBL Session 4 (Kansas City)
1,Derek Peterson,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0,4,07/07/2022,EYBL Session 4 (Kansas City)
2,Isaiah Elohim,6-13,0-3,7-7,1,4,5,1,19,3,3,0,2,25,07/07/2022,EYBL Session 4 (Kansas City)
3,Jaxon Richardson,0-0,0-0,0-0,0,0,0,2,0,0,0,0,1,6,07/07/2022,EYBL Session 4 (Kansas City)
4,Jamari Phillips,5-14,2-9,1-2,1,2,3,2,13,2,0,1,2,27,07/07/2022,EYBL Session 4 (Kansas City)
5,Stevie Prudholme,2-4,2-4,0-0,0,1,1,3,6,2,1,0,0,7,07/07/2022,EYBL Session 4 (Kansas City)
6,Mana Itsse,2-4,0-1,0-0,2,2,4,0,4,0,1,0,0,8,07/07/2022,EYBL Session 4 (Kansas City)
7,Jayden Quaintance,4-5,0-0,0-0,1,6,7,0,8,1,1,1,1,22,07/07/2022,EYBL Session 4 (Kansas City)
8,Trent McClean,1-2,0-1,0-0,0,2,2,0,2,1,0,0,0,5,07/07/2022,EYBL Session 4 (Kansas City)
9,Jason Richardson,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
10,Carter Bryant,4-7,3-4,0-0,0,7,7,1,11,7,1,2,1,27,07/07/2022,EYBL Session 4 (Kansas City)
11,Bryce O'mara,0-1,0-1,0-0,0,3,3,0,0,1,0,2,0,20,07/07/2022,EYBL Session 4 (Kansas City)
12,Lyna Brooks,8-12,5-8,0-0,0,2,2,3,21,2,3,0,2,24,07/07/2022,EYBL Session 4 (Kansas City)
13,Chase Kuiper,3-7,1-4,1-1,0,3,3,0,8,1,2,0,0,26,07/07/2022,EYBL Session 4 (Kansas City)
14,Chandler Allen,0-6,0-4,0-0,1,1,2,3,0,0,0,0,0,16,07/07/2022,EYBL Session 4 (Kansas City)
15,Zach Scherler,1-2,0-0,0-0,1,3,4,0,2,1,1,0,0,24,07/07/2022,EYBL Session 4 (Kansas City)
16,Uchenna Amene,4-11,1-2,2-4,2,4,6,1,11,7,4,0,2,27,07/07/2022,EYBL Session 4 (Kansas City)
17,Michael Johnson,1-8,0-4,7-8,0,4,4,1,9,0,1,1,1,21,07/07/2022,EYBL Session 4 (Kansas City)
0,Camerin James,4-5,0-0,0-0,3,0,3,2,8,1,0,0,2,10,07/08/2022,EYBL Session 4 (Kansas City)
1,Jason Jackson,1-3,0-1,3-6,1,3,4,2,5,3,0,0,3,22,07/08/2022,EYBL Session 4 (Kansas City)
2,Tristan Gross,2-5,1-2,0-0,1,6,7,1,5,0,1,0,1,19,07/08/2022,EYBL Session 4 (Kansas City)
3,Edgerrin James,8-13,1-2,4-4,0,2,2,3,21,4,2,1,1,22,07/08/2022,EYBL Session 4 (Kansas City)
4,Samuel Walters,8-14,2-5,1-1,2,6,8,3,19,0,0,1,0,28,07/08/2022,EYBL Session 4 (Kansas City)
5,Dontrell Jenkins,0-3,0-0,4-5,0,0,0,1,4,1,0,0,1,13,07/08/2022,EYBL Session 4 (Kansas City)
6,Marcus Allen,4-8,0-0,4-7,1,1,2,2,12,3,1,0,2,22,07/08/2022,EYBL Session 4 (Kansas City)
7,Daniel Ntawbwe,3-4,1-1,0-0,2,1,3,3,7,0,0,1,1,17,07/08/2022,EYBL Session 4 (Kansas City)
8,Sean Stewart,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
9,Seth Fitzgerald,5-9,0-0,1-1,1,2,3,1,11,0,1,0,0,19,07/08/2022,EYBL Session 4 (Kansas City)
10,Marvel Allen,3-7,0-3,7-10,1,0,1,1,13,1,4,0,0,19,07/08/2022,EYBL Session 4 (Kansas City)
11,Christopher Brunt,1-4,0-1,3-4,1,4,5,2,5,1,1,0,1,23,07/08/2022,EYBL Session 4 (Kansas City)
12,Lucas Gibb,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
13,John Phillips,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
14,Landon Suarez,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
15,Thomas Holmes,0-2,0-1,0-0,0,0,0,0,0,3,1,0,0,9,07/08/2022,EYBL Session 4 (Kansas City)
16,Kendall Campbell,0-1,0-1,0-0,0,0,0,1,0,1,0,0,0,6,07/08/2022,EYBL Session 4 (Kansas City)
17,Kendall Campbell,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
18,Arrinten Page,0-0,0-0,0-0,0,2,2,5,0,0,1,0,0,8,07/08/2022,EYBL Session 4 (Kansas City)
19,Osmar Garcia,3-6,0-0,4-4,1,2,3,2,10,1,1,0,2,26,07/08/2022,EYBL Session 4 (Kansas City)
20,Tahj Johnson,4-5,0-0,2-3,0,3,3,1,10,1,0,1,0,15,07/08/2022,EYBL Session 4 (Kansas City)
21,Keenan McFarlin,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
22,Isaiah Collier,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
23,Ethan Davis,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
24,Scotty Middleton,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
25,Aaron Nomel,0-0,0-0,0-0,0,0,0,0,0,0,0,1,0,5,07/08/2022,EYBL Session 4 (Kansas City)
26,Kanaan Carlyle,4-10,2-4,2-3,0,4,4,2,12,5,2,1,2,24,07/08/2022,EYBL Session 4 (Kansas City)
0,Jaden Smith,0-1,0-0,0-0,1,3,4,1,0,1,0,0,0,17,07/08/2022,EYBL Session 4 (Kansas City)
1,Christopher Riddle,10-20,4-8,2-2,1,4,5,0,26,2,2,0,1,31,07/08/2022,EYBL Session 4 (Kansas City)
2,Oscar Johnson,1-1,1-1,0-0,0,1,1,1,3,0,0,0,0,2,07/08/2022,EYBL Session 4 (Kansas City)
3,Tayshawn Bridges,4-8,0-0,8-10,1,3,4,2,16,3,4,0,0,24,07/08/2022,EYBL Session 4 (Kansas City)
4,Edwon Duling,1-3,0-0,0-2,1,3,4,2,2,2,1,0,0,18,07/08/2022,EYBL Session 4 (Kansas City)
5,Calvin Robins,5-8,0-1,0-0,2,4,6,1,10,0,1,0,2,29,07/08/2022,EYBL Session 4 (Kansas City)
6,Joshua Pickett,6-12,2-6,1-1,2,4,6,0,15,3,1,0,0,28,07/08/2022,EYBL Session 4 (Kansas City)
7,Quentin McCoy,0-0,0-0,0-0,0,2,2,0,0,0,0,0,0,14,07/08/2022,EYBL Session 4 (Kansas City)
8,Troy Jenkins,4-9,2-5,0-0,1,1,2,2,10,1,0,0,0,18,07/08/2022,EYBL Session 4 (Kansas City)
9,Malachi Palmer,2-11,0-6,0-0,0,4,4,2,4,6,2,1,2,31,07/08/2022,EYBL Session 4 (Kansas City)
10,Isaiah Bronson,5-9,2-2,2-2,0,0,0,4,14,3,1,0,2,21,07/08/2022,EYBL Session 4 (Kansas City)
11,Jason Asemota,6-18,4-11,0-0,2,5,7,3,16,0,1,0,0,28,07/08/2022,EYBL Session 4 (Kansas City)
12,Chad Jones,1-2,0-0,0-2,1,0,1,0,2,1,0,0,0,9,07/08/2022,EYBL Session 4 (Kansas City)
13,Aiden Sherrell,4-16,0-4,1-4,7,5,12,0,9,2,1,1,0,31,07/08/2022,EYBL Session 4 (Kansas City)
14,Amari Davis,3-6,0-0,1-1,4,1,5,2,7,0,0,0,0,25,07/08/2022,EYBL Session 4 (Kansas City)
0,Kameron Brown,9-15,3-4,0-0,0,4,4,1,21,4,2,0,0,23,07/08/2022,EYBL Session 4 (Kansas City)
1,Jakobi Thompson,1-5,1-3,1-2,0,1,1,1,4,1,1,0,0,11,07/08/2022,EYBL Session 4 (Kansas City)
2,JaVian Watkins,4-5,1-1,1-4,1,0,1,0,10,2,3,0,0,19,07/08/2022,EYBL Session 4 (Kansas City)
3,Ryan Burkett,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
4,Damarion Winston,2-3,1-2,2-4,3,0,3,3,7,3,0,0,1,19,07/08/2022,EYBL Session 4 (Kansas City)
5,DeAndre Lewis,4-7,0-0,1-2,5,3,8,1,9,1,2,0,1,30,07/08/2022,EYBL Session 4 (Kansas City)
6,Dorian Mcmillian,2-8,0-2,4-6,0,4,4,3,8,2,1,2,1,29,07/08/2022,EYBL Session 4 (Kansas City)
7,Tamarion Hoover,1-3,0-0,0-0,1,4,5,4,2,2,2,0,1,28,07/08/2022,EYBL Session 4 (Kansas City)
8,Andrew Stefonowicz,0-2,0-2,0-0,1,2,3,3,0,4,3,0,2,30,07/08/2022,EYBL Session 4 (Kansas City)
9,Jaden Morgan,2-2,0-0,2-2,1,0,1,1,6,0,0,0,0,4,07/08/2022,EYBL Session 4 (Kansas City)
10,Jack Robison,5-11,1-3,2-2,5,2,7,2,13,5,3,1,1,30,07/08/2022,EYBL Session 4 (Kansas City)
11,Isaiah Johnson-Arigu,4-7,0-0,5-6,3,6,9,2,13,0,0,1,0,25,07/08/2022,EYBL Session 4 (Kansas City)
12,Randy McClendon,2-3,1-2,0-0,0,2,2,1,5,0,0,0,0,12,07/08/2022,EYBL Session 4 (Kansas City)
13,Daniel Freitag,4-8,0-0,7-9,0,2,2,0,15,5,2,0,3,28,07/08/2022,EYBL Session 4 (Kansas City)
14,Jackson McAndrew,3-11,2-8,2-2,1,2,3,4,10,3,1,0,1,22,07/08/2022,EYBL Session 4 (Kansas City)
15,Issac Snell,1-2,0-1,0-0,0,0,0,2,2,0,0,0,0,8,07/08/2022,EYBL Session 4 (Kansas City)
0,TJAY Beckles,3-7,2-6,2-2,0,0,0,0,10,1,0,0,0,13,07/07/2022,EYBL Session 4 (Kansas City)
1,Tyrin Bizzelle,0-1,0-1,0-0,0,1,1,0,0,0,0,0,0,7,07/07/2022,EYBL Session 4 (Kansas City)
2,Lynn King,2-3,0-0,3-4,1,2,3,4,7,0,1,0,1,15,07/07/2022,EYBL Session 4 (Kansas City)
3,Tyonne Farrell,5-11,0-2,6-9,3,4,7,3,16,1,2,0,0,25,07/07/2022,EYBL Session 4 (Kansas City)
4,Mitchell Kalu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
5,Andrew Dixon,0-3,0-0,0-0,0,2,2,1,0,4,3,0,1,20,07/07/2022,EYBL Session 4 (Kansas City)
6,Acaden Lewis,4-11,4-10,0-0,2,3,5,4,12,4,5,0,2,31,07/07/2022,EYBL Session 4 (Kansas City)
7,Alexander Mostashari,1-6,1-6,0-0,0,1,1,2,3,0,0,0,1,9,07/07/2022,EYBL Session 4 (Kansas City)
8,Drew Mckenna,1-6,0-1,0-0,1,1,2,1,2,0,1,0,0,12,07/07/2022,EYBL Session 4 (Kansas City)
9,Donovan Flamer,0-1,0-0,0-0,0,1,1,2,0,0,0,0,0,10,07/07/2022,EYBL Session 4 (Kansas City)
10,Hunter Johnson,0-0,0-0,0-0,0,1,1,0,0,3,1,0,3,7,07/07/2022,EYBL Session 4 (Kansas City)
11,Yasir Supreme,0-1,0-0,0-0,0,0,0,1,0,0,0,0,0,9,07/07/2022,EYBL Session 4 (Kansas City)
12,Jayden Williams,1-6,0-2,4-4,0,0,0,1,6,4,5,0,3,28,07/07/2022,EYBL Session 4 (Kansas City)
13,Hassan Kourisse,0-0,0-0,0-0,0,0,0,1,0,0,0,0,0,2,07/07/2022,EYBL Session 4 (Kansas City)
14,Nasir Rodriguez,4-6,1-2,2-2,1,4,5,4,11,1,0,0,0,25,07/07/2022,EYBL Session 4 (Kansas City)
15,Abraham Rosario,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
16,Josiah Wright,0-0,0-0,0-0,0,2,2,0,0,1,1,0,0,9,07/07/2022,EYBL Session 4 (Kansas City)
17,Jason Schofield,3-8,0-1,1-2,0,3,3,5,7,1,0,0,1,21,07/07/2022,EYBL Session 4 (Kansas City)
18,Yves Missi,6-6,0-0,6-11,1,5,6,4,18,1,3,2,1,30,07/07/2022,EYBL Session 4 (Kansas City)
19,Samir Thomas,1-5,0-3,0-0,0,4,4,0,2,1,1,0,1,18,07/07/2022,EYBL Session 4 (Kansas City)
20,Justin Menard,3-6,1-3,2-2,1,4,5,2,9,8,6,0,3,27,07/07/2022,EYBL Session 4 (Kansas City)
0,Justin Begg,5-9,3-6,0-0,0,1,1,1,13,3,3,0,0,21,07/08/2022,EYBL Session 4 (Kansas City)
1,Chidiebube Chiakwelu,1-1,0-0,0-0,1,1,2,5,2,0,0,3,0,13,07/08/2022,EYBL Session 4 (Kansas City)
2,Nolan Aigberadion,0-0,0-0,0-0,0,0,0,2,0,0,0,0,0,4,07/08/2022,EYBL Session 4 (Kansas City)
3,Jakeel Registe,0-2,0-0,0-0,2,0,2,1,0,2,1,0,0,15,07/08/2022,EYBL Session 4 (Kansas City)
4,Trenton Burns,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,8,07/08/2022,EYBL Session 4 (Kansas City)
5,Bryce Jackson,4-8,3-5,5-5,2,1,3,5,16,5,0,0,2,19,07/08/2022,EYBL Session 4 (Kansas City)
6,DarKaun King,6-12,1-3,0-2,1,1,2,3,13,0,0,0,1,23,07/08/2022,EYBL Session 4 (Kansas City)
7,Anthony Bates,2-6,2-4,3-4,0,5,5,3,9,4,1,0,0,30,07/08/2022,EYBL Session 4 (Kansas City)
8,Collins Ugochukwu,6-10,1-4,0-1,1,4,5,1,13,4,0,1,1,28,07/08/2022,EYBL Session 4 (Kansas City)
9,Jayden Williams,3-5,1-1,2-3,1,1,2,1,9,2,1,0,1,27,07/08/2022,EYBL Session 4 (Kansas City)
10,Hassan Kourisse,2-3,0-1,0-0,0,2,2,0,4,1,0,0,0,4,07/08/2022,EYBL Session 4 (Kansas City)
11,Nasir Rodriguez,6-9,1-1,4-6,2,2,4,3,17,3,0,0,1,22,07/08/2022,EYBL Session 4 (Kansas City)
12,Josiah Wright,1-3,0-1,0-0,1,1,2,1,2,1,0,0,0,7,07/08/2022,EYBL Session 4 (Kansas City)
13,Jason Schofield,7-14,0-1,2-2,4,4,8,2,16,0,1,2,0,25,07/08/2022,EYBL Session 4 (Kansas City)
14,Yves Missi,6-9,0-1,3-6,1,5,6,3,15,2,2,4,1,30,07/08/2022,EYBL Session 4 (Kansas City)
15,Samir Thomas,0-0,0-0,0-0,0,1,1,0,0,1,1,0,0,18,07/08/2022,EYBL Session 4 (Kansas City)
16,Justin Menard,3-7,1-3,5-7,1,2,3,2,12,6,0,0,2,27,07/08/2022,EYBL Session 4 (Kansas City)
0,Kameron Brown,1-9,1-5,0-0,1,2,3,1,3,5,2,0,0,26,07/07/2022,EYBL Session 4 (Kansas City)
1,Jakobi Thompson,1-11,0-5,0-1,2,3,5,1,2,0,1,1,1,18,07/07/2022,EYBL Session 4 (Kansas City)
2,JaVian Watkins,1-4,0-0,0-0,0,3,3,0,2,4,3,1,0,16,07/07/2022,EYBL Session 4 (Kansas City)
3,Ryan Burkett,0-1,0-0,0-0,2,1,3,1,0,0,1,0,0,8,07/07/2022,EYBL Session 4 (Kansas City)
4,Damarion Winston,7-12,2-6,3-4,1,1,2,1,19,0,0,0,0,24,07/07/2022,EYBL Session 4 (Kansas City)
5,DeAndre Lewis,2-5,0-0,2-2,4,1,5,1,6,1,0,0,0,24,07/07/2022,EYBL Session 4 (Kansas City)
6,Dorian Mcmillian,4-8,0-0,2-2,1,2,3,1,10,2,0,0,3,22,07/07/2022,EYBL Session 4 (Kansas City)
7,Tamarion Hoover,5-13,0-2,0-0,4,4,8,2,10,3,1,1,1,22,07/07/2022,EYBL Session 4 (Kansas City)
8,Utrillo Morris,6-8,0-1,0-0,2,2,4,1,12,8,1,1,1,24,07/07/2022,EYBL Session 4 (Kansas City)
9,Marley Zeller,2-5,0-2,1-1,0,3,3,0,5,2,1,0,2,22,07/07/2022,EYBL Session 4 (Kansas City)
10,Hunter Carter,3-9,3-7,0-0,0,5,5,0,9,8,3,0,0,28,07/07/2022,EYBL Session 4 (Kansas City)
11,Ibrahim Diakite,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,3,07/07/2022,EYBL Session 4 (Kansas City)
12,Evan Heisler,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,3,07/07/2022,EYBL Session 4 (Kansas City)
13,Terrence Hill,5-11,2-6,0-0,1,2,3,0,12,7,1,0,0,24,07/07/2022,EYBL Session 4 (Kansas City)
14,Jaden Steppe,9-16,1-5,0-0,3,10,13,4,19,4,2,0,0,29,07/07/2022,EYBL Session 4 (Kansas City)
15,Tyler Curvy,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
16,Jaden Wade,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/07/2022,EYBL Session 4 (Kansas City)
17,Jayden Wade,7-7,0-0,1-2,2,6,8,4,15,1,1,0,1,27,07/07/2022,EYBL Session 4 (Kansas City)
0,Bruce Wingate,2-2,0-0,0-0,1,1,2,2,4,2,0,0,1,20,07/09/2022,EYBL Session 4 (Kansas City)
1,Darien Moore,2-4,0-1,0-0,0,2,2,0,4,0,3,1,0,16,07/09/2022,EYBL Session 4 (Kansas City)
2,Keyshaun Tillery,4-5,2-3,2-2,1,1,2,2,12,4,5,1,1,25,07/09/2022,EYBL Session 4 (Kansas City)
3,Adam Chiacchia,0-0,0-0,0-0,0,3,3,2,0,1,0,0,0,11,07/09/2022,EYBL Session 4 (Kansas City)
4,Danny Murray,0-2,0-1,0-0,0,0,0,0,0,0,1,0,0,5,07/09/2022,EYBL Session 4 (Kansas City)
5,Mason Blackwood,7-12,1-4,1-1,0,4,4,1,16,0,3,0,1,28,07/09/2022,EYBL Session 4 (Kansas City)
6,Chad Cook,0-2,0-0,2-2,0,1,1,4,2,1,0,1,0,13,07/09/2022,EYBL Session 4 (Kansas City)
7,Isaiah Henderson,2-4,2-4,0-0,0,1,1,1,6,1,1,0,0,17,07/09/2022,EYBL Session 4 (Kansas City)
8,Liam Dagostino,1-2,1-2,3-3,0,0,0,0,6,0,0,0,0,5,07/09/2022,EYBL Session 4 (Kansas City)
9,Alexander Massung,0-1,0-0,1-2,1,0,1,1,1,1,1,1,0,20,07/09/2022,EYBL Session 4 (Kansas City)
10,Karl Windham,1-3,1-3,0-0,0,0,0,2,3,4,1,0,3,16,07/09/2022,EYBL Session 4 (Kansas City)
11,Morez Johnson,3-5,0-0,0-1,1,1,2,0,6,3,0,5,1,20,07/09/2022,EYBL Session 4 (Kansas City)
12,James Brown,2-3,0-0,2-6,2,3,5,3,6,1,0,0,0,17,07/09/2022,EYBL Session 4 (Kansas City)
13,Carlos Harris,5-9,2-2,2-2,0,1,1,3,14,5,0,0,3,25,07/09/2022,EYBL Session 4 (Kansas City)
14,Nojus Indrusaitis,12-17,6-9,5-5,1,3,4,1,35,2,1,0,0,30,07/09/2022,EYBL Session 4 (Kansas City)
15,William Gonzalez,1-3,0-2,0-0,0,1,1,0,2,0,1,0,1,9,07/09/2022,EYBL Session 4 (Kansas City)
16,Lee Marks,1-1,0-0,0-0,0,3,3,0,2,1,1,0,0,4,07/09/2022,EYBL Session 4 (Kansas City)
17,Shaheed Solebo,0-0,0-0,0-0,0,0,0,0,0,1,0,0,0,4,07/09/2022,EYBL Session 4 (Kansas City)
18,Luke Williams,1-1,1-1,0-0,0,0,0,2,3,0,0,0,0,9,07/09/2022,EYBL Session 4 (Kansas City)
19,Isaiah Green,1-4,1-3,1-2,2,1,3,0,4,7,1,0,3,26,07/09/2022,EYBL Session 4 (Kansas City)
0,Brandon Garrison,3-5,0-0,0-0,4,9,13,4,6,2,2,2,0,24,07/08/2022,EYBL Session 4 (Kansas City)
1,David Castillo,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0,07/08/2022,EYBL Session 4 (Kansas City)
2,T Johnn,3-8,0-1,0-0,1,3,4,2,6,5,1,0,2,23,07/08/2022,EYBL Session 4 (Kansas City)
3,Richard Johnson,7-18,2-7,1-2,1,0,1,1,17,2,4,0,1,30,07/08/2022,EYBL Session 4 (Kansas City)
4,Trenton Pierce,4-11,1-7,0-0,1,4,5,1,9,2,2,3,0,26,07/08/2022,EYBL Session 4 (Kansas City)
5,Terry McMorris,5-9,0-1,0-2,5,2,7,2,10,1,2,0,1,24,07/08/2022,EYBL Session 4 (Kansas City)
6,Connor Dow,2-4,1-2,0-2,0,1,1,3,5,0,0,0,0,18,07/08/2022,EYBL Session 4 (Kansas City)
7,Jacobe Johnson,0-2,0-0,0-0,0,0,0,0,0,0,0,0,0,6,07/08/2022,EYBL Session 4 (Kansas City)
8,CJ Smith,2-3,1-1,1-1,1,0,1,2,6,0,0,0,1,9,07/08/2022,EYBL Session 4 (Kansas City)
