LINEUPS,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-
".N. Bjelica, .D. Green, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,2.5,8.0,3.0,5.0,60.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0
".S. Curry, .N. Bjelica, .D. Green, .D. Lee, .J. Toscano-Anderson",GSW,1,2.5,7.0,3.0,7.0,42.9,1.0,4.0,25.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
".S. Curry, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Kuminga",GSW,1,2.5,4.0,1.0,3.0,33.3,1.0,2.0,50.0,1.0,2.0,50.0,1.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,-1.0
".A. Iguodala, .N. Bjelica, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2.4,3.0,1.0,5.0,20.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,-2.0
".A. Iguodala, .S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins",GSW,1,2.4,3.0,1.0,5.0,20.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,-7.0
".G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,2.4,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0
".K. Thompson, .A. Wiggins, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2.4,5.0,2.0,6.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
".N. Bjelica, .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2.4,4.0,1.0,6.0,16.7,0.0,3.0,0.0,2.0,2.0,100,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
".N. Bjelica, .D. Green, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,2.4,4.0,1.0,5.0,20.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
".N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,2.4,6.0,2.0,5.0,40.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
".S. Curry, .D. Green, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson",GSW,1,2.4,7.0,2.0,3.0,66.7,1.0,2.0,50.0,2.0,2.0,100,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0
".S. Curry, .N. Bjelica, .D. Green, .A. Wiggins, .C. Chiozza",GSW,1,2.4,6.0,2.0,5.0,40.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
".S. Curry, .N. Bjelica, .D. Green, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2.4,5.0,2.0,5.0,40.0,1.0,4.0,25.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0
".D. Green, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Toscano-Anderson",GSW,1,2.3,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.0
".D. Lee, .J. Toscano-Anderson, .J. Poole, .Q. Weatherspoon, .M. Moody",GSW,1,2.3,4.0,1.0,3.0,33.3,0.0,1.0,0.0,2.0,2.0,100,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0
".N. Bjelica, .C. Chiozza, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,2.3,4.0,2.0,5.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
".S. Curry, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,2.3,4.0,2.0,6.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
".S. Curry, .O. Porter Jr., .K. Looney, .J. Kuminga, .M. Moody",GSW,1,2.3,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-6.0
".A. Iguodala, .S. Curry, .N. Bjelica, .A. Wiggins, .G. Payton II",GSW,1,2.2,7.0,2.0,5.0,40.0,1.0,3.0,33.3,2.0,2.0,100,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0
".D. Green, .D. Lee, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2.2,2.0,1.0,4.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
".K. Looney, .G. Payton II, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,2.2,4.0,2.0,4.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0
".K. Looney, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,2.2,8.0,3.0,4.0,75.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
".K. Thompson, .D. Green, .D. Lee, .J. Kuminga, .M. Moody",GSW,1,2.2,4.0,1.0,1.0,100,0.0,0.0,0.0,2.0,4.0,50.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0
".N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga",GSW,1,2.2,5.0,2.0,5.0,40.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,-1.0
".N. Bjelica, .K. Thompson, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,2.2,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0
".N. Bjelica, .K. Thompson, .D. Lee, .C. Chiozza, .J. Kuminga",GSW,1,2.2,4.0,2.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,-3.0
".O. Porter Jr., .A. Wiggins, .K. Looney, .G. Payton II, .C. Chiozza",GSW,1,2.2,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-8.0
".S. Curry, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,2.2,7.0,3.0,5.0,60.0,0.0,1.0,0.0,1.0,1.0,100,0.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0
".S. Curry, .K. Thompson, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,1,2.2,6.0,2.0,5.0,40.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-2.0
".A. Iguodala, .D. Green, .A. Wiggins, .D. Lee, .J. Toscano-Anderson",GSW,1,2.1,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
".A. Iguodala, .K. Thompson, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,2.1,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,-6.0
".K. Thompson, .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,2.1,2.0,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0
".N. Bjelica, .A. Wiggins, .D. Lee, .C. Chiozza, .J. Toscano-Anderson",GSW,1,2.1,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-7.0
".N. Bjelica, .C. Chiozza, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2.1,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,-2.0
".N. Bjelica, .D. Green, .O. Porter Jr., .G. Payton II, .C. Chiozza",GSW,1,2.1,2.0,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0
".N. Bjelica, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,2.1,5.0,2.0,4.0,50.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
".S. Curry, .A. Wiggins, .K. Looney, .D. Lee, .J. Kuminga",GSW,1,2.1,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.0
".S. Curry, .K. Thompson, .D. Green, .J. Kuminga, .M. Moody",GSW,1,2.1,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-5.0
".S. Curry, .K. Thompson, .O. Porter Jr., .J. Toscano-Anderson, .J. Poole",GSW,1,2.1,6.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
".A. Iguodala, .D. Green, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,2.0,5.0,2.0,6.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0
".A. Iguodala, .S. Curry, .A. Wiggins, .K. Looney, .J. Toscano-Anderson",GSW,1,2.0,7.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
".D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole, .J. Kuminga",GSW,1,2.0,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
".N. Bjelica, .O. Porter Jr., .C. Chiozza, .Q. Weatherspoon, .J. Kuminga",GSW,1,2.0,5.0,1.0,2.0,50.0,0.0,1.0,0.0,3.0,4.0,75.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .J. Toscano-Anderson",GSW,1,2.0,5.0,1.0,4.0,25.0,1.0,1.0,100,2.0,2.0,100,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-2.0
".S. Curry, .N. Bjelica, .K. Thompson, .D. Lee, .J. Toscano-Anderson",GSW,1,2.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,-7.0
".S. Curry, .O. Porter Jr., .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,2.0,6.0,3.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
".A. Iguodala, .S. Curry, .D. Green, .A. Wiggins, .G. Payton II",GSW,1,1.9,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0
".G. Payton II, .J. Toscano-Anderson, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.9,7.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
".K. Thompson, .D. Lee, .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.9,5.0,1.0,1.0,100,1.0,1.0,100,2.0,4.0,50.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
".K. Thompson, .G. Payton II, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.9,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,-6.0
".K. Thompson, .O. Porter Jr., .K. Looney, .G. Payton II, .J. Poole",GSW,1,1.9,3.0,1.0,4.0,25.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
".N. Bjelica, .A. Wiggins, .G. Payton II, .C. Chiozza, .J. Toscano-Anderson",GSW,1,1.9,5.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0
".N. Bjelica, .D. Green, .C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon",GSW,1,1.9,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0
".S. Curry, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.9,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0
".S. Curry, .G. Payton II, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.9,7.0,3.0,4.0,75.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
".S. Curry, .N. Bjelica, .D. Lee, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.9,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0
".S. Curry, .N. Bjelica, .G. Payton II, .J. Toscano-Anderson, .J. Poole",GSW,1,1.9,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-5.0
".S. Curry, .N. Bjelica, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,1.9,6.0,1.0,2.0,50.0,1.0,2.0,50.0,3.0,3.0,100,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .J. Toscano-Anderson, .M. Moody",GSW,1,1.9,6.0,2.0,3.0,66.7,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .K. Looney, .M. Moody",GSW,1,1.9,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0
".A. Iguodala, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-5.0
".A. Iguodala, .N. Bjelica, .D. Lee, .J. Poole, .M. Moody",GSW,1,1.8,8.0,3.0,3.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
".K. Thompson, .D. Green, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.8,5.0,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
".N. Bjelica, .G. Payton II, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.8,4.0,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
".N. Bjelica, .O. Porter Jr., .D. Lee, .C. Chiozza, .J. Kuminga",GSW,1,1.8,7.0,3.0,4.0,75.0,1.0,1.0,100,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
".O. Porter Jr., .D. Lee, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,1.8,5.0,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
".S. Curry, .D. Green, .O. Porter Jr., .G. Payton II, .J. Poole",GSW,1,1.8,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,-4.0
".S. Curry, .K. Looney, .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,1.8,7.0,3.0,5.0,60.0,1.0,3.0,33.3,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
".S. Curry, .O. Porter Jr., .C. Chiozza, .J. Toscano-Anderson, .J. Kuminga",GSW,1,1.8,3.0,1.0,4.0,25.0,0.0,3.0,0.0,1.0,1.0,100,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-5.0
".A. Iguodala, .A. Wiggins, .D. Lee, .J. Toscano-Anderson, .J. Poole",GSW,1,1.7,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
".A. Iguodala, .D. Green, .D. Lee, .J. Poole, .J. Kuminga",GSW,1,1.7,7.0,3.0,4.0,75.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
".A. Iguodala, .N. Bjelica, .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1.7,4.0,1.0,1.0,100,0.0,0.0,0.0,2.0,2.0,100,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0
".D. Lee, .J. Poole, .J. Kuminga, .J. Dowtin, .M. Moody",GSW,1,1.7,4.0,2.0,2.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
".K. Thompson, .D. Green, .O. Porter Jr., .K. Looney, .G. Payton II",GSW,1,1.7,6.0,2.0,3.0,66.7,1.0,2.0,50.0,1.0,2.0,50.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
".N. Bjelica, .A. Wiggins, .C. Chiozza, .J. Toscano-Anderson, .M. Moody",GSW,1,1.7,4.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".N. Bjelica, .K. Thompson, .O. Porter Jr., .D. Lee, .J. Poole",GSW,1,1.7,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0
".S. Curry, .D. Green, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,1,1.7,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.0
".S. Curry, .N. Bjelica, .D. Green, .C. Chiozza, .J. Kuminga",GSW,1,1.7,4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,5.0,80.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
".A. Iguodala, .N. Bjelica, .D. Green, .C. Chiozza, .J. Poole",GSW,1,1.6,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
".C. Chiozza, .J. Toscano-Anderson, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1.6,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0
".K. Looney, .D. Lee, .J. Poole, .Q. Weatherspoon, .J. Kuminga",GSW,1,1.6,7.0,3.0,4.0,75.0,1.0,1.0,100,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
".K. Looney, .G. Payton II, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,1.6,3.0,1.0,2.0,50.0,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-6.0
".N. Bjelica, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Toscano-Anderson",GSW,1,1.6,5.0,1.0,2.0,50.0,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-2.0
".O. Porter Jr., .A. Wiggins, .G. Payton II, .D. Lee, .J. Poole",GSW,1,1.6,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.0
".O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole, .M. Moody",GSW,1,1.6,2.0,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
".O. Porter Jr., .C. Chiozza, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,-2.0
".S. Curry, .A. Wiggins, .J. Toscano-Anderson, .J. Kuminga, .M. Moody",GSW,1,1.6,9.0,3.0,3.0,100,2.0,2.0,100,1.0,2.0,50.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
".S. Curry, .O. Porter Jr., .A. Wiggins, .J. Kuminga, .M. Moody",GSW,1,1.6,6.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
".A. Iguodala, .K. Thompson, .A. Wiggins, .K. Looney, .J. Kuminga",GSW,1,1.5,5.0,2.0,3.0,66.7,1.0,1.0,100,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0
".A. Iguodala, .N. Bjelica, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,1.5,5.0,1.0,3.0,33.3,0.0,1.0,0.0,3.0,3.0,100,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0
".A. Iguodala, .S. Curry, .N. Bjelica, .D. Green, .C. Chiozza",GSW,1,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,-1.0
".C. Chiozza, .J. Poole, .Q. Weatherspoon, .J. Kuminga, .M. Moody",GSW,1,1.5,6.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
".N. Bjelica, .A. Wiggins, .C. Chiozza, .J. Poole, .J. Kuminga",GSW,1,1.5,3.0,1.0,2.0,50.0,0.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
".N. Bjelica, .A. Wiggins, .K. Looney, .G. Payton II, .J. Poole",GSW,1,1.5,2.0,1.0,3.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
".N. Bjelica, .K. Looney, .D. Lee, .C. Chiozza, .M. Moody",GSW,1,1.5,7.0,3.0,3.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
".N. Bjelica, .K. Thompson, .A. Wiggins, .D. Lee, .J. Poole",GSW,1,1.5,5.0,2.0,2.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0
".O. Porter Jr., .A. Wiggins, .J. Poole, .J. Kuminga, .M. Moody",GSW,1,1.5,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,-3.0
".S. Curry, .N. Bjelica, .O. Porter Jr., .A. Wiggins, .D. Lee",GSW,1,1.5,3.0,1.0,3.0,33.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-2.0
".A. Iguodala, .D. Green, .O. Porter Jr., .A. Wiggins, .J. Poole",GSW,1,1.4,2.0,1.0,3.0,33.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0
".A. Iguodala, .O. Porter Jr., .A. Wiggins, .J. Toscano-Anderson, .J. Poole",GSW,1,1.4,4.0,1.0,2.0,50.0,0.0,1.0,0.0,2.0,2.0,100,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0
".A. Iguodala, .O. Porter Jr., .G. Payton II, .D. Lee, .J. Poole",GSW,1,1.4,7.0,2.0,2.0,100,1.0,1.0,100,2.0,2.0,100,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0
