Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
313,Lauri Markkanen,PF,21,CHI,45,1485,17.6,0.561,0.425,0.243,4.3,26.2,15.2,7.2,1.1,1.6,8.4,24.9,1.4,1.4,2.8,0.09,0,-1.6,-1.5,0.2
314,Jarell Martin,PF,24,ORL,34,273,10.2,0.55,0.483,0.103,3.1,19.9,11.4,8,0.4,2.4,10.8,16.3,0.1,0.3,0.4,0.07,-3.2,-0.6,-3.8,-0.1
315,Frank Mason,PG,24,SAC,34,395,12.7,0.499,0.352,0.373,1,9,4.9,28,1.9,0.9,15.4,20.4,0.1,0.3,0.4,0.05,-2.1,-2.1,-4.2,-0.2
316,Wesley Matthews,SF-SG,32,TOT,57,1731,10.9,0.553,0.584,0.247,1.4,7,4.3,11.2,1.3,0.7,10.3,18.2,1.2,1.2,2.5,0.069,-0.1,-1.3,-1.4,0.3
316,Wesley Matthews,SF,32,DAL,44,1312,11.4,0.556,0.561,0.235,1.7,6.6,4.2,11.8,1.2,0.8,10.1,18.8,1.1,0.8,1.9,0.069,0.1,-1.4,-1.3,0.2
316,Wesley Matthews,SG,32,NYK,2,54,2.9,0.33,0.526,0.263,1.9,4,2.9,12.8,0.9,1.6,8.6,18.2,-0.1,0,-0.1,-0.111,-6.1,-3.2,-9.3,-0.1
316,Wesley Matthews,SG,32,IND,11,365,10.1,0.582,0.702,0.298,0.6,8.6,4.7,8.8,1.6,0.2,11.3,15.9,0.3,0.4,0.7,0.094,0.2,-0.8,-0.6,0.1
317,Luc Mbah a Moute,PF,32,LAC,4,61,6.8,0.495,0.333,0.278,3.6,8.4,6.1,4.6,0.8,1.3,9,15.4,0,0,0,0.013,-3.3,-1.9,-5.2,0
318,Tahjere McCall,SG,24,BRK,1,8,9.7,0.581,0.333,0.333,0,13.3,6.6,0,0,0,0,18.1,0,0,0,0.052,-3.8,-6.1,-9.9,0
319,Patrick McCaw,SG,23,TOT,21,270,8,0.511,0.469,0.224,2.8,12.3,7.6,9.9,2.9,0.3,18.2,10.5,0,0.3,0.3,0.062,-2.7,1.4,-1.2,0
319,Patrick McCaw,SG,23,CLE,3,53,-0.7,0.278,0.444,0,0,6.6,3.1,5,1.9,0,25,9.9,-0.2,0,-0.2,-0.137,-8.2,-1.2,-9.4,-0.1
319,Patrick McCaw,SG,23,TOR,18,217,10.1,0.558,0.475,0.275,3.5,13.7,8.7,11.1,3.1,0.4,16.7,10.6,0.2,0.3,0.5,0.11,-1.3,2.1,0.7,0.1
320,CJ McCollum,SG,27,POR,65,2225,17,0.555,0.358,0.156,2.8,9.7,6.3,13.3,1.1,0.9,7.7,25.6,3.6,1.6,5.1,0.111,2,-1.9,0,1.1
321,T.J. McConnell,PG,26,PHI,61,1230,14.1,0.568,0.109,0.101,2.1,9.7,6,26.5,2.8,0.9,17.9,14.7,1.3,1.5,2.9,0.112,-1.2,0.3,-0.9,0.3
322,Doug McDermott,SF,27,IND,62,1053,11.2,0.621,0.547,0.222,1.3,7.5,4.5,7.1,0.7,0.6,9.1,15.6,1.4,0.9,2.3,0.107,0,-1.9,-1.9,0
323,JaVale McGee,C,31,LAL,59,1236,21.1,0.629,0.017,0.246,11.6,20.5,16.2,4.7,1.3,7.1,13.5,20.1,2.1,2,4.1,0.159,-1.2,2.5,1.2,1
324,Rodney McGruder,SG,27,MIA,60,1480,9.8,0.522,0.494,0.158,3.9,12.3,8.1,10.5,1.2,0.7,11.4,15.5,0.7,1.3,2,0.064,-1.4,-0.3,-1.7,0.1
325,Alfonzo McKinnie,SF,26,GSW,56,773,11.1,0.562,0.411,0.155,9.8,16.1,13.1,4,0.8,1.2,9.7,14.2,0.9,0.6,1.5,0.091,-0.9,-2,-2.9,-0.2
326,Ben McLemore,SG,25,SAC,19,158,10.5,0.541,0.641,0.188,1.9,9.2,5.5,3.5,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.058,-1.1,-2.4,-3.5,-0.1
327,Jordan McRae,SG,27,WAS,19,172,13.6,0.568,0.227,0.182,2.5,11,6.7,9.4,1.6,2.5,11.2,19.8,0.1,0.1,0.2,0.043,-2.8,-1.7,-4.5,-0.1
328,Jodie Meeks,SG,31,TOR,2,24,15.9,0.577,0.615,0,0,17.7,9,6.7,0,0,0,23.1,0,0,0.1,0.122,1.1,-4.9,-3.8,0
329,Salah Mejri,C,32,DAL,24,215,12.8,0.503,0.167,0.271,10.6,21.3,16,11.3,1.4,4,14.3,12.5,0.2,0.3,0.5,0.108,-3,3,0,0.1
330,De'Anthony Melton,PG,20,PHO,39,742,10,0.454,0.397,0.086,2.8,12.1,7.4,23.2,3.4,2,20.5,15.8,-0.6,0.7,0,0.002,-3.4,1,-2.4,-0.1
331,Chimezie Metu,PF,21,SAS,28,140,6,0.382,0.037,0.315,7.1,19.3,13.2,12.3,2.1,1.2,19.6,24,-0.5,0.2,-0.3,-0.107,-8.8,-0.3,-9.1,-0.3
332,Khris Middleton,SF,27,MIL,64,1997,15.7,0.552,0.425,0.247,2.1,16.7,9.8,19.3,1.6,0.2,12.6,24.3,1.9,3,4.9,0.117,0.3,0.1,0.5,1.2
333,C.J. Miles,SF,31,TOT,51,814,8.3,0.486,0.649,0.186,1.8,10.4,6.1,6.3,1.5,1.6,8.2,18.3,-0.3,0.9,0.6,0.035,-2.4,-1.1,-3.5,-0.3
333,C.J. Miles,SF,31,TOR,40,562,8.1,0.484,0.665,0.214,2.3,10.6,6.5,5.2,1.5,1.5,8.5,18.7,-0.2,0.6,0.4,0.036,-2.3,-1.2,-3.5,-0.2
333,C.J. Miles,SF,31,MEM,11,252,8.7,0.492,0.612,0.118,0.4,10,5.2,8.5,1.4,1.9,7.3,17.2,-0.1,0.3,0.2,0.033,-2.7,-0.8,-3.5,-0.1
334,Darius Miller,SF,28,NOP,61,1548,8.5,0.554,0.769,0.138,0.8,6.5,3.7,9.7,1.1,1.2,9.4,13.1,1.1,0.6,1.7,0.053,0.2,-1.5,-1.3,0.3
335,Malcolm Miller,SF,25,TOR,3,12,28.9,0.667,0.778,0,0,8.9,4.5,15.5,0,0,0,32,0.1,0,0.1,0.243,10.9,-7.4,3.5,0
336,Patty Mills,PG,30,SAS,67,1581,13.3,0.577,0.591,0.168,1.5,9.2,5.4,17.2,1.3,0.5,12,18.3,1.9,0.9,2.8,0.086,1.6,-2,-0.4,0.6
337,Paul Millsap,PF,33,DEN,54,1424,18.5,0.567,0.232,0.382,8.9,20.2,14.5,10,2.5,3,10.7,19.8,2.4,2.3,4.7,0.16,0.5,2.1,2.6,1.7
338,Shake Milton,SG,22,PHI,13,126,14.9,0.56,0.543,0.109,6.1,10.7,8.5,14.9,1.5,1.9,5.9,17.1,0.2,0.1,0.4,0.143,1.4,-1,0.4,0.1
339,Nikola Mirotic,PF,27,TOT,42,1144,17.7,0.589,0.588,0.225,4.9,23.6,14.5,6,1.1,2.3,7.2,21.5,2,1.3,3.3,0.14,1.5,-1.3,0.2,0.6
339,Nikola Mirotic,PF,27,NOP,32,925,17.7,0.591,0.568,0.248,5.3,24.2,14.9,5.3,1.1,2.2,7.6,21.7,1.7,0.9,2.6,0.133,1.5,-1.7,-0.2,0.4
339,Nikola Mirotic,PF,27,MIL,10,219,17.6,0.578,0.674,0.126,3.5,21.3,12.9,8.9,1.5,2.7,5.6,20.4,0.4,0.4,0.8,0.17,1.2,0.3,1.6,0.2
340,Donovan Mitchell,SG,22,UTA,61,2061,16.4,0.524,0.342,0.256,2.5,10.4,6.5,21.4,2,1,11.6,32.1,0.2,2.7,3,0.069,0.3,-0.4,-0.1,1
341,Naz Mitrou-Long,SG,25,UTA,10,39,-2.9,0.313,0.75,0,0,5.5,2.8,13.3,0,0,27.3,12.1,-0.1,0,-0.1,-0.104,-8.3,-2.4,-10.7,-0.1
342,Malik Monk,SG,20,CHO,59,1031,12.4,0.519,0.545,0.183,1.2,9.2,5.2,15.3,1.4,1.3,11.8,25.7,-0.2,0.6,0.4,0.018,-0.8,-3.1,-3.8,-0.5
343,Greg Monroe,C,28,TOR,38,423,13.6,0.487,0.025,0.379,15.5,24.2,19.9,5.4,1.5,1.6,14.2,22.1,0,0.7,0.6,0.07,-4.5,-0.6,-5.1,-0.3
344,E'Twaun Moore,SF,29,NOP,53,1463,11.6,0.567,0.331,0.111,2.5,6.5,4.5,9.5,1.3,0.4,9.6,17.4,1.3,0.5,1.8,0.058,-0.1,-2,-2.1,0
345,Eric Moreland,PF,27,PHO,1,5,3.9,,,,0,68.2,33.4,0,0,0,,0,0,0,0,0.078,-14.1,-3.8,-18,0
346,Jaylen Morris,SG,23,MIL,4,29,12.3,0.46,0.3,0.2,0,16.7,8.8,18.2,3.2,0,8.4,17.2,0,0.1,0.1,0.086,-3.7,0.9,-2.8,0
347,Marcus Morris,PF,29,BOS,62,1705,14.9,0.583,0.468,0.192,3.6,19.8,11.7,7.7,1,0.9,9.2,21.1,2,2.2,4.2,0.117,0,-1,-1,0.4
348,Markieff Morris,PF,29,TOT,43,1046,12.2,0.537,0.425,0.217,4.8,17.6,11.1,9.2,1.3,1.8,10.3,19.2,0.6,0.8,1.3,0.06,-1.4,-1,-2.4,-0.1
348,Markieff Morris,PF,29,WAS,34,883,12.3,0.543,0.439,0.223,5,16.7,10.8,9.6,1.3,1.9,11.5,19.6,0.4,0.5,0.9,0.051,-1.1,-0.9,-2.1,0
348,Markieff Morris,PF,29,OKC,9,163,11.7,0.505,0.349,0.19,3.7,22.6,13,6.7,0.9,1,2.8,17.5,0.2,0.2,0.4,0.112,-3,-1.3,-4.4,-0.1
349,Monte Morris,PG,23,DEN,65,1576,16.2,0.569,0.312,0.112,1.8,9.7,5.7,22.2,1.8,0.2,6.6,17,3.5,1.4,4.9,0.15,1.4,-1.3,0.1,0.8
350,Johnathan Motley,PF,23,LAC,17,134,16.5,0.539,0.048,0.54,12.2,19.1,15.8,9.7,1.4,1.2,15.2,29,0,0.1,0.2,0.06,-3,-2.1,-5.1,-0.1
351,Emmanuel Mudiay,PG,22,NYK,48,1245,14.7,0.528,0.275,0.238,2.3,10.6,6.3,23.9,1.5,1,14.8,25.6,0,0.6,0.6,0.023,-0.5,-1.8,-2.3,-0.1
352,Jamal Murray,PG,21,DEN,59,1945,15.1,0.529,0.35,0.184,2.9,10.9,6.9,22.3,1.2,0.9,11.7,25.1,1.9,1.6,3.5,0.087,0.7,-1.4,-0.7,0.7
353,Dzanan Musa,SG,19,BRK,8,34,2.9,0.383,0.45,0.1,3.1,9.4,6.3,5,2.8,0,16.1,30.9,-0.2,0,-0.2,-0.226,-9.9,-3.5,-13.4,-0.1
354,Mike Muscala,PF,27,TOT,54,1111,10.2,0.551,0.721,0.269,5.1,14.4,9.9,7.9,0.8,2.3,11.3,14.3,0.9,1.1,2,0.087,-0.4,-0.2,-0.6,0.4
354,Mike Muscala,PF,27,PHI,47,1041,10.4,0.56,0.716,0.277,5.4,14.8,10.3,8,0.8,2,12.1,14.3,0.9,1,2,0.09,-0.2,-0.2,-0.4,0.4
354,Mike Muscala,PF,27,LAL,7,70,7.8,0.444,0.783,0.174,1.5,7.2,4.4,7.3,0,5.7,0,14.7,0,0.1,0.1,0.04,-2.8,-0.7,-3.5,0
355,Sviatoslav Mykhailiuk,SF-SG,21,TOT,41,434,6.2,0.453,0.638,0.145,2,6.3,4.2,11.1,1.4,0.2,12.5,16.1,-0.4,0.3,-0.1,-0.012,-3.5,-2.3,-5.9,-0.4
355,Sviatoslav Mykhailiuk,SF,21,LAL,39,420,5.9,0.451,0.644,0.152,2,6.3,4.2,10.1,1.4,0.2,12.4,15.9,-0.4,0.3,-0.1,-0.015,-3.6,-2.2,-5.8,-0.4
355,Sviatoslav Mykhailiuk,SG,21,DET,2,14,13.2,0.5,0.5,0,0,8,3.9,42.7,0,0,14.3,21.5,0,0,0,0.089,-1.1,-5.9,-7,0
356,Abdel Nader,SF,25,OKC,47,530,9.9,0.547,0.422,0.168,1.9,15.5,8.6,3.8,1.4,1.4,9,14.5,0.3,0.7,0.9,0.084,-3.6,-0.8,-4.4,-0.3
357,Larry Nance,C,26,CLE,56,1464,18.2,0.581,0.184,0.301,10.2,24,16.8,17.4,2.7,2,15.3,15.4,2.6,1.3,3.9,0.128,1.2,2.5,3.7,2.1
358,Shabazz Napier,PG,27,BRK,53,937,15.4,0.534,0.514,0.333,1.6,8.9,5.2,22.4,2.1,1.3,12,24.3,0.9,1,1.9,0.095,0.3,-1.2,-0.9,0.3
359,Raul Neto,PG,26,UTA,25,300,13.9,0.587,0.385,0.208,1.1,13.2,7.2,28.4,1.4,0.3,17.4,18.1,0.4,0.4,0.8,0.122,-0.7,-0.9,-1.6,0
360,Georges Niang,PF,25,UTA,43,312,11.9,0.597,0.683,0.125,2.5,16.2,9.4,9.9,1.1,0.8,10.6,16.8,0.3,0.4,0.7,0.111,-0.3,-0.8,-1.1,0.1
361,Joakim Noah,C,33,MEM,38,617,18.3,0.558,0.005,0.484,9.6,29,19.1,20.9,1.5,4.5,16.3,20.1,0.7,1.2,1.9,0.147,-2.1,3.9,1.9,0.6
362,Nerlens Noel,C,24,OKC,62,880,19.6,0.594,0,0.262,11.9,21,16.4,5.7,3.2,7.6,12,13.8,1.6,2.2,3.7,0.204,-1.7,5.7,4,1.3
363,Dirk Nowitzki,PF,40,DAL,35,457,7.9,0.452,0.61,0.156,0.2,18.9,9.6,6.8,0.5,1.9,4.4,21.5,-0.4,0.4,0,0.004,-4.2,-2.3,-6.4,-0.5
364,Frank Ntilikina,PG,20,NYK,41,872,6.2,0.419,0.4,0.102,1.2,9,4.9,19.2,1.7,1.4,15.8,16.6,-1.2,0.4,-0.7,-0.041,-4.3,-1,-5.3,-0.7
365,James Nunnally,SF,28,TOT,15,102,7.3,0.503,0.735,0.118,0,5.4,2.6,9.5,0.5,0,2.7,15.3,0.1,0,0.1,0.037,-1.5,-4.9,-6.4,-0.1
365,James Nunnally,SF,28,MIN,13,64,12.1,0.593,0.619,0.19,0,6.7,3.3,10.8,0.7,0,4.2,15.5,0.1,0,0.1,0.103,0.4,-4.4,-4,0
365,James Nunnally,SF,28,HOU,2,38,-0.8,0.346,0.923,0,0,3,1.5,7.3,0,0,0,14.8,-0.1,0,-0.1,-0.074,-4.8,-5.7,-10.5,-0.1
366,Jusuf Nurkic,C,24,POR,65,1774,23.3,0.571,0.039,0.456,13.3,26.4,20,18.2,1.8,4.3,14.5,24.2,4.1,3,7.1,0.192,1.6,3.8,5.3,3.3
367,David Nwaba,SG,26,CLE,35,656,13.4,0.563,0.317,0.383,4.6,13.8,9,9.4,1.7,1.3,7.5,15.2,0.9,0.2,1.1,0.084,-0.4,-1,-1.4,0.1
368,Royce O'Neale,SF,25,UTA,65,1253,9.5,0.588,0.477,0.144,1.7,17,9.4,10.1,1.7,1.4,16.6,11.5,0.5,1.8,2.4,0.091,-2.2,2.2,0.1,0.7
369,Kyle O'Quinn,C,28,IND,40,339,15.8,0.534,0.092,0.16,9.1,26.3,17.9,20.2,1.2,5.5,18,20,0.2,0.7,0.8,0.12,-2.7,3.8,1.1,0.3
370,Semi Ojeleye,PF,24,BOS,45,475,8.6,0.536,0.582,0.197,4,11.5,7.8,5,0.9,0.8,9.6,13.3,0.2,0.5,0.7,0.067,-2.4,-1.2,-3.6,-0.2
371,Jahlil Okafor,C,23,NOP,47,683,18.2,0.601,0.008,0.25,10.4,21,15.8,6,0.8,3.4,10.8,19.5,1.2,0.6,1.8,0.128,-1.3,-0.7,-2,0
372,Elie Okobo,PG,21,PHO,43,780,6.9,0.469,0.445,0.168,1.1,10.6,5.8,19.5,1.5,0.5,18,17.1,-0.8,0.2,-0.6,-0.034,-4.1,-2.2,-6.3,-0.9
373,Josh Okogie,SG,20,MIN,59,1343,8.5,0.476,0.436,0.308,2.8,11.2,7,6.7,2.2,1.7,10.8,15.8,-0.4,1.1,0.6,0.022,-2.5,0.2,-2.3,-0.1
374,Victor Oladipo,SG,26,IND,36,1147,17.7,0.519,0.367,0.24,2.1,17.1,9.8,25.1,2.6,0.9,11.2,27.9,0.5,1.9,2.4,0.102,1.2,1,2.3,1.2
375,Kelly Olynyk,PF,27,MIA,63,1385,15.4,0.618,0.57,0.314,4.6,17.9,11.2,12.3,1.6,1.7,15.2,18.9,2,1.8,3.8,0.132,1,0.4,1.4,1.2
376,Cedi Osman,SF,23,CLE,60,1900,11.3,0.539,0.443,0.218,2,15.2,8.3,12,1.2,0.5,12,18.7,0.8,0.2,1,0.025,-0.7,-1.6,-2.3,-0.2
377,Kelly Oubre,SF,23,TOT,66,1824,14.9,0.548,0.409,0.292,4,15.1,9.4,6.7,2,2.6,9.6,23,0.8,1.3,2.1,0.055,-1,-1.2,-2.2,-0.1
377,Kelly Oubre,SF,23,WAS,29,755,13.2,0.545,0.433,0.279,3.4,15.4,9.3,3.8,1.7,2.2,8.1,20.9,0.3,0.5,0.8,0.053,-1.8,-1.9,-3.7,-0.3
377,Kelly Oubre,SF,23,PHO,37,1069,16.1,0.55,0.393,0.3,4.4,14.8,9.5,8.7,2.2,2.9,10.5,24.5,0.5,0.8,1.3,0.057,-0.5,-0.7,-1.2,0.2
378,Zaza Pachulia,C,34,DET,52,725,14.3,0.527,0.025,0.654,12.9,21.7,17.2,13.4,2,1.9,17,14.6,1,1.1,2.1,0.139,-1.7,3,1.3,0.6
379,Jabari Parker,PF,23,TOT,51,1357,15,0.556,0.257,0.23,4.6,21.7,13.1,14.6,1.2,1.4,15.9,24.5,-0.1,1.1,0.9,0.033,-1.8,-0.5,-2.3,-0.1
379,Jabari Parker,PF,23,CHI,39,1042,14.6,0.543,0.246,0.233,4.3,21.1,12.7,13.4,1.1,1.2,14.1,25.1,-0.2,0.8,0.6,0.026,-2,-0.9,-2.9,-0.2
379,Jabari Parker,PF,23,WAS,12,315,16.4,0.606,0.303,0.218,5.8,23.6,14.6,18.7,1.8,2.2,22.1,22.5,0.1,0.3,0.4,0.055,-1.2,0.8,-0.3,0.1
380,Tony Parker,PG,36,CHO,54,971,15,0.503,0.103,0.274,1.5,7.3,4.4,33.5,1,0.6,12.4,25.2,0.6,0.3,0.9,0.045,-1.7,-3.7,-5.4,-0.8
381,Chandler Parsons,SF,30,MEM,12,197,2.2,0.376,0.613,0.065,0.6,14,7.2,8.9,2,1,15.8,17.3,-0.6,0.3,-0.3,-0.081,-7,-0.2,-7.1,-0.3
382,Patrick Patterson,PF,29,OKC,58,844,8.4,0.497,0.627,0.138,4.9,12.8,8.8,4.6,0.9,1.3,8.4,12.1,0.3,0.9,1.2,0.068,-2.8,-0.6,-3.4,-0.3
383,Justin Patton,C,21,PHI,3,21,10.5,0.317,0.286,0.286,10.5,19.7,15.3,18.9,4.5,0,0,15.7,0,0,0,0.083,-2.2,2.3,0.1,0
384,Chris Paul,PG,33,HOU,43,1404,18.8,0.552,0.49,0.309,1.9,13.7,7.6,39.5,3,0.9,17,22.3,2.9,1.4,4.3,0.148,2.3,-0.3,2,1.4
385,Cameron Payne,PG,24,TOT,40,712,11.6,0.519,0.377,0.184,2,9.2,5.6,22,1.9,1.1,15.7,17.6,0.1,0.4,0.5,0.032,-1.9,-1.5,-3.5,-0.3
385,Cameron Payne,PG,24,CHI,31,536,10.4,0.492,0.351,0.149,2,8.8,5.4,22.6,1.8,1,16,17.4,-0.1,0.3,0.2,0.016,-2.7,-1.5,-4.2,-0.3
385,Cameron Payne,PG,24,CLE,9,176,15.3,0.596,0.455,0.291,1.8,10.5,6,20.3,2.3,1.5,15.1,18.2,0.2,0.1,0.3,0.083,0.4,-1.6,-1.1,0
386,Elfrid Payton,PG,24,NOP,29,825,13.2,0.504,0.21,0.159,4.1,12.6,8.4,30.6,1.8,1.1,20.3,18.2,0.3,0.6,0.8,0.049,-1.1,-0.2,-1.3,0.1
387,Gary Payton,PG,26,WAS,3,16,36.9,0.688,0.25,0,6.7,6.9,6.8,44.9,8.8,5.3,11.1,23.9,0.1,0,0.1,0.357,9.7,5.1,14.8,0.1
388,Theo Pinson,SG,23,BRK,12,169,7.6,0.475,0.6,0.291,1.3,17.6,9.4,14.8,1.4,0,18.4,19,-0.2,0.2,0,-0.003,-4.4,-0.8,-5.1,-0.1
389,Mason Plumlee,C,28,DEN,65,1333,18.6,0.616,0.02,0.462,11.2,21.8,16.5,18.6,2,3.8,19.2,16.9,2.5,2.2,4.6,0.167,0.5,3.6,4.1,2.1
390,Miles Plumlee,C,30,ATL,18,173,19,0.654,0,0.625,9.7,14.4,12,14.9,1.6,2,14,16.8,0.4,0.1,0.5,0.147,0.3,-0.3,0,0.1
391,Jakob Poeltl,C,23,SAS,62,968,19,0.636,0,0.332,15.7,19.9,17.8,11,0.9,3.9,14.4,13.9,2.6,1,3.7,0.181,1.6,1.9,3.5,1.3
392,Quincy Pondexter,SF,30,SAS,46,262,13.5,0.631,0.34,0.717,3.4,14.5,8.9,11.3,1.7,0.3,12.5,13.3,0.5,0.2,0.7,0.132,-0.3,-0.9,-1.2,0.1
393,Otto Porter,SF,25,TOT,53,1597,16.1,0.569,0.392,0.148,3.6,17.1,10.3,10.9,2.4,1.7,8.6,19,1.8,1.4,3.2,0.096,0.4,0.3,0.7,1.1
393,Otto Porter,SF,25,WAS,41,1191,15,0.551,0.398,0.145,3.6,17.8,10.6,9.6,2.5,1.6,7.8,18.2,1,1.1,2.1,0.084,-0.2,0.3,0.1,0.6
393,Otto Porter,SF,25,CHI,12,406,19.4,0.616,0.377,0.156,3.8,15.1,9.4,14.9,2,1.9,10.5,21.5,0.7,0.4,1.1,0.131,2.4,0,2.4,0.5
394,Bobby Portis,PF,23,TOT,34,856,17.2,0.544,0.286,0.159,9.3,25.4,17.2,8.8,1.2,1.2,9.7,26,0.5,0.7,1.3,0.07,-0.9,-2.1,-3,-0.2
394,Bobby Portis,PF,23,CHI,22,531,17.2,0.529,0.266,0.185,9.4,23.8,16.6,9.3,1,1.3,9,26.6,0.3,0.4,0.7,0.065,-0.9,-2.1,-3,-0.1
394,Bobby Portis,PF,23,WAS,12,325,17.3,0.569,0.321,0.117,8.9,28,18.3,7.8,1.5,1,11,25,0.2,0.3,0.5,0.08,-0.8,-2.2,-3,-0.1
395,Dwight Powell,C,27,DAL,62,1214,20.5,0.679,0.262,0.514,8.7,17.4,13.1,11,1.4,2.5,10.4,17.7,4,1.4,5.4,0.213,2.6,1.1,3.7,1.7
396,Norman Powell,SG,25,TOR,45,835,12.2,0.573,0.427,0.198,1.6,9.7,5.7,11.9,1.5,0.9,12.4,18.6,0.7,0.9,1.5,0.089,-0.7,-0.7,-1.4,0.1
397,Alex Poythress,PF,25,ATL,21,305,12.3,0.571,0.284,0.358,9.9,16.7,13.3,7.8,0.6,2.8,12.2,14.3,0.4,0.2,0.6,0.088,-1.5,-0.7,-2.2,0
398,Zhou Qi,PF,23,HOU,1,1,80.9,1,0,0,0,0,0,0,0,0,0,43.3,0,0,0,1.26,22.3,-13,9.3,0
399,Ivan Rabb,PF,21,MEM,36,447,19,0.645,0.06,0.306,12.2,23.4,17.7,12.5,0.9,1.9,13.6,17.7,1,0.6,1.7,0.178,0,0.6,0.6,0.3
400,Chasson Randle,PG,25,WAS,33,501,9.2,0.56,0.503,0.276,1.5,7.5,4.5,18,1.5,0.2,17.7,16.7,0.2,0.1,0.3,0.026,-1.9,-3,-4.9,-0.4
401,Julius Randle,C,24,NOP,62,1880,21.1,0.605,0.173,0.468,7.2,22.5,15,15.2,1.1,1.7,13.2,26.8,4,1.7,5.7,0.146,1.9,-0.3,1.6,1.7
402,J.J. Redick,SG,34,PHI,63,1971,14.4,0.592,0.583,0.245,0.9,7,4.1,12.9,0.6,0.5,8.3,21.8,3.5,1.1,4.6,0.111,2.2,-3.2,-1,0.5
403,Davon Reed,SG,23,IND,8,22,7.9,0.625,0.25,0,5.2,4.9,5.1,11.8,0,0,20,9.9,0,0,0,0.071,-2.5,-2.3,-4.8,0
404,Cameron Reynolds,SG,23,MIN,4,45,6.7,0.432,0.538,0.154,2.4,7.2,4.8,2.9,1.1,1.9,0,12.9,0,0,0,0.017,-3.3,-2,-5.3,0
405,Josh Richardson,SG,25,MIA,64,2225,14.5,0.545,0.446,0.231,2.3,8.7,5.5,17.8,1.5,1.2,9.4,21.4,3.1,2,5.1,0.11,1.3,-0.8,0.5,1.4
406,Malachi Richardson,SG,23,TOR,22,103,0.9,0.481,0.862,0.172,2.1,11.4,6.8,0,0.5,0,20.4,16.2,-0.2,0.1,-0.1,-0.059,-6.1,-4.4,-10.6,-0.2
407,Austin Rivers,PG-SG,26,TOT,62,1716,7.9,0.509,0.573,0.172,1.4,8.1,4.7,12,1.1,1,10.6,14.7,0.4,0.5,0.9,0.025,-1.8,-1.7,-3.5,-0.6
407,Austin Rivers,SG,26,WAS,29,683,6.8,0.49,0.546,0.237,1.7,9.8,5.7,11.2,1.2,1.2,14.4,15.5,-0.4,0.2,-0.2,-0.015,-3,-1.5,-4.5,-0.4
407,Austin Rivers,PG,26,HOU,33,1033,8.7,0.521,0.59,0.13,1.2,7,4,12.5,1,0.9,7.7,14.1,0.8,0.3,1.1,0.05,-1,-1.8,-2.8,-0.2
408,Devin Robinson,SF,23,WAS,4,32,26,0.607,0,0.462,6.7,17.3,11.9,10.1,4.4,2.6,0,20.7,0.1,0,0.1,0.222,1.3,1,2.4,0
409,Duncan Robinson,PF,24,MIA,9,77,7.8,0.551,0.85,0.1,0,14,7,1.8,1.3,0,4.6,12.1,0,0.1,0.1,0.064,-2.6,-2.3,-4.9,-0.1
410,Glenn Robinson,SF,25,DET,38,490,7.2,0.492,0.353,0.237,2.4,8.7,5.5,4.4,1.1,1.2,10,14.9,-0.1,0.4,0.3,0.032,-4.2,-0.6,-4.8,-0.3
411,Jerome Robinson,SG,21,LAC,25,228,6.6,0.466,0.519,0.074,1.4,11.2,6.5,5.5,1.5,0.7,4.6,16.2,-0.1,0.2,0.1,0.018,-2.8,-1.9,-4.7,-0.2
412,Mitchell Robinson,C,20,NYK,51,973,22.1,0.691,0,0.438,13.8,16.5,15.1,4.4,1.9,10.7,10.1,12.1,2.8,1.5,4.4,0.216,0.8,5.7,6.5,2.1
413,Rajon Rondo,PG,32,LAL,32,915,11.9,0.479,0.316,0.084,2.9,15.8,9.5,35.5,1.6,0.4,22.7,17.4,-0.1,0.9,0.8,0.044,-2.2,0.1,-2.1,0
414,Derrick Rose,PG,30,MIN,51,1392,19.6,0.557,0.194,0.212,2.5,8.3,5.4,26.2,1.1,0.7,9.1,27.2,2.8,0.4,3.2,0.111,2.4,-2.9,-0.5,0.5
415,Terrence Ross,SG,27,ORL,67,1765,14.8,0.549,0.526,0.127,1.4,12.8,7,9.6,1.6,1.2,7.3,24.1,0.9,2,2.9,0.08,0.5,-1.4,-0.9,0.5
416,Terry Rozier,PG,24,BOS,65,1494,13.2,0.495,0.505,0.148,1.9,17.1,9.5,18.3,2,1.1,8.6,18.5,0.8,2.2,3,0.096,-0.9,0.8,-0.1,0.7
417,Ricky Rubio,PG,28,UTA,56,1613,13.2,0.515,0.368,0.27,1.8,11.9,6.9,31.4,2.3,0.4,18.4,22.7,0.2,2.2,2.5,0.073,-0.8,0.5,-0.4,0.7
418,D'Angelo Russell,PG,22,BRK,67,2011,19.1,0.532,0.416,0.139,2,10.9,6.5,40.1,1.8,0.7,13.3,31.1,2.1,1.9,4,0.096,3.5,-0.9,2.6,2.3
419,Domantas Sabonis,C,22,IND,60,1487,22.6,0.645,0.025,0.436,11.6,29.3,20.7,17.7,1.4,1.6,16.6,23.2,3.8,2.8,6.6,0.213,1.8,2.3,4.1,2.3
