Timestamp,Please indicate your age range.,Please indicate your gender.,Please indicate your race.,How many years have you been working in education?,Which option best describes your role in your school?,In what division do you work?,In what state is your school located?,How would you describe your school?,How much autonomy do you have in your job?,Know Yourself,Understand Emotions,Tell Empowering Stories,Build Community,Be Here Now,Take Care of Yourself,Focus on the Bright Spots,Cultivate Compassion,Be a Learner,Play and Create,Ride the Waves of Change,Celebrate and Appreciate,Purposefulness,Acceptance,Optimism,Empathy,Humor,Positive Self-Perception ,Empowerment ,Perspective,Curiosity,Courage,Perseverance ,Trust 
9/20/2019 10:00:00,30 - 34,Female,White,5 - 9 years,Teacher,Lower School,TN,2,4,5,3,4,3,4,4,2,3,4,2,4,3,5,2,2,3,2,2,5,4,5,5,4,5
9/20/2019 10:19:38,70 - 75,Female,White,30 or more years,Teacher,Middle School,TN,4,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,5
9/20/2019 10:19:48,35 - 39,Female,White,10 - 14 years,Teacher,Early Childhood,TN,4,4,5,2,2,1,3,5,3,3,5,5,5,2,5,5,3,4,5,2,2,4,5,4,2,3
9/20/2019 10:52:30,70 - 75,Female,White,30 or more years,Support Staff,,TN,4,3,4,4,4,5,3,4,4,5,4,4,3,5,5,5,5,5,3,4,4,5,4,4,3,5
9/20/2019 10:54:36,45 - 49,Female,White,25 - 29 years,Support Staff,Middle School,TN,3,4,5,4,4,5,4,2,5,5,4,3,4,4,5,4,5,5,5,5,5,5,4,4,5,5
9/20/2019 10:56:12,40 - 44,Female,White,15 - 19 years,Teacher,Middle School,TN,3,3,4,4,4,4,5,5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,4,5,4
9/20/2019 11:09:56,50 - 54,Female,White,15 - 19 years,Administrator,Early Childhood,TN,3,4,5,5,4,5,3,5,4,4,5,4,4,4,5,4,5,5,3,4,4,5,4,3,4,5
9/20/2019 11:27:31,70 - 75,Female,White,30 or more years,Teacher,Middle School,TN,3,4,5,4,4,4,5,4,4,4,3,3,4,2,4,4,5,4,4,4,3,3,3,3,4,5
9/20/2019 11:50:59,30 - 34,Female,Asian,5 - 9 years,Teacher,Upper School,CA,5,3,4,5,4,4,4,4,5,5,5,5,4,5,5,4,3,4,3,5,5,5,5,4,5,5
9/20/2019 11:51:13,55 - 59,Female,White,10 - 14 years,Teacher,Early Childhood,TN,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9/20/2019 12:03:39,35 - 39,Female,Asian,10 - 14 years,Teacher,Middle School,TN,4,4,5,3,4,4,4,5,4,5,5,4,4,3,4,3,4,5,5,4,4,4,4,4,4,5
9/20/2019 12:18:42,40 - 44,Female,White,15 - 19 years,Teacher,Early Childhood,TN,3,4,4,4,3,3,4,3,3,4,4,4,4,3,4,4,4,5,5,4,4,3,4,3,3,3
9/20/2019 13:01:53,25 - 29,Female,White,5 - 9 years,Teacher,Early Childhood,TN,3,3,4,4,4,3,3,4,3,4,4,5,4,4,4,3,3,4,5,3,3,3,4,3,3,3
9/20/2019 13:05:14,25 - 29,Female,White,5 - 9 years,Teacher,Middle School,TN,4,4,5,4,3,3,4,4,4,4,4,4,4,4,3,3,4,4,5,4,5,4,4,4,4,4
9/20/2019 13:21:37,55 - 59,Female,White,20 - 24 years,Teacher,Middle School,TN,4,4,5,3,4,4,2,2,4,4,5,5,3,4,5,4,4,5,5,3,5,5,4,5,5,4
9/20/2019 16:42:32,45 - 49,Female,White,25 - 29 years,Administrator,Upper School,CA,5,4,4,4,3,4,2,2,3,3,4,3,3,3,4,5,5,5,5,5,5,5,5,5,3,5
9/21/2019 22:44:53,45 - 49,Female,White,15 - 19 years,Teacher,Lower School,TN,2,3,4,4,4,3,4,3,5,5,5,5,3,4,5,3,3,5,5,3,3,4,5,3,4,4
9/22/2019 20:58:55,45 - 49,Female,White,20 - 24 years,Teacher,Upper School,TN,2,5,5,5,4,5,4,3,5,5,5,4,4,5,4,4,5,5,5,4,4,4,4,4,5,4
9/23/2019 0:39:53,50 - 54,Female,White,20 - 24 years,Teacher,Middle School,CA,5,4,4,4,3,5,3,4,3,4,4,2,2,4,3,4,4,5,3,4,3,4,4,4,4,3
9/23/2019 6:31:09,35 - 39,Female,White,15 - 19 years,Administrator,Early Childhood,TN,5,4,3,4,4,4,4,4,3,4,3,3,3,4,5,3,5,4,3,3,4,3,3,3,4,4
9/23/2019 9:00:04,40 - 44,Female,White,5 - 9 years,Teacher,Lower School,TN,4,4,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
9/23/2019 10:58:58,40 - 44,Female,White,15 - 19 years,Teacher,Middle School,TN,5,3,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5
9/23/2019 13:42:29,50 - 54,Female,White,25 - 29 years,Teacher,Middle School,TN,3,4,4,4,4,3,4,5,4,4,4,5,4,4,4,4,4,3,5,4,1,3,4,5,5,3
9/24/2019 8:06:26,35 - 39,Female,White,15 - 19 years,Teacher,Middle School,KY,2,3,4,4,3,4,4,3,4,4,4,2,4,4,4,3,3,4,4,2,4,4,4,3,5,4
9/24/2019 8:08:07,60 - 64,Female,White,25 - 29 years,Support Staff,Upper School,KY,2,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9/24/2019 8:09:58,45 - 49,Female,White,25 - 29 years,Teacher,Lower School,KY,3,4,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5
9/24/2019 8:11:33,40 - 44,Female,White,10 - 14 years,Administrator,,KY,4,5,4,4,4,4,2,3,3,3,2,2,3,4,4,3,4,4,4,4,4,4,4,3,3,4
9/24/2019 8:10:51,30 - 34,Female,White,10 - 14 years,Teacher,Middle School,KY,4,4,5,5,4,5,5,3,4,5,4,3,4,5,4,4,5,5,3,4,5,5,3,3,3,5
9/24/2019 8:15:30,25 - 29,Female,White,5 - 9 years,Teacher,Lower School,KY,2,3,4,5,4,5,3,3,5,5,5,5,4,5,4,3,5,4,5,3,3,4,5,5,5,5
9/24/2019 8:28:13,45 - 49,Female,White,10 - 14 years,Teacher,Lower School,KY,1,3,5,5,4,4,4,4,4,5,4,5,4,5,4,4,4,5,5,5,4,4,5,4,4,4
9/24/2019 8:37:33,30 - 34,Female,White,10 - 14 years,Teacher,Upper School,KY,3,4,5,5,3,4,3,3,4,5,3,3,2,4,4,3,4,5,4,4,4,5,3,3,4,4
9/24/2019 9:04:10,60 - 64,Female,Black or African American,30 or more years,Administrator,Upper School,KY,3,3,5,5,4,3,4,3,3,3,3,5,4,4,3,4,3,3,5,4,3,3,3,5,3,5
9/24/2019 9:10:57,55 - 59,Female,White,30 or more years,Teacher,Lower School,KY,2,4,5,4,5,4,5,5,5,5,4,4,4,5,5,5,5,4,5,5,4,4,3,4,5,5
9/24/2019 9:25:24,45 - 49,Female,White,10 - 14 years,Administrator,Lower School,KY,2,2,4,4,4,3,3,2,3,4,3,3,4,4,3,2,4,4,4,3,4,4,4,3,3,3
9/24/2019 9:26:49,60 - 64,Female,White,15 - 19 years,,Middle School,KY,2,4,5,5,4,5,5,5,4,5,,5,,5,5,4,5,5,5,4,4,5,5,4,5,5
9/24/2019 9:37:47,60 - 64,Female,White,30 or more years,Teacher,Lower School,KY,3,2,5,4,5,4,4,4,5,5,5,5,4,4,4,5,4,5,5,5,3,4,4,4,5,4
9/24/2019 9:53:33,50 - 54,Female,White,15 - 19 years,Teacher,Lower School,KY,3,2,5,4,4,4,5,5,5,5,4,4,5,5,4,5,4,3,3,4,4,4,5,5,5,5
9/24/2019 9:58:24,60 - 64,Female,White,30 or more years,Teacher,Upper School,KY,3,4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,4
9/24/2019 10:00:57,40 - 44,Female,White,15 - 19 years,Teacher,Lower School,KY,4,4,5,5,4,5,3,3,4,5,4,5,5,4,5,3,4,5,,4,4,5,4,5,5,2
9/24/2019 10:30:12,35 - 39,Female,White,10 - 14 years,,Lower School,KY,3,4,5,4,4,3,4,2,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,5
9/24/2019 10:40:54,50 - 54,Female,White,20 - 24 years,Administrator,Lower School,KY,3,3,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,3,3,4,5,5
9/24/2019 11:01:11,60 - 64,Female,White,25 - 29 years,Teacher,Lower School,KY,3,3,5,5,4,5,4,5,4,5,4,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4
9/24/2019 11:21:51,55 - 59,Female,Prefer not to answer,15 - 19 years,Teacher,Lower School,KY,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,5,5,4,5,4,3,5,4,3,3,4
9/24/2019 12:05:59,55 - 59,Female,White,20 - 24 years,Teacher,Lower School,KY,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5
9/24/2019 15:08:56,45 - 49,Female,White,25 - 29 years,Administrator,Upper School,,3,4,5,4,5,4,3,4,3,4,4,3,3,3,4,4,4,5,4,3,3,4,4,3,4,3
9/24/2019 16:00:56,45 - 49,Female,White,15 - 19 years,Teacher,Upper School,CA,4,5,4,4,3,3,3,2,3,4,4,3,4,4,3,4,3,4,3,4,3,3,4,3,4,3
9/25/2019 9:20:27,60 - 64,Female,White,25 - 29 years,Teacher,Upper School,KY,3,3,5,4,4,5,5,5,5,5,5,5,3,5,5,4,4,5,3,4,4,5,4,5,5,5
9/25/2019 13:20:09,40 - 44,Female,White,15 - 19 years,Teacher,Upper School,KY,3,4,5,5,4,4,5,3,4,5,5,5,5,4,5,4,3,5,3,5,5,5,5,5,5,3
9/25/2019 13:59:51,65 - 69,Female,White,25 - 29 years,Teacher,Middle School,TN,4,3,4,4,4,5,4,3,4,4,4,3,3,4,4,4,4,5,4,4,4,5,4,3,4,4
9/25/2019 17:38:47,25 - 29,Female,White,0 - 4 years,Teacher,Lower School,CA,5,3,4,5,3,4,3,4,2,4,5,5,3,5,4,4,3,5,5,2,3,4,5,5,4,4
9/25/2019 17:39:56,30 - 34,Female,Asian,5 - 9 years,Teacher,Lower School,CA,5,4,5,5,4,5,4,3,5,5,5,3,5,5,5,5,5,5,3,2,4,4,3,5,5,5
9/25/2019 17:40:07,30 - 34,Female,White,5 - 9 years,Teacher,Middle School,CA,5,4,5,4,4,5,4,4,4,5,5,5,4,5,4,5,5,4,5,5,5,5,5,5,4,4
9/25/2019 17:40:35,30 - 34,Female,White,10 - 14 years,Teacher,Lower School,CA,4,4,3,3,3,3,3,2,3,3,3,4,3,4,4,3,4,4,5,3,4,5,3,4,3,4
9/25/2019 17:40:41,40 - 44,Female,LatinX/Hispanic,15 - 19 years,Teacher,Lower School,CA,4,5,5,4,4,5,3,4,4,4,4,5,4,5,5,4,5,4,5,5,5,4,3,4,5,5
9/25/2019 17:41:09,30 - 34,Female,White,10 - 14 years,Administrator,Lower School,CA,4,3,3,3,3,4,4,4,3,2,2,2,3,5,3,4,4,3,5,4,4,3,2,2,1,5
9/25/2019 17:41:11,65 - 69,Female,White,30 or more years,Teacher,Middle School,CA,4,5,5,4,4,5,2,2,4,4,5,4,5,4,5,3,5,5,5,5,4,5,5,3,5,4
9/25/2019 17:41:19,55 - 59,Female,White,25 - 29 years,Teacher,Middle School,CA,5,5,5,4,4,5,4,4,3,3,5,4,3,4,5,5,4,5,4,4,3,5,4,4,4,3
9/25/2019 17:41:30,40 - 44,Female,White,0 - 4 years,Support Staff,Middle School,,3,2,4,4,4,3,5,5,4,4,5,3,5,5,4,4,5,5,3,4,5,5,5,5,4,3
9/25/2019 17:41:54,35 - 39,Female,White,5 - 9 years,Administrator,Lower School,CA,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,5,5,5,4,5,3,4,4,4
9/25/2019 17:42:14,younger than 25 years old,Female,White,0 - 4 years,Support Staff,Middle School,,4,4,4,4,4,4,3,3,2,2,4,3,3,4,4,4,4,4,5,4,4,4,4,3,4,5
9/25/2019 17:42:18,30 - 34,Female,Asian,5 - 9 years,Administrator,Lower School,CA,4,4,5,4,3,5,3,4,3,2,5,4,3,2,5,3,4,5,3,2,3,3,4,4,4,4
9/25/2019 17:42:25,70 - 75,Female,White,25 - 29 years,Teacher,Middle School,CA,5,5,4,4,4,5,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4
9/25/2019 17:42:40,30 - 34,Female,White,10 - 14 years,Teacher,Lower School,CA,4,4,5,4,2,3,3,4,4,3,3,4,4,3,4,4,5,3,5,2,4,4,3,3,4,3
9/25/2019 17:42:44,50 - 54,Female,Asian,30 or more years,,Middle School,CA,4,4,5,4,4,5,4,5,4,3,3,5,4,4,5,5,5,3,5,3,4,3,4,4,4,5
9/25/2019 17:43:10,45 - 49,Female,Prefer not to answer,5 - 9 years,Administrator,Lower School,CA,4,4,4,4,4,4,4,3,3,4,3,2,2,2,4,4,3,5,4,2,3,3,2,3,4,4
9/25/2019 17:43:28,40 - 44,Female,White,15 - 19 years,Teacher,Lower School,CA,4,5,5,4,4,5,3,4,4,4,5,5,4,3,5,4,4,5,4,3,4,5,3,4,5,5
9/25/2019 17:43:38,45 - 49,Female,Asian,5 - 9 years,Support Staff,Middle School,CA,3,3,4,4,3,4,4,5,3,4,3,4,3,3,5,5,5,4,4,4,3,4,3,4,4,4
9/25/2019 17:43:43,25 - 29,Female,Asian,5 - 9 years,Teacher,Middle School,CA,4,5,4,3,3,5,3,4,3,4,5,5,3,4,4,4,4,5,5,4,3,5,4,4,3,4
9/25/2019 17:43:51,45 - 49,Female,White,10 - 14 years,Administrator,Lower School,CA,4,4,4,3,4,4,4,3,4,4,3,3,4,4,4,5,5,4,5,5,4,3,3,4,4,5
9/25/2019 17:44:03,25 - 29,Female,Asian,5 - 9 years,Teacher,Lower School,CA,4,4,2,2,3,3,2,3,3,3,5,5,4,4,3,3,4,4,3,2,2,4,4,4,3,3
9/25/2019 17:44:06,45 - 49,Female,Prefer not to answer,15 - 19 years,Teacher,Lower School,CA,4,5,4,4,3,5,3,2,3,4,5,4,3,5,4,4,4,4,3,2,3,3,5,5,5,4
9/25/2019 17:44:51,60 - 64,Female,White,30 or more years,Teacher,Lower School,CA,4,4,4,5,4,5,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5
9/25/2019 17:45:00,45 - 49,Female,Bi/Multiracial,25 - 29 years,Teacher,Middle School,CA,4,4,3,4,4,4,3,3,4,4,4,5,4,4,4,5,5,,5,4,5,5,4,4,5,5
9/25/2019 17:45:02,35 - 39,Female,White,15 - 19 years,Teacher,Middle School,CA,5,5,4,4,4,5,4,3,4,5,5,5,4,5,5,4,4,5,4,3,5,5,5,5,4,4
9/25/2019 17:46:16,30 - 34,Female,White,0 - 4 years,Administrator,Lower School,CA,4,3,3,4,4,3,2,4,5,3,2,4,2,4,4,5,5,2,5,4,4,3,4,4,4,4
9/25/2019 17:47:25,60 - 64,Female,Asian,5 - 9 years,Teacher,Middle School,CA,3,4,4,3,3,3,4,3,4,3,5,3,3,3,5,4,3,3,4,5,4,3,4,4,5,5
9/25/2019 17:48:09,30 - 34,Female,White,10 - 14 years,Teacher,Lower School,CA,4,4,3,5,3,3,3,4,4,4,4,2,3,5,4,4,5,5,4,1,2,4,4,3,2,3
9/25/2019 17:48:10,35 - 39,Female,White,10 - 14 years,Teacher,Lower School,CA,3,4,4,3,3,3,3,4,3,3,4,3,3,4,5,2,4,5,3,3,4,5,5,4,4,4
9/25/2019 17:49:09,35 - 39,Female,Bi/Multiracial,5 - 9 years,Teacher,Lower School,CA,5,4,5,5,4,3,3,4,3,4,5,5,4,5,4,4,5,4,5,4,4,3,5,5,5,5
9/25/2019 17:50:20,30 - 34,Female,White,10 - 14 years,Teacher,Lower School,CA,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,3,4
9/25/2019 17:53:06,30 - 34,Female,White,5 - 9 years,Teacher,Lower School,CA,4,4,4,4,5,5,3,3,4,5,5,5,4,5,5,5,5,5,4,3,4,5,5,3,3,4
9/25/2019 17:53:31,30 - 34,Female,White,10 - 14 years,Teacher,Lower School,CA,3,4,4,3,3,4,3,4,3,3,3,2,3,3,4,3,2,3,4,3,3,3,3,4,3,2
9/25/2019 17:55:05,30 - 34,Female,White,5 - 9 years,Teacher,Lower School,CA,4,3,4,4,3,4,2,3,2,3,3,1,1,3,4,2,4,5,4,1,3,4,4,4,2,1
9/25/2019 17:56:37,45 - 49,Female,Asian,15 - 19 years,Administrator,,CA,4,4,5,4,3,4,3,2,3,3,4,4,4,4,5,3,4,5,5,3,3,4,5,4,4,4
9/25/2019 17:56:41,30 - 34,Female,White,0 - 4 years,Teacher,Lower School,CA,4,4,3,3,2,3,2,3,2,2,2,2,3,1,4,3,2,4,2,1,2,3,4,3,4,2
9/25/2019 17:58:59,45 - 49,Female,White,10 - 14 years,Teacher,Middle School,CA,4,4,4,4,3,3,4,4,3,4,3,2,3,4,4,2,2,4,2,1,3,4,4,3,2,4
9/25/2019 18:02:46,55 - 59,Female,White,25 - 29 years,Teacher,Middle School,,4,5,4,4,4,3,3,3,4,4,5,5,4,3,4,4,4,3,3,4,4,4,4,3,3,3
9/25/2019 18:30:43,55 - 59,Female,White,30 or more years,Teacher,Lower School,CA,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
9/26/2019 10:23:05,35 - 39,Female,White,15 - 19 years,Administrator,Lower School,CA,4,4,4,3,2,4,2,1,4,2,5,3,5,3,5,3,3,3,4,3,5,3,5,5,5,3
9/26/2019 11:21:11,40 - 44,Female,White,20 - 24 years,Teacher,Lower School,CA,3,4,4,4,3,3,3,4,3,4,3,3,3,4,4,4,4,5,4,4,3,5,3,3,3,4
9/26/2019 11:25:32,30 - 34,Female,White,5 - 9 years,Support Staff,Lower School,TN,3,4,4,5,4,4,2,3,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,3,3,2
9/26/2019 13:13:56,30 - 34,Female,White,5 - 9 years,Teacher,Lower School,CA,4,4,4,3,4,4,4,4,2,3,4,4,2,4,4,3,4,5,4,4,4,4,4,,3,3
9/26/2019 19:43:14,30 - 34,Female,White,10 - 14 years,Administrator,Middle School,CA,4,5,4,3,4,4,4,5,5,4,3,2,2,5,5,3,4,4,4,5,5,4,3,3,3,4
9/30/2019 11:58:32,40 - 44,Female,LatinX/Hispanic,0 - 4 years,Administrator,Middle School,AZ,5,4,4,4,3,4,4,5,5,5,3,4,4,5,5,5,5,4,5,4,4,5,4,5,5,5
10/4/2019 20:47:53,25 - 29,Female,White,0 - 4 years,Teacher,Middle School,CA,4,4,5,5,5,4,3,4,3,5,5,3,4,5,5,4,4,5,4,3,4,4,5,3,4,4
9/4/2019 19:03:10,40 - 44,Male,White,15 - 19 years,Administrator,Upper School,FL,2,4,4,3,4,2,4,4,3,4,4,2,3,3,4,4,5,3,3,4,5,3,4,5,5,4
9/5/2019 9:27:56,45 - 49,Male,White,15 - 19 years,Administrator,Upper School,SC,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4
9/6/2019 13:27:07,30 - 34,Male,White,0 - 4 years,Teacher,Upper School,AZ,4,5,4,5,4,3,3,3,3,5,5,5,4,4,4,3,4,5,4,4,4,5,5,4,3,2
9/6/2019 13:51:22,40 - 44,Male,White,20 - 24 years,Support Staff,Middle School,AZ,2,4,4,4,4,3,3,3,4,4,4,5,4,4,3,4,4,4,5,4,4,4,4,3,4,3
9/6/2019 13:53:42,55 - 59,Male,White,20 - 24 years,Teacher,Upper School,AZ,4,4,5,4,4,5,3,2,3,4,5,5,2,4,5,5,3,5,5,4,4,4,5,3,3,4
9/6/2019 14:03:09,40 - 44,Male,White,20 - 24 years,Administrator,Middle School,AZ,3,3,4,4,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4
9/6/2019 14:16:48,65 - 69,Male,White,30 or more years,Teacher,Upper School,AZ,3,4,5,4,5,4,4,3,3,4,5,4,3,4,5,3,4,4,5,4,4,4,4,4,5,1
9/6/2019 14:35:16,45 - 49,Male,Bi/Multiracial,0 - 4 years,Teacher,Upper School,AZ,5,4,4,3,4,3,3,3,4,4,4,5,4,4,3,4,4,5,5,4,4,5,4,4,5,4
9/6/2019 14:49:49,30 - 34,Male,White,10 - 14 years,Teacher,Middle School,AZ,4,4,4,3,4,3,4,5,4,2,3,2,4,3,4,5,5,2,4,3,3,4,4,3,3,4
9/6/2019 14:51:41,70 - 75,Male,White,10 - 14 years,Teacher,Middle School,AZ,4,4,3,1,3,5,3,4,5,4,5,5,4,3,4,5,4,5,3,3,4,4,5,5,5,4
9/6/2019 15:03:50,35 - 39,Male,White,5 - 9 years,Teacher,Upper School,AZ,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,5,5,5,5,,,4,5,5,5,2
9/6/2019 15:56:48,55 - 59,Male,White,25 - 29 years,Teacher,Middle School,AZ,5,4,4,3,3,3,4,4,2,3,4,4,3,3,4,4,3,2,4,3,3,3,4,3,4,3
9/7/2019 0:52:03,30 - 34,Male,White,10 - 14 years,Teacher,Upper School,AZ,3,5,5,5,4,5,4,5,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5
9/9/2019 6:14:55,35 - 39,Male,Bi/Multiracial,15 - 19 years,Administrator,Lower School,NJ,3,5,5,4,4,5,3,3,4,5,5,5,4,5,4,3,4,4,2,4,4,4,4,4,4,2
9/9/2019 9:07:41,50 - 54,Male,White,25 - 29 years,Teacher,Middle School,AZ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9/9/2019 9:50:45,25 - 29,Male,White,0 - 4 years,Administrator,Upper School,AZ,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9/9/2019 10:09:20,30 - 34,Male,White,5 - 9 years,Teacher,Upper School,AZ,4,5,4,4,5,3,4,5,4,3,5,5,4,3,5,4,5,5,5,2,5,5,5,5,5,5
9/9/2019 12:14:46,50 - 54,Male,White,10 - 14 years,Support Staff,Upper School,AZ,4,4,4,4,5,3,3,4,4,4,3,3,5,4,4,4,4,5,5,4,4,4,4,3,4,4
9/9/2019 17:11:04,50 - 54,Male,White,25 - 29 years,Teacher,Lower School,AZ,4,4,4,4,4,3,4,5,4,4,4,4,4,4,4,3,4,4,5,5,4,4,4,5,4,4
9/9/2019 19:05:00,35 - 39,Male,White,10 - 14 years,Administrator,Upper School,AZ,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
9/11/2019 9:53:52,55 - 59,Male,LatinX/Hispanic,30 or more years,Teacher,Lower School,AZ,5,5,5,5,5,4,5,4,5,5,4,5,4,5,5,4,5,5,5,4,4,5,5,4,5,5
9/11/2019 12:07:07,40 - 44,Male,White,20 - 24 years,Administrator,Upper School,CA,2,3,4,4,4,5,3,5,5,4,3,4,4,5,4,4,3,4,5,5,4,3,3,4,4,4
9/13/2019 9:44:10,30 - 34,Male,Prefer not to answer,10 - 14 years,Teacher,Upper School,CA,5,3,5,4,5,5,3,5,3,5,5,5,5,5,5,2,4,5,5,4,5,5,5,5,5,5
9/13/2019 9:58:25,50 - 54,Male,Prefer not to answer,0 - 4 years,Teacher,Upper School,CA,5,4,5,4,4,4,4,4,4,5,5,4,3,4,5,4,4,4,4,5,4,4,5,4,4,4
9/13/2019 10:06:02,55 - 59,Male,White,30 or more years,Teacher,Upper School,CA,5,4,4,4,4,4,4,2,3,4,3,3,4,4,4,4,5,5,5,4,3,5,4,4,3,3
9/13/2019 10:18:05,30 - 34,Male,LatinX/Hispanic,10 - 14 years,Teacher,Upper School,CA,5,4,5,3,3,3,5,1,4,5,5,5,5,5,5,5,,4,5,5,5,5,5,5,5,5
9/13/2019 10:30:08,30 - 34,Male,White,5 - 9 years,Teacher,Upper School,CA,5,4,5,3,3,3,5,4,3,4,5,5,4,3,3,5,4,3,5,4,3,4,4,2,5,4
9/13/2019 10:42:00,50 - 54,Male,White,15 - 19 years,Teacher,Upper School,CA,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
9/13/2019 10:50:04,35 - 39,Male,White,10 - 14 years,Teacher,Upper School,CA,5,4,4,5,4,5,5,4,3,5,3,2,4,4,2,2,5,5,3,4,3,5,3,3,3,3
9/13/2019 10:57:03,25 - 29,Male,Black or African American,5 - 9 years,Administrator,Upper School,CA,4,4,4,3,4,4,3,4,2,3,4,4,3,3,4,4,4,4,4,3,4,4,4,3,3,3
9/13/2019 11:22:19,35 - 39,Male,White,10 - 14 years,Administrator,Upper School,CA,5,4,4,5,5,5,4,4,5,4,4,5,4,5,4,5,5,4,5,5,5,4,3,4,3,4
9/13/2019 11:43:41,70 - 75,Male,White,10 - 14 years,Teacher,Middle School,CA,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4
9/13/2019 12:05:31,65 - 69,Male,White,30 or more years,Teacher,Upper School,CA,5,4,4,4,4,3,3,2,3,4,3,5,3,4,2,3,3,3,5,3,3,3,5,3,3,4
9/13/2019 19:58:25,50 - 54,Male,White,25 - 29 years,Teacher,Upper School,CA,2,4,5,5,5,3,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,5
9/15/2019 0:20:40,40 - 44,Male,White,10 - 14 years,Teacher,Upper School,CA,2,3,4,4,5,3,5,5,5,5,3,5,4,5,4,5,5,5,5,5,3,5,5,5,4,5
9/15/2019 17:29:25,30 - 34,Male,Bi/Multiracial,5 - 9 years,Teacher,Upper School,CA,4,5,4,4,3,2,3,3,3,4,5,2,3,2,5,3,3,4,3,2,3,3,3,2,3,3
9/15/2019 23:43:54,35 - 39,Male,White,0 - 4 years,Teacher,Upper School,CA,4,4,4,3,5,4,3,2,2,3,3,4,3,4,4,4,5,3,5,2,4,4,5,4,4,3
9/16/2019 9:57:43,45 - 49,Male,White,0 - 4 years,Teacher,Upper School,CA,2,3,4,4,4,3,4,3,4,5,3,4,3,4,3,3,4,5,5,3,4,5,3,4,3,4
9/16/2019 10:55:49,35 - 39,Male,White,10 - 14 years,Teacher,Upper School,CA,5,5,5,5,4,3,4,3,3,4,5,4,2,4,4,5,3,4,3,4,3,5,4,3,3,4
9/16/2019 12:17:36,40 - 44,Male,White,10 - 14 years,Teacher,Upper School,CA,3,4,4,4,4,4,3,5,3,4,4,5,3,3,4,3,3,3,4,3,3,3,4,3,4,4
9/16/2019 15:13:38,30 - 34,Male,LatinX/Hispanic,5 - 9 years,Teacher,Middle School,CA,4,5,4,3,3,4,2,3,4,3,5,4,3,4,4,4,3,4,3,4,3,3,5,2,2,3
9/16/2019 17:55:32,35 - 39,Male,White,10 - 14 years,Teacher,Middle School,CA,3,3,5,5,5,4,4,3,4,5,5,3,3,3,4,5,5,3,4,4,4,4,5,5,5,5
9/17/2019 17:55:49,30 - 34,Male,White,10 - 14 years,Teacher,Lower School,CA,5,4,4,4,3,5,4,4,4,4,3,5,3,5,5,4,4,3,3,4,3,4,5,4,4,3
9/18/2019 13:49:23,50 - 54,Male,White,15 - 19 years,Teacher,Upper School,TN,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
9/18/2019 15:32:44,65 - 69,Male,White,30 or more years,Teacher,Upper School,TN,3,4,5,4,5,5,4,5,3,4,5,5,4,5,5,4,5,4,5,4,5,5,5,5,5,4
