PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jarrett Allen,CLE,25,1,0,1,12.0,6,3,4,75.0,0,0,0.0,0,0,0.0,1,2,3,1,0,0,0,1,11,1,0,4
Jaylen Nowell,MIN,23,1,0,1,9.0,6,2,4,50.0,2,4,50.0,0,0,0.0,0,0,0,0,0,0,0,0,6,0,0,3
Jimmy Butler,MIA,33,1,1,0,11.0,6,2,5,40.0,0,1,0.0,2,3,66.7,0,1,1,1,0,0,0,1,9,1,0,2
Joel Embiid,PHI,29,1,1,0,4.0,6,2,3,66.7,0,0,0.0,2,2,100,1,0,1,0,0,1,0,1,10,0,0,9
Klay Thompson,GSW,33,1,0,1,8.3,6,2,4,50.0,2,4,50.0,0,0,0.0,0,1,1,1,0,0,0,0,9,0,0,-4
Norman Powell,LAC,29,1,1,0,6.5,6,2,4,50.0,0,1,0.0,2,2,100,0,0,0,0,0,0,0,0,6,0,0,1
Brook Lopez,MIL,35,1,0,1,10.0,5,2,2,100,0,0,0.0,1,1,100,0,1,1,0,0,1,0,0,9,0,0,-2
Caleb Martin,MIA,27,1,1,0,10.1,5,1,1,100,1,1,100,2,2,100,0,1,1,0,1,0,0,2,5,0,0,0
Cedi Osman,CLE,28,1,0,1,10.4,5,2,2,100,1,1,100,0,0,0.0,0,1,1,1,0,0,0,1,8,0,0,6
Dillon Brooks,MEM,27,1,0,1,10.1,5,2,4,50.0,1,3,33.3,0,0,0.0,0,0,0,0,0,0,0,0,5,0,0,-7
Donte DiVincenzo,GSW,26,1,0,1,3.9,5,1,2,50.0,1,2,50.0,2,2,100,1,0,1,0,0,0,0,1,6,0,0,0
Eric Gordon,LAC,34,1,1,0,5.5,5,1,4,25.0,1,4,25.0,2,2,100,0,1,1,1,0,0,0,1,8,0,0,4
Grayson Allen,MIL,27,1,0,1,12.0,5,2,3,66.7,1,2,50.0,0,0,0.0,0,1,1,2,0,0,0,2,9,0,0,1
Harrison Barnes,SAC,30,1,1,0,9.3,5,2,3,66.7,1,1,100,0,0,0.0,1,1,2,1,0,0,0,0,9,0,0,-1
Jonathan Kuminga,GSW,20,1,0,1,5.9,5,2,4,50.0,0,1,0.0,1,1,100,0,0,0,1,1,1,0,0,9,0,0,1
Mikal Bridges,BKN,26,1,0,1,4.8,5,1,1,100,1,1,100,2,2,100,0,1,1,0,0,0,0,0,6,0,0,1
Terance Mann,LAC,26,1,1,0,12.0,5,2,3,66.7,0,1,0.0,1,1,100,0,1,1,1,2,0,0,1,6,0,0,5
Tyus Jones,MEM,26,1,0,1,11.2,5,2,2,100,1,1,100,0,0,0.0,0,0,0,2,0,0,0,2,8,0,0,-10
Zeke Nnaji,DEN,22,1,1,0,4.3,5,2,2,100,1,1,100,0,0,0.0,0,1,1,0,1,1,0,0,8,0,0,2
Anthony Edwards,MIN,21,1,0,1,5.7,4,0,2,0.0,0,2,0.0,4,4,100,0,0,0,2,0,1,1,0,13,0,0,4
Clint Capela,ATL,28,1,0,1,4.2,4,2,3,66.7,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,5,0,0,2
Day'Ron Sharpe,BKN,21,1,0,1,9.0,4,1,1,100,0,0,0.0,2,2,100,2,3,5,1,2,0,0,2,10,0,0,-5
Devin Booker,PHX,26,1,0,1,12.0,4,2,4,50.0,0,1,0.0,0,0,0.0,0,0,0,1,2,2,1,1,13,0,0,-5
Jayson Tatum,BOS,25,1,1,0,12.0,4,1,4,25.0,0,1,0.0,2,2,100,0,4,4,0,0,0,0,1,9,1,0,-6
Landry Shamet,PHX,26,1,0,1,7.9,4,2,4,50.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,5,0,0,-6
Tobias Harris,PHI,30,1,1,0,2.6,4,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,5
Al Horford,BOS,36,1,1,0,12.0,3,1,2,50.0,1,2,50.0,0,0,0.0,1,1,2,0,1,0,2,1,10,0,0,-6
Georges Niang,PHI,29,1,1,0,7.0,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,1,3,0,0,6
James Harden,PHI,33,1,1,0,8.8,3,1,4,25.0,1,4,25.0,0,0,0.0,0,1,1,4,3,1,0,1,10,1,0,11
Jrue Holiday,MIL,32,1,0,1,9.1,3,1,3,33.3,1,2,50.0,0,0,0.0,1,0,1,3,0,0,0,0,9,1,0,-3
Julius Randle,NYK,28,1,1,0,12.0,3,1,5,20.0,1,3,33.3,0,0,0.0,1,0,1,1,1,1,0,2,8,1,0,-4
LeBron James,LAL,38,1,1,0,9.7,3,1,1,100,1,1,100,0,0,0.0,0,1,1,0,1,0,0,0,3,1,0,5
Mason Plumlee,LAC,33,1,1,0,6.5,3,1,1,100,0,0,0.0,1,1,100,2,3,5,1,0,0,0,1,11,0,0,1
Michael Porter Jr.,DEN,24,1,1,0,2.6,3,1,2,50.0,1,1,100,0,0,0.0,0,2,2,0,0,0,0,0,5,1,0,0
Mike Conley,MIN,35,1,0,1,3.4,3,1,1,100,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,-3
Saddiq Bey,ATL,24,1,0,1,5.2,3,1,1,100,1,1,100,0,0,0.0,0,1,1,1,0,0,0,0,6,0,0,2
Seth Curry,BKN,32,1,0,1,7.3,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,-4
Spencer Dinwiddie,BKN,30,1,0,1,7.3,3,1,4,25.0,1,3,33.3,0,0,0.0,0,0,0,0,2,1,0,0,4,0,0,-4
Torrey Craig,PHX,32,1,0,1,5.5,3,1,1,100,0,0,0.0,1,1,100,0,0,0,0,0,0,0,1,3,0,0,1
Tyrese Maxey,PHI,22,1,1,0,4.8,3,1,1,100,1,1,100,0,0,0.0,0,0,0,0,0,0,0,0,3,0,0,9
Wesley Matthews,MIL,36,1,0,1,3.5,3,1,2,50.0,1,2,50.0,0,0,0.0,0,2,2,0,0,0,1,1,8,0,0,1
Yuta Watanabe,BKN,28,1,0,1,4.7,3,1,2,50.0,1,2,50.0,0,2,0.0,0,1,1,0,1,0,0,0,3,0,0,-4
Chris Paul,PHX,37,1,0,1,12.0,2,0,4,0.0,0,1,0.0,2,2,100,0,4,4,5,0,0,0,2,14,1,0,-5
Christian Braun,DEN,22,1,1,0,7.3,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,1
David Duke Jr.,BKN,23,1,0,1,4.7,2,1,3,33.3,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,1,1,0,0,-4
DeAndre Jordan,DEN,34,1,1,0,4.2,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,1,2,0,0,2,2,0,0,1
Desmond Bane,MEM,24,1,0,1,10.5,2,1,5,20.0,0,3,0.0,0,0,0.0,1,1,2,2,0,0,0,1,7,0,0,-12
Domantas Sabonis,SAC,26,1,1,0,7.8,2,1,2,50.0,0,0,0.0,0,0,0.0,1,4,5,0,1,0,0,1,7,1,0,2
Draymond Green,GSW,33,1,0,1,8.3,2,0,0,0.0,0,0,0.0,2,2,100,1,1,2,3,0,1,0,1,12,0,0,-2
Isaac Okoro,CLE,22,1,0,1,1.6,2,0,0,0.0,0,0,0.0,2,2,100,0,1,1,0,0,0,0,0,3,0,0,-2
Kevon Looney,GSW,27,1,0,1,6.6,2,0,0,0.0,0,0,0.0,2,2,100,1,2,3,1,0,0,0,4,7,0,0,-4
Malcolm Brogdon,BOS,30,1,1,0,5.8,2,1,2,50.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,2
Max Strus,MIA,27,1,1,0,9.1,2,1,1,100,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,6,0,0,3
Mitchell Robinson,NYK,25,1,1,0,9.8,2,1,1,100,0,0,0.0,0,0,0.0,2,2,4,0,0,0,0,1,7,0,0,-9
Nathan Knight,MIN,25,1,0,1,4.5,2,1,4,25.0,0,2,0.0,0,0,0.0,1,0,1,0,1,0,0,0,2,0,0,-5
Quentin Grimes,NYK,22,1,1,0,2.2,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,1,2,0,0,5
Robert Williams III,BOS,25,1,1,0,2.5,2,1,1,100,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,0,-7
Russell Westbrook,LAC,34,1,1,0,9.9,2,0,3,0.0,0,1,0.0,2,2,100,2,4,6,3,1,1,2,0,22,0,0,3
Shake Milton,PHI,26,1,1,0,3.3,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,5,0,0,-3
Aaron Gordon,DEN,27,1,1,0,2.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,0
Alex Len,SAC,29,1,1,0,4.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,0
Andrew Wiggins,GSW,28,1,0,1,8.1,0,0,4,0.0,0,4,0.0,0,0,0.0,0,0,0,0,0,0,1,1,3,0,0,-2
Austin Rivers,MIN,30,1,0,1,12.0,0,0,1,0.0,0,1,0.0,0,0,0.0,0,3,3,0,0,0,0,0,4,0,0,0
Bobby Portis,MIL,28,1,0,1,4.6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,0
Bones Hyland,LAC,22,1,1,0,4.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
Bruce Brown,DEN,26,1,1,0,7.8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
Cam Thomas,BKN,21,1,0,1,4.5,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
Cameron Johnson,BKN,27,1,0,1,0.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
D'Angelo Russell,LAL,27,1,1,0,7.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,3,0,0,17
Danuel House Jr.,PHI,29,1,1,0,2.4,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,-3
Darius Garland,CLE,23,1,0,1,12.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,1,1,5,0,0,4
David Roddy,MEM,22,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Davion Mitchell,SAC,24,1,1,0,6.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,1
De'Andre Hunter,ATL,25,1,0,1,6.8,0,0,2,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,1,0,1,3,0,0,4
De'Anthony Melton,PHI,24,1,1,0,4.8,0,0,2,0.0,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,0,3,0,0,2
Dennis Schroder,LAL,29,1,1,0,4.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,-7
Derrick White,BOS,28,1,1,0,9.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0,0,-3
Edmond Sumner,BKN,27,1,0,1,4.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,-4
Evan Mobley,CLE,21,1,0,1,12.0,0,0,3,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,4
Furkan Korkmaz,PHI,25,1,1,0,2.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
Gary Payton II,GSW,30,1,0,1,3.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1
Immanuel Quickley,NYK,23,1,1,0,2.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,2
Isaiah Hartenstein,NYK,24,1,1,0,2.2,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,1,0,0,5
Ish Smith,DEN,34,1,1,0,4.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,2
Ish Wainright,PHX,28,1,0,1,0.8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,-1
Ivica Zubac,LAC,26,1,1,0,5.2,0,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,0,1,1,0,2
Ja Morant,MEM,23,1,0,1,2.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,1,-1,0,0,-5
Jaden Springer,PHI,20,1,1,0,2.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
Jalen Johnson,ATL,21,1,0,1,5.2,0,0,2,0.0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,0,5,0,0,2
Jalen McDaniels,PHI,25,1,1,0,7.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4,0,0,6
Jarred Vanderbilt,LAL,24,1,1,0,3.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,3
Jeff Green,DEN,36,1,1,0,5.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,-2
Jevon Carter,MIL,27,1,0,1,5.2,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
Jock Landale,PHX,27,1,0,1,2.1,0,0,0,0.0,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,0,4,0,0,-2
Joe Harris,BKN,31,1,0,1,2.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-1,0,0,-5
Joe Ingles,MIL,35,1,0,1,4.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,2,0,0,0,1,3,0,0,2
John Collins,ATL,25,1,0,1,6.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,1,1,0,0,4
John Konchar,MEM,27,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan McLaughlin,MIN,27,1,0,1,6.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,0,4,0,0,-4
Jordan Poole,GSW,23,1,0,1,6.4,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-1
Josh Minott,MIN,20,1,0,1,6.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,2,1,1,8,0,0,-4
Kenneth Lofton Jr.,MEM,20,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kentavious Caldwell-Pope,DEN,30,1,1,0,2.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Huerter,SAC,24,1,1,0,4.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,4
Kevin Love,MIA,34,1,1,0,4.8,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5
Kyle Anderson,MIN,29,1,0,1,3.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
Kyle Lowry,MIA,37,1,1,0,3.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,3,0,0,-6
Lonnie Walker IV,LAL,24,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Kennard,MEM,26,1,0,1,4.8,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,1,0,0,5,0,0,9
Malik Beasley,LAL,26,1,1,0,2.9,0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,1,0,0,1,0,0,0,-7
Marcus Smart,BOS,29,1,1,0,9.0,0,0,4,0.0,0,1,0.0,0,0,0.0,1,0,1,2,0,1,1,0,10,0,0,-11
Max Christie,LAL,20,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Mo Bamba,LAL,24,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Montrezl Harrell,PHI,29,1,1,0,2.1,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
Nic Claxton,BKN,24,1,0,1,2.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,-5
Nickeil Alexander-Walker,MIN,24,1,0,1,2.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7
Nicolas Batum,LAC,34,1,1,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
Nikola Jokic,DEN,28,1,1,0,1.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,1,0,-5
Onyeka Okongwu,ATL,22,1,0,1,5.4,0,0,3,0.0,0,0,0.0,0,0,0.0,2,0,2,0,0,0,0,0,2,0,0,2
P.J. Tucker,PHI,37,1,1,0,2.6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,2,0,0,6,0,0,5
Peyton Watson,DEN,20,1,1,0,4.3,0,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,0,3,0,0,2
RJ Barrett,NYK,22,1,1,0,9.8,0,0,4,0.0,0,1,0.0,0,0,0.0,0,1,1,1,1,0,0,0,2,0,0,-9
Reggie Jackson,DEN,33,1,1,0,4.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,1,0,0,4,0,0,2
Royce O'Neale,BKN,29,1,0,1,7.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,3,1,1,0,0,8,0,0,-4
Santi Aldama,MEM,22,1,0,1,6.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,-12
Shaquille Harrison,LAL,29,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Trae Young,ATL,24,1,0,1,6.2,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,3
Trey Lyles,SAC,27,1,1,0,4.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,3,1,0,0,0
Troy Brown Jr.,LAL,23,1,1,0,2.9,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,2,0,0,-7
Vlatko Cancar,DEN,26,1,1,0,2.1,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,-1
Wendell Moore Jr.,MIN,21,1,0,1,2.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,1
Wenyen Gabriel,LAL,26,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Xavier Tillman,MEM,24,1,0,1,2.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6
Ziaire Williams,MEM,21,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,0
