PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Robert Covington,PHI,25,6-9,215,Tennessee State,USA,Undrafted,Undrafted,Undrafted,67,858,419,97,-7,3.1,18.7,20.9,54.3,8.3,2016
Robert Sacre,LAL,27,7-0,270,Gonzaga,Canada,2012,2,60,25,87,72,14,-4,8.6,12.4,13.9,47.4,7.2,2016
Robin Lopez,NYK,28,7-0,255,Stanford,USA,2008,1,15,82,842,602,114,-2,12.0,14.5,17.4,57.4,8.3,2016
Rodney Hood,UTA,23,6-8,206,Duke,USA,2014,1,23,79,1149,267,213,3,1.6,9.5,21.5,54.2,14.2,2016
Rodney Stuckey,IND,30,6-5,205,Eastern Washington,USA,2007,1,15,58,517,156,142,0,1.5,10.3,20.2,50.4,17.9,2016
Rondae Hollis-Jefferson,BKN,21,6-7,220,Arizona,USA,2015,1,23,29,167,154,43,-3,6.1,17.9,13.1,51.9,10.0,2016
Ronnie Price,PHX,33,6-2,190,Utah Valley,USA,Undrafted,Undrafted,Undrafted,62,331,99,147,-2,1.9,6.0,13.5,51.7,18.7,2016
Roy Hibbert,LAL,29,7-2,270,Georgetown,USA,2008,1,17,81,481,398,95,-18,6.4,13.9,13.0,50.7,8.2,2016
Rudy Gay,SAC,29,6-8,230,Connecticut,USA,2006,1,8,70,1204,456,120,-2,4.3,14.5,22.2,53.8,7.8,2016
Rudy Gobert,UTA,24,7-1,245,None,France,2013,1,27,61,557,668,91,5,11.5,24.2,14.3,58.2,7.3,2016
Russ Smith,MEM,25,6-0,165,Louisville,USA,2014,2,47,15,23,9,11,-25,1.5,12.9,21.9,41.5,31.4,2016
Russell Westbrook,OKC,27,6-3,200,UCLA,USA,2008,1,4,80,1878,626,834,11,5.4,16.0,31.1,55.4,46.8,2016
Ryan Anderson,NOP,28,6-10,240,California,USA,2008,1,21,66,1124,396,73,0,6.2,13.6,23.8,54.6,5.9,2016
Ryan Hollins,MEM,31,7-0,240,UCLA,USA,2006,2,50,37,124,98,10,-15,9.3,12.4,11.6,63.6,3.4,2016
Ryan Kelly,LAL,25,6-11,230,Duke,USA,2013,2,48,36,152,121,20,1,4.0,20.2,17.3,44.0,7.0,2016
Salah Mejri,DAL,30,7-2,245,None,Tunisia,Undrafted,Undrafted,Undrafted,34,125,123,10,6,10.5,19.0,13.8,63.6,3.8,2016
Sam Dekker,HOU,22,6-9,230,Wisconsin,USA,2015,1,18,3,0,1,0,2,0.0,16.7,0.0,0.0,0.0,2016
Sasha Kaun,CLE,31,6-11,260,Kansas,Russia,2008,2,56,25,23,26,3,-7,12.1,13.7,11.9,52.7,5.2,2016
Sasha Vujacic,NYK,32,6-7,195,None,Slovenia,2004,1,27,61,296,149,84,-1,2.6,13.2,15.9,50.3,14.6,2016
Sean Kilpatrick,BKN,26,6-4,219,Cincinnati,USA,Undrafted,Undrafted,Undrafted,31,345,56,29,-11,1.8,7.4,22.7,57.6,7.8,2016
Serge Ibaka,OKC,26,6-10,245,None,Democratic Republic of the Congo,2008,1,24,78,983,533,66,10,5.7,14.3,17.4,53.3,3.7,2016
Sergey Karasev,BKN,22,6-7,208,None,Russia,2013,1,19,40,97,58,35,0,2.2,13.1,11.7,56.2,11.4,2016
Seth Curry,SAC,25,6-2,185,Duke,USA,Undrafted,Undrafted,Undrafted,44,299,60,67,-2,1.3,7.1,17.2,60.3,14.8,2016
Shabazz Muhammad,MIN,23,6-6,223,UCLA,USA,2013,1,14,82,863,267,52,-8,6.2,10.2,22.2,54.8,5.5,2016
Shabazz Napier,ORL,24,6-1,175,Connecticut,USA,2014,1,24,55,203,55,97,-5,1.5,7.7,19.6,46.0,25.3,2016
Shane Larkin,BKN,23,5-11,175,Miami,USA,2013,1,18,78,566,180,342,-10,1.6,9.2,17.2,51.5,30.0,2016
Shaun Livingston,GSW,30,6-7,192,None,USA,2004,1,4,78,488,169,237,7,2.8,7.8,14.0,58.1,22.2,2016
Shayne Whittington,IND,25,6-11,250,Western Michigan,USA,Undrafted,Undrafted,Undrafted,7,11,12,3,-8,10.6,17.1,17.2,46.3,12.0,2016
Shelvin Mack,UTA,26,6-3,203,Butler,USA,2011,2,34,52,448,128,187,5,1.3,11.1,22.9,50.7,29.2,2016
Solomon Hill,IND,25,6-7,225,Arizona,USA,2013,1,23,59,246,166,57,4,4.3,13.6,12.8,54.3,9.3,2016
Sonny Weems,PHX,29,6-6,205,Arkansas,USA,2008,2,39,43,107,53,49,-8,1.2,9.8,12.9,45.9,14.8,2016
Spencer Dinwiddie,CHI,23,6-6,200,Colorado,USA,2014,2,38,12,58,17,22,-19,2.1,8.3,20.7,42.3,29.7,2016
Spencer Hawes,CHA,28,7-1,245,Washington,USA,2007,1,10,57,340,244,109,2,4.7,17.5,16.8,50.8,17.1,2016
Stanley Johnson,DET,20,6-7,245,Arizona,USA,2015,1,8,73,593,306,118,-4,3.1,14.7,19.1,46.0,11.3,2016
Stephen Curry,GSW,28,6-3,190,Davidson,USA,2009,1,7,79,2375,430,527,18,2.6,11.7,31.4,66.9,31.5,2016
Steve Blake,DET,36,6-3,172,Maryland,USA,2003,2,38,58,254,89,200,-3,0.8,8.3,14.3,51.0,31.1,2016
Steve Novak,MIL,33,6-10,225,Marquette,USA,2006,2,32,10,24,5,0,2,0.0,9.6,16.2,65.1,0.0,2016
Steven Adams,OKC,22,7-0,255,Pittsburgh,New Zealand,2013,1,12,80,636,533,62,12,10.9,14.2,12.5,62.1,4.2,2016
T.J. McConnell,PHI,24,6-2,200,Arizona,USA,2015,0,,81,493,250,367,-8,2.6,13.4,16.7,51.1,36.0,2016
T.J. Warren,PHX,22,6-8,230,North Carolina State,USA,2014,1,14,47,515,147,44,-5,5.0,8.8,19.5,54.9,6.8,2016
Taj Gibson,CHI,31,6-9,225,Southern California,USA,2009,1,26,73,627,504,106,-3,10.4,14.0,14.4,55.6,8.3,2016
Tarik Black,LAL,24,6-9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,39,133,157,16,3,8.6,22.8,13.0,53.7,5.3,2016
Tayshaun Prince,MIN,36,6-9,212,Kentucky,USA,2002,1,23,77,221,147,74,-4,2.2,7.8,8.1,46.6,7.3,2016
Terrence Jones,HOU,24,6-9,252,Kentucky,USA,2012,1,18,50,434,211,41,-10,5.6,14.8,19.0,51.9,6.9,2016
Terrence Ross,TOR,25,6-7,195,Washington,USA,2012,1,8,73,720,185,56,6,1.2,9.2,17.8,55.1,5.3,2016
Terry Rozier,BOS,22,6-2,190,Louisville,USA,2015,1,16,39,72,63,37,-8,6.2,11.8,16.8,32.6,19.9,2016
Thabo Sefolosha,ATL,32,6-7,220,None,Switzerland,2006,1,13,75,480,334,107,2,3.0,15.0,12.1,57.9,9.3,2016
Thaddeus Young,BKN,28,6-8,221,Georgia Tech,USA,2007,1,12,73,1102,660,136,-5,7.6,20.8,21.7,53.3,9.4,2016
Thanasis Antetokounmpo,NYK,23,6-7,205,None,Greece,2014,2,51,2,6,1,0,-35,0.0,11.1,28.6,75.0,0.0,2016
Thomas Robinson,BKN,25,6-10,237,Kansas,USA,2012,1,5,71,307,359,46,-14,13.4,25.5,18.6,45.3,8.0,2016
Tiago Splitter,ATL,31,6-11,245,None,Brazil,2007,1,28,36,201,120,30,8,8.1,12.6,15.0,57.1,7.7,2016
Tibor Pleiss,UTA,26,7-3,256,None,Germany,2010,2,31,12,24,15,2,-10,8.7,11.8,18.6,46.4,4.3,2016
Tim Duncan,SAS,40,6-11,250,Wake Forest,US Virgin Islands,1997,1,1,61,522,447,163,14,7.9,21.2,17.1,52.3,15.3,2016
Tim Frazier,NOP,25,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,51,261,110,162,-2,3.5,11.1,19.2,49.9,33.9,2016
Tim Hardaway Jr.,ATL,24,6-6,205,Michigan,USA,2013,1,24,51,326,86,51,7,0.8,8.4,15.9,56.3,8.9,2016
Timofey Mozgov,CLE,29,7-1,275,None,Russia,Undrafted,Undrafted,Undrafted,76,475,337,33,1,8.7,16.8,16.0,59.3,3.9,2016
Tobias Harris,DET,23,6-9,235,Tennessee,USA,2011,1,19,76,1116,510,169,1,3.8,16.6,19.2,56.0,10.6,2016
Toney Douglas,NOP,30,6-2,195,Florida State,USA,2009,1,29,61,531,143,157,-5,1.9,9.9,18.9,54.3,18.8,2016
Tony Allen,MEM,34,6-4,213,Oklahoma State,USA,2004,1,25,64,535,296,70,-1,6.3,12.8,16.7,50.5,6.8,2016
Tony Parker,SAS,34,6-2,185,None,France,2001,1,28,72,857,176,379,11,0.9,8.0,21.1,54.6,29.4,2016
Tony Snell,CHI,24,6-7,200,New Mexico,USA,2013,1,20,64,338,199,63,4,1.4,11.7,13.4,47.8,7.0,2016
Tony Wroten,NYK,23,6-6,205,Washington,USA,2012,1,25,8,67,21,20,-23,1.3,13.0,32.0,41.2,27.4,2016
Trevor Ariza,HOU,31,6-8,215,UCLA,USA,2004,2,43,81,1025,366,188,0,2.3,10.6,15.6,55.1,10.0,2016
Trevor Booker,UTA,28,6-8,228,Clemson,USA,2010,1,23,79,463,452,83,4,10.2,17.8,14.1,53.3,8.3,2016
Trey Burke,UTA,23,6-1,191,Michigan,USA,2013,1,9,64,679,112,148,0,1.3,7.0,24.2,50.7,20.1,2016
Trey Lyles,UTA,20,6-10,234,Kentucky,Canada,2015,1,12,80,488,299,59,-2,4.3,18.0,17.8,51.7,7.2,2016
Tristan Thompson,CLE,25,6-9,238,Texas-Austin,Canada,2011,1,4,82,643,738,62,9,11.6,20.9,11.4,61.1,4.0,2016
Troy Daniels,CHA,24,6-4,205,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,43,242,57,21,-5,1.4,10.3,19.5,63.4,8.3,2016
Ty Lawson,IND,28,5-11,195,North Carolina,USA,2009,1,18,66,373,120,237,-6,1.7,6.4,14.5,47.6,25.1,2016
Tyler Ennis,MIL,21,6-3,194,Syracuse,Canada,2014,1,18,46,206,75,95,-6,2.0,9.7,16.8,51.0,22.5,2016
Tyler Hansbrough,CHA,30,6-9,250,North Carolina,USA,2009,1,13,44,104,89,8,-4,10.8,14.8,14.4,52.2,3.8,2016
Tyler Johnson,MIA,24,6-4,186,Fresno State,USA,Undrafted,Undrafted,Undrafted,36,314,109,79,1,3.4,9.1,16.7,57.9,15.1,2016
Tyler Zeller,BOS,26,7-0,253,North Carolina,USA,2012,1,17,60,364,178,29,-4,8.0,14.8,22.5,53.9,7.3,2016
Tyreke Evans,NOP,26,6-6,220,Memphis,USA,2009,1,4,25,379,129,164,0,2.6,14.2,25.4,53.4,36.6,2016
Tyson Chandler,PHX,33,7-1,240,None,USA,2001,1,2,66,472,576,64,-12,10.3,25.1,12.6,60.6,6.4,2016
Tyus Jones,MIN,20,6-2,195,Duke,USA,2015,1,24,37,156,47,108,-11,1.2,7.3,15.1,45.0,27.8,2016
Udonis Haslem,MIA,36,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,37,59,75,14,-3,4.3,26.0,13.1,43.4,8.0,2016
Victor Oladipo,ORL,24,6-4,210,Indiana,USA,2013,1,2,72,1153,345,282,0,2.0,12.1,22.4,53.4,18.2,2016
Vince Carter,MEM,39,6-6,220,North Carolina,USA,1998,1,5,60,395,146,56,-2,2.9,11.7,17.7,52.0,8.9,2016
Wayne Ellington,BKN,28,6-4,200,North Carolina,USA,2009,1,28,76,586,174,83,-10,1.2,9.6,17.2,49.8,8.2,2016
Wesley Johnson,LAC,28,6-7,215,Syracuse,USA,2010,1,4,80,549,248,49,3,2.2,12.1,15.3,51.3,4.5,2016
Wesley Matthews,DAL,29,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,78,977,238,151,2,1.0,8.0,17.1,53.2,8.8,2016
Will Barton,DEN,25,6-6,175,Memphis,USA,2012,2,40,82,1178,476,203,-3,2.4,17.7,22.6,53.5,14.7,2016
Willie Cauley-Stein,SAC,22,7-0,240,Kentucky,USA,2015,1,6,66,463,352,37,-1,9.4,15.0,13.1,58.8,3.8,2016
Willie Reed,BKN,26,6-10,220,St. Louis,USA,2011,0,0,39,182,122,10,-7,11.3,17.4,17.5,57.9,3.9,2016
Xavier Munford,MEM,24,6-3,180,Rhode Island,USA,2014,,,14,80,31,22,-5,1.1,12.9,16.8,48.1,13.6,2016
Zach LaVine,MIN,21,6-5,189,UCLA,USA,2014,1,13,82,1150,228,251,-6,1.2,8.9,22.8,54.8,18.7,2016
Zach Randolph,MEM,34,6-9,260,Michigan State,USA,2001,1,19,68,1040,529,142,-1,8.8,18.7,24.7,51.9,12.5,2016
Zaza Pachulia,DAL,32,6-11,275,None,Georgia,2003,2,42,76,650,718,128,0,12.4,23.7,16.3,55.0,10.1,2016
