 ,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
14,LeBron James,LAL,38,1,0,1,11.5,8,4,7,57.1,0,2,0.0,0,0,0.0,1,2,3,2,0,1,0,1,18,1,0,2
14,Trae Young,ATL,24,1,0,1,12.0,8,2,7,28.6,0,3,0.0,4,5,80.0,2,0,2,1,0,1,0,0,15,0,0,-4
14,Victor Oladipo,MIA,30,1,0,1,12.0,8,3,7,42.9,2,2,100,0,2,0.0,0,2,2,1,2,0,0,1,10,0,0,17
20,Caris LeVert,CLE,28,1,1,0,12.0,7,2,3,66.7,1,2,50.0,2,2,100,0,1,1,2,1,0,0,0,10,0,0,-5
20,Devin Booker,PHX,26,1,1,0,11.3,7,3,6,50.0,1,2,50.0,0,0,0.0,0,0,0,2,0,0,0,2,10,0,0,7
20,Gary Payton II,GSW,30,1,0,1,12.0,7,3,3,100,1,1,100,0,0,0.0,2,0,2,0,1,0,0,0,8,0,0,0
20,Russell Westbrook,LAC,34,1,0,1,11.0,7,2,3,66.7,0,0,0.0,3,3,100,1,3,4,2,2,0,1,0,16,0,0,-7
24,Bogdan Bogdanovic,ATL,30,1,0,1,12.0,6,2,3,66.7,2,3,66.7,0,0,0.0,0,0,0,1,0,1,0,1,11,0,0,-4
24,De'Andre Hunter,ATL,25,1,0,1,7.1,6,3,6,50.0,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,1,7,1,0,0
24,Dillon Brooks,MEM,27,1,1,0,8.1,6,2,5,40.0,2,3,66.7,0,0,0.0,0,0,0,0,0,0,0,1,6,0,0,2
24,Jalen Brunson,NYK,26,1,0,1,5.0,6,0,0,0.0,0,0,0.0,6,6,100,0,0,0,0,0,0,0,0,6,0,0,6
24,Mike Conley,MIN,35,1,0,1,12.0,6,2,5,40.0,1,3,33.3,1,1,100,0,0,0,0,1,0,0,0,5,0,0,-11
24,Nikola Jokic,DEN,28,1,1,0,8.3,6,1,1,100,0,0,0.0,4,4,100,0,2,2,3,1,0,0,2,12,0,0,7
24,Norman Powell,LAC,29,1,0,1,11.0,6,1,2,50.0,0,0,0.0,4,4,100,0,0,0,0,0,0,0,0,6,0,0,-7
31,Anthony Davis,LAL,30,1,0,1,8.6,5,2,2,100,1,1,100,0,0,0.0,0,1,1,1,0,0,0,0,8,0,0,1
31,Davion Mitchell,SAC,24,1,1,0,11.6,5,2,3,66.7,1,2,50.0,0,0,0.0,0,1,1,1,0,0,0,0,8,0,0,0
31,Dejounte Murray,ATL,26,1,0,1,10.8,5,2,6,33.3,1,3,33.3,0,0,0.0,1,1,2,2,2,1,0,1,11,0,0,-2
31,Evan Mobley,CLE,21,1,1,0,8.8,5,2,3,66.7,0,0,0.0,1,2,50.0,1,3,4,0,0,0,1,2,13,1,0,5
31,Jaren Jackson Jr.,MEM,23,1,1,0,11.7,5,1,3,33.3,0,1,0.0,3,4,75.0,1,2,3,1,1,1,1,2,15,0,0,-2
31,Jayson Tatum,BOS,25,1,1,0,12.0,5,2,6,33.3,1,3,33.3,0,0,0.0,0,3,3,2,2,1,1,0,16,1,0,4
31,Julius Randle,NYK,28,1,0,1,5.0,5,2,2,100,0,0,0.0,1,1,100,0,0,0,0,1,0,0,0,4,0,0,6
31,Mikal Bridges,BKN,26,1,0,1,9.6,5,2,4,50.0,1,2,50.0,0,0,0.0,0,0,0,0,1,0,0,0,4,0,0,-9
31,Seth Curry,BKN,32,1,0,1,10.9,5,1,3,33.3,1,2,50.0,2,3,66.7,0,0,0,2,0,0,0,2,8,0,0,-4
31,Spencer Dinwiddie,BKN,30,1,0,1,12.0,5,2,4,50.0,0,0,0.0,1,1,100,0,0,0,1,0,0,0,1,7,0,0,-7
41,Aaron Gordon,DEN,27,1,1,0,9.0,4,2,2,100,0,0,0.0,0,0,0.0,2,0,2,1,0,0,0,2,8,1,0,8
41,Bismack Biyombo,PHX,30,1,1,0,5.0,4,2,4,50.0,0,0,0.0,0,0,0.0,3,1,4,1,0,0,0,1,10,0,0,7
41,Brook Lopez,MIL,35,1,1,0,7.4,4,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,7,0,0,-15
41,Cody Zeller,MIA,30,1,0,1,12.0,4,2,2,100,0,0,0.0,0,0,0.0,1,7,8,3,2,0,0,1,16,0,0,17
41,Desmond Bane,MEM,24,1,1,0,11.7,4,0,3,0.0,0,2,0.0,4,4,100,0,0,0,0,0,0,0,0,4,0,0,-2
41,Domantas Sabonis,SAC,26,1,1,0,12.0,4,2,3,66.7,0,0,0.0,0,2,0.0,1,0,1,1,1,0,0,3,6,0,0,0
41,Jarred Vanderbilt,LAL,24,1,0,1,2.9,4,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,1,6,0,0,1
41,Jarrett Allen,CLE,25,1,1,0,7.7,4,2,2,100,0,0,0.0,0,0,0.0,1,1,2,0,0,2,1,1,15,0,0,-1
41,Josh Okogie,PHX,24,1,1,0,6.9,4,1,2,50.0,0,1,0.0,2,2,100,0,2,2,0,0,0,0,2,6,0,0,5
41,Kevin Durant,PHX,34,1,1,0,10.6,4,1,3,33.3,0,2,0.0,2,2,100,0,0,0,2,1,1,0,0,9,0,0,3
41,RJ Barrett,NYK,22,1,0,1,10.4,4,2,4,50.0,0,1,0.0,0,1,0.0,0,1,1,0,0,0,0,0,5,0,0,6
41,Robin Lopez,CLE,35,1,1,0,2.4,4,2,2,100,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,4,0,0,-3
41,Tobias Harris,PHI,30,1,1,0,10.7,4,1,2,50.0,0,0,0.0,2,2,100,2,3,5,0,0,0,0,1,10,1,0,11
54,Al Horford,BOS,36,1,1,0,7.0,3,1,1,100,1,1,100,0,0,0.0,0,1,1,0,0,0,0,0,4,0,0,13
54,Austin Reaves,LAL,24,1,0,1,8.6,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,0,0,2,5,0,0,1
54,Bobby Portis,MIL,28,1,1,0,3.3,3,1,1,100,1,1,100,0,0,0.0,0,0,0,0,0,0,0,1,3,1,0,2
54,Cameron Johnson,BKN,27,1,0,1,9.6,3,1,3,33.3,0,1,0.0,1,2,50.0,0,2,2,1,0,2,0,1,13,0,0,-9
54,Cedi Osman,CLE,28,1,1,0,9.3,3,1,3,33.3,1,3,33.3,0,0,0.0,0,1,1,0,2,0,0,2,2,0,0,-10
54,James Harden,PHI,33,1,1,0,12.0,3,1,3,33.3,1,2,50.0,0,0,0.0,0,1,1,1,0,2,0,0,12,0,0,7
54,Josh Hart,NYK,28,1,0,1,6.3,3,1,2,50.0,1,1,100,0,0,0.0,1,1,2,0,0,0,0,1,5,0,0,-5
54,Malik Monk,SAC,25,1,1,0,12.0,3,1,4,25.0,0,0,0.0,1,2,50.0,0,3,3,0,0,0,1,0,10,0,0,0
54,Marcus Smart,BOS,29,1,1,0,7.9,3,1,2,50.0,1,2,50.0,0,0,0.0,0,0,0,1,0,1,0,0,8,0,0,2
54,Royce O'Neale,BKN,29,1,0,1,12.0,3,1,5,20.0,1,5,20.0,0,0,0.0,0,1,1,2,0,1,0,2,10,0,0,-7
54,Xavier Tillman,MEM,24,1,1,0,6.3,3,1,2,50.0,0,0,0.0,1,2,50.0,2,2,4,0,0,0,0,0,8,1,0,-2
65,Andrew Wiggins,GSW,28,1,0,1,9.5,2,1,6,16.7,0,3,0.0,0,0,0.0,0,2,2,0,0,0,0,2,4,0,0,1
65,D'Angelo Russell,LAL,27,1,0,1,8.6,2,1,4,25.0,0,1,0.0,0,0,0.0,2,1,3,2,0,0,0,2,9,0,0,1
65,Deandre Ayton,PHX,24,1,1,0,6.7,2,1,1,100,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,1,6,1,0,2
65,Donovan Mitchell,CLE,26,1,1,0,6.8,2,1,3,33.3,0,2,0.0,0,0,0.0,1,0,1,3,1,0,0,1,7,1,0,6
65,Goran Dragic,MIL,36,1,1,0,3.3,2,0,0,0.0,0,0,0.0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,-9
65,Grayson Allen,MIL,27,1,1,0,7.4,2,0,2,0.0,0,1,0.0,2,2,100,0,1,1,0,0,0,0,0,3,0,0,-15
65,Haywood Highsmith,MIA,26,1,0,1,12.0,2,1,2,50.0,0,1,0.0,0,0,0.0,1,1,2,1,0,2,1,0,15,0,0,17
65,Jaylen Brown,BOS,26,1,1,0,7.1,2,1,1,100,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,0,4,0,0,-1
65,Kentavious Caldwell-Pope,DEN,30,1,1,0,9.7,2,0,2,0.0,0,1,0.0,2,2,100,0,2,2,0,0,1,0,1,7,0,0,11
65,Kyle Anderson,MIN,29,1,0,1,9.2,2,0,0,0.0,0,0,0.0,2,2,100,2,2,4,2,1,0,0,4,9,0,0,-9
65,Malcolm Brogdon,BOS,30,1,1,0,7.6,2,1,3,33.3,0,0,0.0,0,0,0.0,2,0,2,2,0,0,0,1,7,0,0,5
65,Obi Toppin,NYK,25,1,0,1,7.0,2,1,4,25.0,0,2,0.0,0,0,0.0,0,0,0,1,1,1,0,0,6,0,0,-1
65,Paul Reed,PHI,23,1,1,0,5.3,2,1,2,50.0,0,0,0.0,0,0,0.0,3,0,3,0,2,0,0,1,4,0,0,0
65,Rudy Gobert,MIN,30,1,0,1,7.3,2,1,2,50.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,0,2,5,0,0,-2
65,Torrey Craig,PHX,32,1,1,0,5.1,2,1,2,50.0,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,0,4,0,0,4
65,Tyus Jones,MEM,26,1,1,0,6.9,2,0,2,0.0,0,2,0.0,2,2,100,1,1,2,2,1,0,0,0,6,0,0,-2
81,De'Anthony Melton,PHI,24,1,1,0,2.4,1,0,1,0.0,0,1,0.0,1,2,50.0,0,0,0,0,0,0,0,1,1,0,0,-2
82,Amir Coffey,LAC,25,1,0,1,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
82,Bones Hyland,LAC,22,1,0,1,4.0,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-1,0,0,-7
82,Brandon Boston Jr.,LAC,21,1,0,1,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,-2
82,Bruce Brown,DEN,26,1,1,0,6.0,0,0,2,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,1,0,1,4,0,0,4
82,Clint Capela,ATL,28,1,0,1,1.6,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,-5
82,Damion Lee,PHX,30,1,1,0,0.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
82,Danny Green,CLE,35,1,1,0,5.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,0,0,-11
82,Darius Garland,CLE,23,1,1,0,4.7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,4
82,David Roddy,MEM,22,1,1,0,3.9,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
82,Dennis Schroder,LAL,29,1,0,1,2.9,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-1,0,0,1
82,Dorian Finney-Smith,BKN,29,1,0,1,2.2,0,0,0,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,0,0,1,0,0,-5
82,Draymond Green,GSW,33,1,0,1,5.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,2,1,0,0,1,4,0,0,5
82,Eric Gordon,LAC,34,1,0,1,8.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,1,0,0,2,0,0,0,-2
82,Georges Niang,PHI,29,1,1,0,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,-4
82,Isaiah Hartenstein,NYK,24,1,0,1,12.0,0,0,1,0.0,0,0,0.0,0,0,0.0,2,1,3,4,0,1,0,1,13,0,0,5
82,Ish Wainright,PHX,28,1,1,0,0.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
82,Ivica Zubac,LAC,26,1,0,1,4.9,0,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Jae Crowder,MIL,32,1,1,0,3.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,4,0,0,2
82,Jalen McDaniels,PHI,25,1,1,0,12.0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,4,0,0,7
82,Jason Preston,LAC,23,1,0,1,1.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
82,Jaylen Nowell,MIN,23,1,0,1,3.7,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Jeff Green,DEN,36,1,1,0,6.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-1,0,0,7
82,Jevon Carter,MIL,27,1,1,0,6.6,0,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,0,1,0,0,4,0,0,-14
82,Joe Harris,BKN,31,1,0,1,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,0,3,0,0,4
82,Joe Ingles,MIL,35,1,1,0,5.6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,-3
82,John Collins,ATL,25,1,0,1,7.2,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,0,0,0,1,0,3,0,0,5
82,John Konchar,MEM,27,1,1,0,5.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,0,1,3,0,0,0
82,Jrue Holiday,MIL,32,1,1,0,3.3,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,3,1,1,0,0,7,1,0,2
82,Karl-Anthony Towns,MIN,27,1,0,1,10.6,0,0,4,0.0,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,2,-1,1,0,-15
82,Kenneth Lofton Jr.,MEM,20,1,1,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Kevin Huerter,SAC,24,1,1,0,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,0
82,Kevon Looney,GSW,27,1,0,1,7.0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,-5
82,Khris Middleton,MIL,31,1,1,0,5.2,0,0,6,0.0,0,3,0.0,0,0,0.0,0,2,2,2,0,0,0,0,5,0,0,-10
82,Landry Shamet,PHX,26,1,1,0,1.7,0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6
82,Lonnie Walker IV,LAL,24,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Luke Kennard,MEM,26,1,1,0,5.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,0,0,0
82,Luke Kornet,BOS,27,1,1,0,0.8,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-5
82,Malik Beasley,LAL,26,1,0,1,2.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
82,MarJon Beauchamp,MIL,22,1,1,0,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
82,Mason Plumlee,LAC,33,1,0,1,2.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-6
82,Max Christie,LAL,20,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Meyers Leonard,MIL,31,1,1,0,1.3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
82,Miles McBride,NYK,22,1,0,1,2.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
82,Mo Bamba,LAL,24,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Moses Moody,GSW,20,1,0,1,2.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,3,0,0,-1
82,Nic Claxton,BKN,24,1,0,1,2.4,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,2
82,Nickeil Alexander-Walker,MIN,24,1,0,1,6.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,0,-1,0,0,-9
82,Onyeka Okongwu,ATL,22,1,0,1,8.2,0,0,1,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,1,4,0,0,-8
82,Raul Neto,CLE,30,1,1,0,3.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,0,-10
82,Robert Williams III,BOS,25,1,1,0,5.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,2,2,0,0,-2
82,Rui Hachimura,LAL,25,1,0,1,11.5,0,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,1,0,0,0,1,4,0,0,2
82,Saddiq Bey,ATL,24,1,0,1,1.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-2
82,Santi Aldama,MEM,22,1,1,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Shaquille Harrison,LAL,29,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
82,Taurean Prince,MIN,29,1,0,1,0.2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,-4
82,Terance Mann,LAC,26,1,0,1,7.1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,-9
82,Thanasis Antetokounmpo,MIL,30,1,1,0,1.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
82,Trey Lyles,SAC,27,1,1,0,1.9,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,0,0,-2
82,Wenyen Gabriel,LAL,26,1,0,1,0.5,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,0,1,-1,0,0,0
82,Ziaire Williams,MEM,21,1,1,0,0.3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
