PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Terrence Jones,HOU,23,6-9,255,Kentucky,USA,2012,1,18,17.0,10.2,4.8,1.0,-4.5,6.7,12.0,20.2,47.3,7.4,2015
Terrence Ross,TOR,24,6-7,195,Washington,USA,2012,1,8,4.0,7.0,1.5,1.0,-18.3,0.0,6.2,12.5,48.3,5.4,2015
Thaddeus Young,BKN,27,6-8,221,Georgia Tech,USA,2007,1,12,6.0,10.5,7.2,2.7,-6.1,8.7,13.3,20.0,44.2,14.3,2015
Tiago Splitter,SAS,30,6-11,245,None,Brazil,2007,1,28,7.0,3.4,4.4,1.3,-4.2,8.9,14.3,14.4,37.1,11.4,2015
Tim Duncan,SAS,39,6-11,250,Wake Forest,US Virgin Islands,1997,1,1,7.0,17.9,11.1,3.3,4.6,7.5,23.0,20.2,59.5,14.7,2015
Tim Frazier,POR,24,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,2.0,0.0,0.0,0.0,50.0,0.0,0.0,20.0,0.0,0.0,2015
Timofey Mozgov,CLE,28,7-1,250,None,Russia,Undrafted,Undrafted,Undrafted,20.0,10.6,7.3,0.7,8.0,10.4,15.7,18.9,57.7,4.2,2015
Tony Allen,MEM,33,6-4,213,Oklahoma State,USA,2004,1,25,10.0,6.6,5.2,1.5,1.1,5.1,13.9,12.0,53.0,8.5,2015
Tony Parker,SAS,33,6-2,185,None,France,2001,1,28,7.0,10.9,3.3,3.6,-0.7,1.8,9.0,23.7,38.6,18.5,2015
Tony Snell,CHI,23,6-7,200,New Mexico,USA,2013,1,20,11.0,3.9,1.5,0.5,0.3,0.6,9.8,16.2,47.0,8.7,2015
Trevor Ariza,HOU,29,6-8,215,UCLA,USA,2004,2,43,17.0,13.2,6.4,2.6,-1.1,2.6,13.0,13.5,57.6,10.0,2015
Tristan Thompson,CLE,24,6-9,238,Texas-Austin,Canada,2011,1,4,20.0,9.6,10.8,0.5,2.6,11.5,16.9,11.0,58.2,2.0,2015
Tyler Ennis,MIL,20,6-3,175,Syracuse,Canada,2014,1,18,1.0,5.0,4.0,3.0,-22.8,12.5,6.3,23.7,27.8,33.3,2015
Tyler Hansbrough,TOR,29,6-9,250,North Carolina,USA,2009,1,13,4.0,1.3,1.5,0.8,-6.5,2.0,11.1,8.7,37.0,10.0,2015
Tyler Zeller,BOS,25,7-0,253,North Carolina,USA,2012,1,17,4.0,8.5,4.5,0.5,-7.9,2.3,17.8,18.2,54.5,4.2,2015
Tyreke Evans,NOP,25,6-6,220,Memphis,USA,2009,1,4,4.0,10.0,5.0,5.0,-20.0,2.4,13.6,21.1,39.6,25.0,2015
Tyson Chandler,DAL,32,7-1,240,None,USA,2001,1,2,5.0,10.2,10.8,0.2,-7.4,15.7,16.4,12.1,63.1,0.9,2015
Vince Carter,MEM,38,6-6,220,North Carolina,USA,1998,1,5,11.0,6.3,4.3,1.0,-5.6,5.7,18.1,16.3,48.6,8.7,2015
Will Bynum,WAS,32,6-0,185,Georgia Tech,USA,Undrafted,Undrafted,Undrafted,3.0,6.3,1.0,1.0,-10.1,6.7,2.8,26.9,58.6,15.8,2015
Zach Randolph,MEM,33,6-9,260,Michigan State,USA,2001,1,19,11.0,15.6,8.5,2.1,-1.3,8.2,16.1,24.4,47.1,11.0,2015
Zaza Pachulia,MIL,31,6-11,270,None,Georgia,2003,2,42,6.0,6.7,6.7,1.5,-11.2,7.4,25.0,17.6,43.7,12.0,2015
