PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Mirza Teletovic,MIL,32,6-9,242,None,Bosnia and Herzegovina,Undrafted,Undrafted,Undrafted,10,71,23,10,-10,2.1,12.8,18.3,62.3,10.3,2019
Monte Morris,DEN,23,6-3,175,Iowa State,USA,2017,2,51,3,10,2,7,-15,0.0,8.0,13.6,72.7,36.8,2019
Montrezl Harrell,LAC,24,6-8,240,Louisville,USA,2015,2,32,76,836,306,74,2,8.1,14.6,22.7,64.7,9.3,2019
Myke Henry,MEM,25,6-6,210,DePaul,USA,2016,,,20,107,38,22,-4,2.6,8.1,14.8,47.2,8.3,2019
Myles Turner,IND,22,6-11,255,Texas,USA,2015,1,11,65,828,417,87,3,5.2,17.4,19.9,56.7,7.1,2019
Nate Wolters,UTA,27,6-4,190,South Dakota State,USA,2013,2,38,5,2,2,1,-1,4.5,5.6,12.5,16.7,7.7,2019
Naz Mitrou-Long,UTA,24,6-4,218,Iowa State,Canada,Undrafted,Undrafted,Undrafted,1,3,0,0,250,0.0,0.0,50.0,150.0,0.0,2019
Nemanja Bjelica,MIN,30,6-10,230,None,Serbia,2010,2,35,67,454,274,86,0,3.9,16.4,13.9,58.1,8.8,2019
Nene,HOU,35,6-11,250,None,Brazil,2002,1,7,52,340,176,45,17,7.4,15.6,18.3,59.4,9.3,2019
Nerlens Noel,DAL,24,6-11,220,Kentucky,USA,2013,1,6,30,131,168,20,-12,9.2,27.3,13.1,55.8,7.0,2019
Nick Collison,OKC,37,6-10,255,Kansas,USA,2003,1,12,15,31,20,4,-3,8.6,17.6,18.1,62.7,8.7,2019
Nick Young,GSW,33,6-7,210,Southern California,USA,2007,1,16,80,581,125,36,1,1.5,7.1,16.9,56.2,3.8,2019
Nicolas Batum,CHA,29,6-8,200,None,France,2008,1,25,64,740,306,349,0,2.8,12.4,17.8,52.3,25.5,2019
Nicolas Brussino,ATL,25,6-8,195,None,Argentina,Undrafted,Undrafted,Undrafted,4,0,3,0,89,0.0,20.0,8.3,0.0,0.0,2019
Nigel Hayes,SAC,23,6-7,254,Wisconsin,USA,Undrafted,Undrafted,Undrafted,9,27,22,6,4,3.0,14.5,13.1,39.3,7.7,2019
Nik Stauskas,BKN,24,6-6,205,Michigan,Canada,2014,1,8,41,181,64,39,-5,0.7,10.7,15.9,54.3,11.5,2019
Nikola Jokic,DEN,23,6-10,250,None,Serbia,2014,2,41,75,1385,803,458,6,8.1,25.4,23.8,60.3,28.6,2019
Nikola Mirotic,NOP,27,6-10,238,None,Montenegro,2011,1,23,55,859,405,80,4,3.8,21.3,22.3,57.7,7.9,2019
Nikola Vucevic,ORL,27,7-0,260,Southern California,Montenegro,2011,1,16,57,939,523,191,-1,5.9,24.9,25.2,53.3,18.4,2019
Noah Vonleh,CHI,22,6-9,245,Indiana,USA,2014,1,9,54,264,311,34,-2,7.4,26.5,14.2,50.9,5.9,2019
Norman Powell,TOR,25,6-4,215,UCLA,USA,2015,2,46,70,385,119,89,-2,1.3,10.0,18.5,49.2,12.2,2019
O.G. Anunoby,TOR,20,6-8,235,Indiana,United Kingdom,2017,1,23,74,438,184,55,10,3.0,9.0,12.1,58.7,4.9,2019
Okaro White,CLE,25,6-8,215,Florida State,USA,Undrafted,Undrafted,Undrafted,6,20,11,2,1,4.1,9.9,10.1,57.7,3.4,2019
Omari Johnson,MEM,29,6-9,220,Oregon State,Jamaica,Undrafted,Undrafted,Undrafted,4,22,11,7,11,6.0,10.3,13.9,52.4,10.6,2019
Omer Asik,CHI,31,7-0,255,None,Turkey,2008,2,36,18,22,47,3,-6,5.4,20.8,9.0,39.7,2.0,2019
Omri Casspi,GSW,30,6-9,225,None,Israel,2009,1,23,53,300,200,51,3,4.4,20.5,15.7,63.2,9.9,2019
Otto Porter Jr.,WAS,25,6-8,198,Georgetown,USA,2013,1,3,77,1134,492,157,5,4.4,16.1,18.2,60.2,9.6,2019
P.J. Tucker,HOU,33,6-6,245,Texas,USA,2006,2,35,82,502,457,77,11,4.1,16.0,10.3,53.7,4.7,2019
PJ Dozier,OKC,21,6-6,205,South Carolina,USA,Undrafted,Undrafted,Undrafted,2,2,1,0,-33,0.0,20.0,42.9,50.0,0.0,2019
Pascal Siakam,TOR,24,6-9,230,New Mexico State,Cameroon,2016,1,27,81,589,364,159,9,4.8,16.8,15.4,54.9,13.3,2019
Pat Connaughton,POR,25,6-5,210,Notre Dame,USA,2015,2,41,82,441,161,91,4,2.3,8.0,12.8,53.9,8.5,2019
Patrick Beverley,LAC,29,6-1,185,Arkansas,USA,2009,2,42,11,134,45,32,6,4.7,9.2,19.8,53.0,15.0,2019
Patrick McCaw,GSW,22,6-7,185,UNLV,USA,2016,2,38,57,229,82,81,-4,1.7,6.5,12.5,47.7,11.3,2019
Patrick Patterson,OKC,29,6-9,230,Kentucky,USA,2010,1,14,82,318,193,57,-3,2.4,12.8,11.2,55.5,6.8,2019
Patty Mills,SAS,29,6-0,185,St. Mary's,Australia,2009,2,55,82,819,154,229,3,1.2,6.1,17.2,55.8,15.8,2019
Pau Gasol,SAS,37,7-0,250,None,Spain,2001,1,3,77,775,619,238,1,6.9,25.6,20.1,53.9,20.8,2019
Paul George,OKC,28,6-9,220,Fresno State,USA,2010,1,10,79,1734,447,263,4,2.3,13.2,24.8,57.0,14.3,2019
Paul Millsap,DEN,33,6-8,246,Louisiana Tech,USA,2006,2,47,38,555,245,105,4,5.8,15.3,21.7,54.9,13.9,2019
Paul Zipser,CHI,24,6-8,226,None,Germany,2016,2,48,54,218,131,46,-12,1.5,14.7,15.6,44.5,8.6,2019
Quincy Acy,BKN,27,6-7,240,Baylor,USA,2012,2,37,70,411,257,57,-2,2.8,15.3,14.3,52.5,6.1,2019
Quincy Pondexter,CHI,30,6-7,225,Washington,USA,2010,1,26,23,45,27,9,-21,3.5,10.3,15.1,39.8,7.8,2019
Quinn Cook,GSW,25,6-2,179,Duke,USA,Undrafted,Undrafted,Undrafted,33,312,82,89,-2,1.4,9.4,17.6,59.3,17.9,2019
RJ Hunter,HOU,24,6-5,185,Georgia State,USA,2015,1,28,5,19,5,3,1,0.0,9.4,21.4,45.5,11.1,2019
Rajon Rondo,NOP,32,6-1,186,Kentucky,USA,2006,1,21,65,537,263,533,1,1.8,12.4,16.4,52.2,40.6,2019
Ramon Sessions,WAS,32,6-3,190,Nevada-Reno,USA,2007,2,56,28,136,38,77,-11,1.5,8.6,18.7,47.9,29.7,2019
Rashad Vaughn,ORL,21,6-6,202,UNLV,USA,2015,1,17,28,64,21,13,-2,1.6,8.5,13.7,54.6,9.0,2019
Raul Neto,UTA,26,6-1,179,None,Brazil,2013,2,47,41,183,49,75,10,1.4,7.9,17.3,55.0,23.0,2019
Raymond Felton,OKC,34,6-1,205,North Carolina,USA,2005,1,5,82,565,156,203,-1,1.8,9.7,21.0,49.4,25.5,2019
Reggie Bullock,DET,27,6-7,205,North Carolina,USA,2013,1,25,62,698,154,95,1,1.5,7.2,15.3,61.5,8.1,2019
Reggie Hearn,DET,26,6-5,210,Northwestern,USA,2013,0,0,3,3,0,0,-36,0.0,0.0,10.5,75.0,0.0,2019
Reggie Jackson,DET,28,6-3,208,Boston College,USA,2011,1,24,45,656,125,238,0,2.3,8.4,26.5,51.6,33.1,2019
Richard Jefferson,DEN,38,6-7,233,Arizona,USA,2001,1,13,20,30,17,15,-13,1.1,9.9,8.9,49.9,13.5,2019
Richaun Holmes,PHI,24,6-10,235,Bowling Green,USA,2015,2,37,48,311,211,61,-2,7.4,18.2,15.9,58.5,12.2,2019
Ricky Rubio,UTA,27,6-4,190,None,Spain,2009,1,5,77,1008,351,410,5,2.0,13.9,22.2,53.7,28.3,2019
Robert Covington,PHI,27,6-9,225,Tennessee State,USA,Undrafted,Undrafted,Undrafted,80,1009,433,156,10,2.2,13.7,16.8,56.3,8.4,2019
Robin Lopez,CHI,30,7-0,277,Stanford,USA,2008,1,15,64,756,290,124,-6,7.4,9.3,20.3,55.2,11.9,2019
Rodney Hood,CLE,25,6-8,206,Duke,USA,2014,1,23,60,882,165,95,-2,1.4,9.1,24.0,54.6,9.7,2019
Rodney McGruder,MIA,26,6-4,200,Kansas State,USA,Undrafted,Undrafted,Undrafted,18,91,33,17,6,3.5,7.8,11.4,59.5,7.5,2019
Rodney Purvis,ORL,24,6-4,205,Connecticut,USA,Undrafted,Undrafted,Undrafted,16,96,27,17,-9,0.3,8.5,18.7,42.3,9.2,2019
Ron Baker,NYK,25,6-4,220,Wichita State,USA,Undrafted,Undrafted,Undrafted,29,71,30,47,3,1.4,6.4,10.2,50.4,16.1,2019
Rondae Hollis-Jefferson,BKN,23,6-7,214,Arizona,USA,2015,1,23,68,946,459,167,-4,5.0,17.5,21.7,54.8,14.3,2019
Royce O'Neale,UTA,25,6-6,226,Baylor,USA,Undrafted,Undrafted,Undrafted,69,343,236,95,9,2.2,17.5,14.0,54.0,12.2,2019
Rudy Gay,SAS,31,6-8,230,Connecticut,USA,2006,1,8,57,655,291,73,3,6.0,17.5,23.7,54.5,9.7,2019
Rudy Gobert,UTA,26,7-1,245,None,France,2013,1,27,56,756,601,80,9,9.3,23.4,16.3,65.7,6.8,2019
Russell Westbrook,OKC,29,6-3,200,UCLA,USA,2008,1,4,80,2028,804,820,7,4.8,22.6,32.6,52.4,46.4,2019
Ryan Anderson,HOU,30,6-10,240,California,USA,2008,1,21,66,617,331,60,7,5.4,13.9,14.1,59.2,5.0,2019
Ryan Arcidiacono,CHI,24,6-3,195,Villanova,USA,Undrafted,Undrafted,Undrafted,24,48,25,35,-2,0.3,7.7,8.1,55.0,16.1,2019
Salah Mejri,DAL,32,7-2,235,None,Tunisia,Undrafted,Undrafted,Undrafted,61,214,246,35,2,11.3,21.6,12.6,64.4,7.1,2019
Sam Dekker,LAC,24,6-9,230,Wisconsin,USA,2015,1,18,73,303,174,38,4,5.0,13.6,14.8,53.4,5.9,2019
Scotty Hopson,DAL,28,6-7,204,Tennessee,USA,2011,0,0,1,1,0,1,-36,0.0,0.0,11.1,26.6,20.0,2019
Sean Kilpatrick,CHI,28,6-4,212,Cincinnati,USA,Undrafted,Undrafted,Undrafted,52,330,87,46,-9,0.7,13.1,24.2,50.7,12.1,2019
Semi Ojeleye,BOS,23,6-7,235,Southern Methodist,USA,2017,2,37,73,195,161,20,-7,3.1,10.6,8.8,47.3,2.6,2019
Serge Ibaka,TOR,28,6-10,235,None,Democratic Republic of the Congo,2008,1,24,76,959,478,62,7,3.7,18.3,18.9,57.4,4.4,2019
Shabazz Muhammad,MIL,25,6-6,221,UCLA,USA,2013,1,14,43,214,76,14,-13,5.7,13.6,22.5,51.0,5.5,2019
Shabazz Napier,POR,26,6-1,175,Connecticut,USA,2014,1,24,74,644,170,150,2,1.7,9.0,19.2,54.4,14.9,2019
Shane Larkin,BOS,25,5-11,175,Miami,USA,2013,1,18,54,231,92,98,1,1.9,10.1,15.3,49.1,21.0,2019
Shaquille Harrison,PHX,24,6-4,190,Tulsa,USA,Undrafted,Undrafted,Undrafted,23,152,61,55,6,2.3,13.0,17.3,54.0,19.9,2019
Shaun Livingston,GSW,32,6-7,192,None,USA,2004,1,4,71,394,131,140,6,3.3,8.0,16.5,53.3,16.9,2019
Shelvin Mack,ORL,28,6-3,203,Butler,USA,2011,2,34,69,473,166,272,-3,1.6,10.2,17.5,51.8,30.8,2019
Sindarius Thornwell,LAC,23,6-5,215,South Carolina,USA,2017,2,48,73,282,140,68,-2,2.8,8.6,11.8,51.9,8.1,2019
Skal Labissiere,SAC,22,6-11,225,Kentucky,Haiti,2016,1,28,60,523,287,72,-4,7.8,15.7,20.4,51.3,8.8,2019
Solomon Hill,NOP,27,6-7,225,Arizona,USA,2013,1,23,12,29,36,22,-5,4.6,12.4,11.3,33.2,14.0,2019
Spencer Dinwiddie,BKN,25,6-6,200,Colorado,USA,2014,2,38,80,1007,259,524,-1,1.6,9.4,20.1,52.7,34.9,2019
Stanley Johnson,DET,22,6-7,245,Arizona,USA,2015,1,8,69,599,252,112,-1,1.7,11.5,16.1,48.0,8.6,2019
Stephen Curry,GSW,30,6-3,190,Davidson,USA,2009,1,7,51,1346,261,310,13,2.4,12.4,29.0,67.5,27.2,2019
Sterling Brown,MIL,23,6-6,230,Southern Methodist,USA,2017,2,46,54,217,143,25,-3,3.5,14.7,13.5,50.3,4.9,2019
Steven Adams,OKC,24,7-0,255,Pittsburgh,New Zealand,2013,1,12,76,1056,685,88,6,14.2,12.3,16.0,63.0,5.1,2019
T.J. Leaf,IND,21,6-10,230,UCLA,USA,2017,1,18,53,156,82,9,-12,5.8,11.9,13.6,54.5,2.8,2019
T.J. McConnell,PHI,26,6-2,190,Arizona,USA,2015,0,,76,478,226,303,-1,2.1,10.0,13.4,54.5,25.8,2019
T.J. Warren,PHX,24,6-8,215,North Carolina State,USA,2014,1,14,65,1271,333,85,-9,5.5,9.3,24.3,54.1,6.9,2019
Taj Gibson,MIN,33,6-9,235,Southern California,USA,2009,1,26,82,999,584,99,5,7.2,14.6,14.4,61.0,5.1,2019
Tarik Black,HOU,26,6-9,250,Kansas,USA,Undrafted,Undrafted,Undrafted,51,180,163,13,-7,10.8,18.1,14.7,58.2,4.2,2019
Taurean Prince,ATL,24,6-8,220,Baylor,USA,2016,1,12,82,1158,389,214,-8,2.0,13.8,21.6,54.9,13.5,2019
Terrance Ferguson,OKC,20,6-7,184,None,USA,2017,1,21,61,189,47,19,-5,2.3,3.8,10.4,54.5,3.5,2019
Terrence Ross,ORL,27,6-7,206,Washington,USA,2012,1,8,24,209,73,38,-4,1.6,10.2,16.6,50.5,8.8,2019
Terry Rozier,BOS,24,6-2,190,Louisville,USA,2015,1,16,80,900,376,232,3,2.9,14.4,19.9,52.0,18.4,2019
Thabo Sefolosha,UTA,34,6-7,220,None,Switzerland,2006,1,13,38,312,161,33,4,3.8,17.0,16.2,59.1,6.6,2019
Thaddeus Young,IND,30,6-8,230,Georgia Tech,USA,2007,1,12,81,955,512,152,4,7.4,12.8,17.1,52.8,8.5,2019
Thomas Bryant,LAL,20,6-10,248,Indiana,USA,2017,2,42,15,22,17,6,-6,4.1,19.7,16.1,44.1,12.8,2019
Thon Maker,MIL,21,7-1,223,None,South Sudan,2016,1,10,74,356,225,46,-5,6.4,13.0,14.7,49.9,5.5,2019
Tim Frazier,WAS,27,6-1,170,Penn State,USA,Undrafted,Undrafted,Undrafted,59,176,115,194,-6,2.1,12.1,12.5,47.5,32.7,2019
Tim Hardaway Jr.,NYK,26,6-6,205,Michigan,USA,2013,1,24,57,996,224,155,-2,1.6,9.9,22.9,53.3,12.3,2019
Tim Quarterman,HOU,23,6-6,190,Louisiana State,USA,2016,,,3,4,3,1,-37,0.0,18.8,16.7,51.5,25.0,2019
Timofey Mozgov,BKN,31,7-1,275,None,Russia,Undrafted,Undrafted,Undrafted,31,131,98,11,-13,8.3,17.8,16.1,61.7,5.0,2019
Timothe Luwawu-Cabarrot,PHI,23,6-6,200,None,France,2016,1,24,52,299,72,54,0,1.7,6.4,16.8,51.1,9.8,2019
Tobias Harris,LAC,25,6-9,235,Tennessee,USA,2011,1,19,80,1486,437,192,-2,2.1,14.5,22.7,56.5,11.5,2019
Tomas Satoransky,WAS,26,6-7,210,None,Czech Republic,2012,2,32,73,524,233,286,2,4.5,9.9,13.4,61.5,24.6,2019
Tony Allen,NOP,36,6-4,213,Oklahoma State,USA,2004,1,25,22,103,47,9,-2,7.4,9.1,18.1,51.4,5.1,2019
Tony Bradley,UTA,20,6-10,248,North Carolina,USA,2017,1,28,9,8,11,1,-3,10.5,25.0,15.8,33.7,5.6,2019
Tony Parker,SAS,36,6-2,185,None,France,2001,1,28,55,421,95,195,-1,0.7,8.3,20.1,49.8,28.2,2019
Tony Snell,MIL,26,6-7,221,New Mexico,USA,2013,1,20,75,516,141,98,-1,0.5,6.6,10.5,57.8,6.4,2019
Torrey Craig,DEN,27,6-6,215,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,39,163,127,25,-3,6.4,13.4,11.6,53.5,5.4,2019
Travis Wear,LAL,27,6-10,225,UCLA,USA,Undrafted,Undrafted,Undrafted,17,75,38,7,2,0.0,16.3,15.2,49.7,4.5,2019
Treveon Graham,CHA,24,6-5,219,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,63,273,121,59,-5,3.6,7.9,11.2,55.3,8.2,2019
Trevor Ariza,HOU,33,6-8,215,UCLA,USA,2004,2,43,67,782,294,105,8,1.4,11.6,14.1,56.7,6.6,2019
Trevor Booker,IND,30,6-8,228,Clemson,USA,2010,1,23,68,428,318,82,-1,9.7,17.2,15.9,55.7,10.6,2019
Trey Burke,NYK,25,6-1,191,Michigan,USA,2013,1,9,36,461,71,170,-4,1.7,7.4,24.9,56.3,32.9,2019
Trey Lyles,DEN,22,6-10,234,Kentucky,Canada,2015,1,12,73,724,347,91,0,3.9,21.5,20.5,59.1,10.5,2019
Trey McKinney-Jones,IND,27,6-5,220,Miami,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,-33,0.0,0.0,0.0,0.0,0.0,2019
Tristan Thompson,CLE,27,6-9,238,Texas-Austin,Canada,2011,1,4,53,307,352,33,-6,11.3,21.0,12.1,56.9,4.3,2019
Troy Daniels,PHX,26,6-4,205,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,79,703,127,48,-12,0.7,6.9,16.8,58.3,4.7,2019
Troy Williams,NYK,23,6-7,218,Indiana,USA,Undrafted,Undrafted,Undrafted,21,133,63,16,-4,7.1,13.7,19.2,54.4,7.1,2019
Tyler Cavanaugh,ATL,24,6-9,238,George Washington,USA,Undrafted,Undrafted,Undrafted,39,183,127,27,-2,8.1,17.1,13.9,56.7,7.6,2019
Tyler Dorsey,ATL,22,6-5,183,Oregon,USA,2017,2,41,56,405,130,79,-7,1.6,11.2,19.3,49.4,12.8,2019
Tyler Ennis,LAL,23,6-3,194,Syracuse,Canada,2014,1,18,54,224,95,105,-2,2.6,10.1,16.9,47.3,23.4,2019
Tyler Johnson,MIA,26,6-4,190,Fresno State,USA,Undrafted,Undrafted,Undrafted,72,843,248,165,1,1.6,10.5,18.0,54.9,12.3,2019
Tyler Lydon,DEN,22,6-9,220,Syracuse,USA,2017,1,24,1,0,0,0,-150,0.0,0.0,0.0,0.0,0.0,2019
Tyler Ulis,PHX,22,5-10,160,Kentucky,USA,2016,2,34,71,554,128,311,-9,1.4,6.1,18.4,46.5,28.2,2019
Tyler Zeller,MIL,28,7-0,250,North Carolina,USA,2012,1,17,66,441,305,47,1,9.4,16.8,15.7,59.8,6.3,2019
Tyreke Evans,MEM,28,6-6,220,Memphis,USA,2009,1,4,52,1010,265,269,0,2.7,13.7,27.7,56.1,30.4,2019
Tyrone Wallace,LAC,24,6-5,198,California,USA,2016,2,60,30,291,105,71,-2,2.4,9.1,15.9,51.7,11.5,2019
Tyson Chandler,PHX,35,7-1,240,None,USA,2001,1,2,46,300,418,53,-10,10.9,24.1,10.5,65.8,6.5,2019
Tyus Jones,MIN,22,6-2,184,Duke,USA,2015,1,24,82,416,132,232,6,1.1,8.3,12.4,57.2,21.5,2019
Udonis Haslem,MIA,38,6-8,235,Florida,USA,Undrafted,Undrafted,Undrafted,14,8,10,5,-1,3.9,9.2,11.3,25.2,11.9,2019
Vander Blue,LAL,25,6-5,200,Marquette,USA,Undrafted,Undrafted,Undrafted,5,3,1,3,18,0.0,2.2,8.5,25.5,8.6,2019
Victor Oladipo,IND,26,6-4,210,Indiana,USA,2013,1,2,75,1735,390,323,6,1.9,13.2,29.5,57.7,20.9,2019
Vince Carter,SAC,41,6-6,220,North Carolina,USA,1998,1,5,58,313,148,69,-3,1.7,13.0,14.4,52.3,9.9,2019
Vincent Hunter,MEM,23,6-8,208,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4,6,3,0,31,18.2,16.7,25.0,60.0,0.0,2019
Wade Baldwin IV,POR,22,6-4,202,Vanderbilt,USA,2016,1,17,7,38,8,5,6,1.4,9.0,15.9,74.8,9.3,2019
Walt Lemon Jr.,NOP,25,6-3,180,Bradley,USA,2014,,,5,17,2,5,-15,0.0,6.5,25.6,49.1,17.2,2019
Wayne Ellington,MIA,30,6-5,200,North Carolina,USA,2009,1,28,77,864,218,79,2,1.1,9.4,16.7,58.8,6.0,2019
Wayne Selden,MEM,23,6-5,230,Kansas,USA,2016,,,35,325,56,66,-8,2.3,6.0,21.2,55.1,15.4,2019
Wes Iwundu,ORL,23,6-7,195,Kansas State,USA,2017,2,33,62,229,137,57,-5,3.3,10.0,11.4,48.0,8.4,2019
Wesley Johnson,LAC,30,6-7,215,Syracuse,USA,2010,1,4,74,403,216,61,-1,1.9,12.2,12.6,51.2,5.6,2019
Wesley Matthews,DAL,31,6-5,220,Marquette,USA,Undrafted,Undrafted,Undrafted,63,802,198,172,-7,1.3,8.5,17.3,54.1,12.5,2019
Will Barton,DEN,27,6-6,190,Memphis,USA,2012,2,40,81,1268,409,331,2,2.6,12.6,20.1,56.2,18.5,2019
Willie Cauley-Stein,SAC,24,7-0,240,Kentucky,USA,2015,1,6,73,932,510,172,-8,6.4,19.7,21.5,52.9,13.5,2019
Willie Reed,DET,28,6-11,245,St. Louis,USA,2011,0,0,42,195,121,10,3,8.0,20.5,15.9,67.1,3.5,2019
Willy Hernangomez,CHA,24,6-11,240,None,Spain,2015,2,35,48,246,183,33,0,11.5,24.8,20.3,60.4,10.9,2019
Wilson Chandler,DEN,31,6-9,225,DePaul,USA,2007,1,23,74,738,398,159,1,4.4,12.7,14.2,54.2,9.4,2019
Xavier Munford,MIL,26,6-4,173,Rhode Island,USA,2014,,,6,3,1,4,-23,5.0,0.0,18.4,21.8,36.4,2019
Xavier Rathan-Mayes,MEM,24,6-4,208,Florida State,Canada,2017,,,5,29,5,18,-24,0.0,5.3,20.7,31.5,24.7,2019
Xavier Silas,BOS,30,6-5,205,Northern Illinois,USA,2011,,,2,0,2,0,6,9.1,12.5,13.6,0.0,0.0,2019
Yogi Ferrell,DAL,25,6-0,180,Indiana,USA,Undrafted,Undrafted,Undrafted,82,838,249,201,0,1.1,9.7,16.6,54.0,13.7,2019
Zach Collins,POR,20,7-0,230,Gonzaga,USA,2017,1,10,66,292,221,52,1,4.4,16.3,15.3,47.5,7.0,2019
Zach LaVine,CHI,23,6-5,185,UCLA,USA,2014,1,13,24,401,94,72,-12,1.3,13.8,29.0,49.9,18.7,2019
Zach Randolph,SAC,36,6-9,250,Michigan State,USA,2001,1,19,59,857,397,127,-12,6.3,21.5,27.0,52.9,14.6,2019
Zaza Pachulia,GSW,34,6-11,270,None,Georgia,2003,2,42,69,373,321,109,9,10.0,22.3,16.5,61.2,14.1,2019
Zhou Qi,HOU,22,7-1,210,None,China,2016,2,43,18,22,22,2,-26,4.2,11.6,16.3,29.5,2.8,2019
