,Assister,Scorer,PTS
1883,Malik Monk,Davion Mitchell,3
1884,Kessler Edwards,Domantas Sabonis,2
1885,De'Aaron Fox,Kessler Edwards,3
1886,Domantas Sabonis,Kessler Edwards,2
1887,De'Aaron Fox,Keegan Murray,3
1888,Domantas Sabonis,Harrison Barnes,3
1889,De'Aaron Fox,Keegan Murray,3
1890,Domantas Sabonis,De'Aaron Fox,2
1891,De'Aaron Fox,Harrison Barnes,2
1892,Domantas Sabonis,Kessler Edwards,3
1893,Davion Mitchell,Harrison Barnes,3
1894,Malik Monk,Terence Davis,3
1895,Chimezie Metu,Malik Monk,3
1896,De'Aaron Fox,Malik Monk,2
1897,Malik Monk,Chimezie Metu,2
1898,Domantas Sabonis,Malik Monk,3
1899,Domantas Sabonis,Malik Monk,3
1900,Davion Mitchell,Keegan Murray,3
1901,Alex Len,Matthew Dellavedova,3
1902,Harrison Barnes,Kessler Edwards,2
1903,De'Aaron Fox,Harrison Barnes,2
1904,Kessler Edwards,Domantas Sabonis,2
1905,De'Aaron Fox,Keegan Murray,3
1906,De'Aaron Fox,Keon Ellis,3
1907,Trey Lyles,De'Aaron Fox,3
1908,Domantas Sabonis,De'Aaron Fox,3
1909,Trey Lyles,De'Aaron Fox,2
1910,Malik Monk,De'Aaron Fox,3
1911,De'Aaron Fox,Kessler Edwards,2
1912,Kessler Edwards,Malik Monk,3
1913,Domantas Sabonis,Harrison Barnes,3
1914,Domantas Sabonis,Harrison Barnes,3
1915,Domantas Sabonis,Harrison Barnes,2
1916,Domantas Sabonis,De'Aaron Fox,2
1917,Domantas Sabonis,Keegan Murray,3
1918,Keegan Murray,Domantas Sabonis,2
1919,Domantas Sabonis,De'Aaron Fox,2
1920,Domantas Sabonis,Keegan Murray,3
1921,De'Aaron Fox,Malik Monk,3
1922,Davion Mitchell,Keegan Murray,3
1923,Domantas Sabonis,Malik Monk,3
1924,Davion Mitchell,Keegan Murray,3
1925,De'Aaron Fox,Keegan Murray,3
1926,De'Aaron Fox,Keegan Murray,2
1927,Malik Monk,Chimezie Metu,2
1928,Harrison Barnes,Trey Lyles,3
1929,Malik Monk,Domantas Sabonis,2
1930,Kessler Edwards,De'Aaron Fox,3
1931,De'Aaron Fox,Keegan Murray,3
1932,De'Aaron Fox,Domantas Sabonis,2
1933,Domantas Sabonis,Kessler Edwards,3
1934,Domantas Sabonis,Kessler Edwards,3
1935,Domantas Sabonis,Keegan Murray,2
1936,Domantas Sabonis,Davion Mitchell,3
1937,Malik Monk,Domantas Sabonis,2
1938,Domantas Sabonis,Terence Davis,3
1939,Keegan Murray,Davion Mitchell,3
1940,Domantas Sabonis,Davion Mitchell,2
1941,Domantas Sabonis,Davion Mitchell,3
1942,Domantas Sabonis,Kessler Edwards,2
1943,Domantas Sabonis,Harrison Barnes,3
1944,Domantas Sabonis,Harrison Barnes,2
1945,De'Aaron Fox,Keegan Murray,3
1946,Domantas Sabonis,Harrison Barnes,3
1947,Keegan Murray,Domantas Sabonis,2
1948,Harrison Barnes,Terence Davis,3
1949,Davion Mitchell,Terence Davis,3
1950,Malik Monk,Terence Davis,3
1951,Domantas Sabonis,Keegan Murray,3
1952,Matthew Dellavedova,Richaun Holmes,3
1953,Matthew Dellavedova,Richaun Holmes,2
1954,Keon Ellis,Chimezie Metu,2
1955,Keegan Murray,Harrison Barnes,2
1956,Domantas Sabonis,Keegan Murray,3
1957,De'Aaron Fox,Domantas Sabonis,2
1958,Kessler Edwards,Harrison Barnes,3
1959,Kevin Huerter,De'Aaron Fox,2
1960,Kevin Huerter,Domantas Sabonis,2
1961,Davion Mitchell,Kessler Edwards,2
1962,Malik Monk,De'Aaron Fox,3
1963,Davion Mitchell,Malik Monk,3
1964,Domantas Sabonis,Keegan Murray,3
1965,Harrison Barnes,Domantas Sabonis,2
1966,Keegan Murray,Domantas Sabonis,2
1967,Domantas Sabonis,Kevin Huerter,2
1968,De'Aaron Fox,Kevin Huerter,3
1969,Domantas Sabonis,Kevin Huerter,3
1970,Domantas Sabonis,De'Aaron Fox,2
1971,Kevin Huerter,Keegan Murray,2
1972,Kevin Huerter,Domantas Sabonis,2
1973,Kevin Huerter,Keegan Murray,3
1974,Domantas Sabonis,Kevin Huerter,3
1975,Malik Monk,Domantas Sabonis,2
1976,Domantas Sabonis,Kevin Huerter,3
1977,Malik Monk,Chimezie Metu,2
1978,Davion Mitchell,Trey Lyles,2
1979,Davion Mitchell,Chimezie Metu,2
1980,Davion Mitchell,Kevin Huerter,2
1981,Davion Mitchell,Harrison Barnes,3
1982,Domantas Sabonis,Keegan Murray,2
1983,Domantas Sabonis,Kevin Huerter,3
1984,Kevin Huerter,Domantas Sabonis,2
1985,Harrison Barnes,Keegan Murray,3
1986,Domantas Sabonis,Davion Mitchell,2
1987,Domantas Sabonis,Keegan Murray,2
1988,Kessler Edwards,Keegan Murray,3
1989,Kevin Huerter,Keegan Murray,3
1990,Kessler Edwards,Keegan Murray,3
1991,Keegan Murray,Malik Monk,2
1992,Davion Mitchell,Trey Lyles,3
1993,Davion Mitchell,Malik Monk,3
1994,Domantas Sabonis,Matthew Dellavedova,3
1995,Domantas Sabonis,Kevin Huerter,3
1996,Domantas Sabonis,Matthew Dellavedova,2
1997,Harrison Barnes,Kevin Huerter,2
1998,Harrison Barnes,Domantas Sabonis,2
1999,Davion Mitchell,Kevin Huerter,3
2000,Davion Mitchell,Keegan Murray,2
2001,Harrison Barnes,Kevin Huerter,2
2002,Davion Mitchell,Harrison Barnes,3
2003,Kevin Huerter,Keegan Murray,3
2004,Keegan Murray,Domantas Sabonis,2
2005,Trey Lyles,Malik Monk,3
2006,Matthew Dellavedova,Kessler Edwards,2
2007,Malik Monk,Trey Lyles,3
2008,Kessler Edwards,Kevin Huerter,2
2009,Matthew Dellavedova,Domantas Sabonis,3
2010,Davion Mitchell,Harrison Barnes,3
2011,Kevin Huerter,Davion Mitchell,2
2012,Domantas Sabonis,Kevin Huerter,2
2013,Domantas Sabonis,Keegan Murray,3
2014,Domantas Sabonis,Harrison Barnes,2
2015,Kevin Huerter,De'Aaron Fox,3
2016,Domantas Sabonis,Keegan Murray,3
2017,Harrison Barnes,Domantas Sabonis,2
2018,Davion Mitchell,Harrison Barnes,2
2019,Domantas Sabonis,Harrison Barnes,2
2020,De'Aaron Fox,Trey Lyles,2
2021,Domantas Sabonis,Kevin Huerter,2
2022,De'Aaron Fox,Kevin Huerter,3
2023,Malik Monk,Domantas Sabonis,2
2024,Malik Monk,Domantas Sabonis,2
2025,De'Aaron Fox,Kevin Huerter,3
2026,De'Aaron Fox,Malik Monk,2
2027,De'Aaron Fox,Harrison Barnes,2
2028,Malik Monk,Domantas Sabonis,2
2029,De'Aaron Fox,Kevin Huerter,3
2030,Harrison Barnes,Kevin Huerter,2
2031,De'Aaron Fox,Keegan Murray,3
2032,Kevin Huerter,De'Aaron Fox,2
2033,De'Aaron Fox,Kevin Huerter,3
2034,Kessler Edwards,Domantas Sabonis,2
2035,Malik Monk,Domantas Sabonis,2
2036,Malik Monk,Trey Lyles,3
2037,Malik Monk,Alex Len,2
2038,Malik Monk,Alex Len,2
2039,Domantas Sabonis,Keegan Murray,2
2040,Keegan Murray,Domantas Sabonis,2
2041,Domantas Sabonis,Kevin Huerter,2
2042,Domantas Sabonis,Kevin Huerter,2
2043,Domantas Sabonis,Kevin Huerter,3
2044,De'Aaron Fox,Harrison Barnes,2
2045,Harrison Barnes,Kevin Huerter,3
2046,Kevin Huerter,Keegan Murray,3
2047,De'Aaron Fox,Kevin Huerter,2
2048,Kevin Huerter,Domantas Sabonis,2
2049,De'Aaron Fox,Keegan Murray,3
2050,Kevin Huerter,De'Aaron Fox,2
2051,Davion Mitchell,Kessler Edwards,3
2052,Malik Monk,De'Aaron Fox,2
2053,Malik Monk,De'Aaron Fox,3
2054,De'Aaron Fox,Trey Lyles,3
2055,Harrison Barnes,Malik Monk,3
2056,Davion Mitchell,Malik Monk,3
2057,Terence Davis,Richaun Holmes,2
2058,Matthew Dellavedova,Terence Davis,3
2059,PJ Dozier,Terence Davis,3
2060,Keegan Murray,Domantas Sabonis,2
2061,De'Aaron Fox,Keegan Murray,2
2062,De'Aaron Fox,Keegan Murray,3
2063,De'Aaron Fox,Kevin Huerter,3
2064,Domantas Sabonis,Kevin Huerter,2
2065,Kessler Edwards,Keegan Murray,3
2066,Domantas Sabonis,Malik Monk,2
2067,Domantas Sabonis,Trey Lyles,2
2068,Malik Monk,Davion Mitchell,2
2069,De'Aaron Fox,Malik Monk,3
2070,De'Aaron Fox,Alex Len,2
2071,Malik Monk,Trey Lyles,3
2072,Trey Lyles,Malik Monk,2
2073,Kevin Huerter,Malik Monk,3
2074,De'Aaron Fox,Kevin Huerter,3
2075,Domantas Sabonis,Kessler Edwards,2
2076,De'Aaron Fox,Kevin Huerter,3
2077,Domantas Sabonis,De'Aaron Fox,2
2078,De'Aaron Fox,Kevin Huerter,3
2079,De'Aaron Fox,Harrison Barnes,3
2080,Harrison Barnes,Keegan Murray,3
2081,Kessler Edwards,Domantas Sabonis,2
2082,Keegan Murray,Domantas Sabonis,2
2083,Davion Mitchell,Kessler Edwards,3
2084,Davion Mitchell,Kessler Edwards,3
2085,Davion Mitchell,Malik Monk,2
2086,Domantas Sabonis,Kessler Edwards,2
2087,De'Aaron Fox,Malik Monk,3
2088,De'Aaron Fox,Malik Monk,2
2089,Domantas Sabonis,Malik Monk,3
2090,Malik Monk,Keegan Murray,3
2091,Malik Monk,Domantas Sabonis,2
2092,Davion Mitchell,Domantas Sabonis,2
2093,Davion Mitchell,Keegan Murray,2
2094,Malik Monk,Domantas Sabonis,2
2095,Domantas Sabonis,Davion Mitchell,2
2096,Keegan Murray,Alex Len,2
2097,Richaun Holmes,Terence Davis,3
2098,De'Aaron Fox,Harrison Barnes,2
2099,Domantas Sabonis,Kevin Huerter,2
2100,Domantas Sabonis,Keegan Murray,2
2101,Davion Mitchell,Terence Davis,3
2102,Terence Davis,Kessler Edwards,2
2103,Kessler Edwards,Harrison Barnes,3
2104,Davion Mitchell,Keegan Murray,2
2105,Davion Mitchell,Kevin Huerter,2
2106,Kevin Huerter,Domantas Sabonis,2
2107,Domantas Sabonis,Harrison Barnes,2
2108,Alex Len,Kevin Huerter,3
2109,Harrison Barnes,Keegan Murray,3
2110,Domantas Sabonis,Keegan Murray,2
2111,Keegan Murray,Domantas Sabonis,2
2112,Kevin Huerter,Domantas Sabonis,2
2113,Domantas Sabonis,Davion Mitchell,2
2114,Trey Lyles,Kessler Edwards,3
2115,Domantas Sabonis,Terence Davis,2
2116,Davion Mitchell,Domantas Sabonis,3
2117,Alex Len,Terence Davis,3
2118,De'Aaron Fox,Alex Len,2
2119,De'Aaron Fox,Keegan Murray,3
2120,Kevin Huerter,Domantas Sabonis,2
2121,De'Aaron Fox,Kevin Huerter,3
2122,Domantas Sabonis,Kevin Huerter,2
2123,Domantas Sabonis,Kevin Huerter,2
2124,De'Aaron Fox,Domantas Sabonis,3
2125,Davion Mitchell,Domantas Sabonis,2
2126,Davion Mitchell,Kevin Huerter,2
2127,De'Aaron Fox,Alex Len,2
2128,De'Aaron Fox,Malik Monk,3
2129,Malik Monk,Harrison Barnes,3
2130,De'Aaron Fox,Malik Monk,2
2131,Alex Len,Keegan Murray,3
2132,Domantas Sabonis,Harrison Barnes,2
2133,Keegan Murray,Domantas Sabonis,2
2134,Domantas Sabonis,Harrison Barnes,2
2135,Kevin Huerter,Davion Mitchell,2
2136,Domantas Sabonis,Keegan Murray,3
2137,Malik Monk,Domantas Sabonis,2
2138,Domantas Sabonis,Malik Monk,2
2139,Malik Monk,De'Aaron Fox,3
2140,De'Aaron Fox,Malik Monk,3
2141,De'Aaron Fox,Domantas Sabonis,2
2142,De'Aaron Fox,Domantas Sabonis,2
2143,Domantas Sabonis,Keegan Murray,3
2144,De'Aaron Fox,Keegan Murray,3
2145,Kevin Huerter,De'Aaron Fox,3
2146,Domantas Sabonis,Keegan Murray,3
2147,Kevin Huerter,Keegan Murray,3
2148,Domantas Sabonis,Keegan Murray,3
2149,De'Aaron Fox,Harrison Barnes,2
2150,Domantas Sabonis,Malik Monk,2
2151,Domantas Sabonis,Davion Mitchell,3
2152,Kessler Edwards,Davion Mitchell,3
2153,Kevin Huerter,De'Aaron Fox,2
2154,Harrison Barnes,Kevin Huerter,3
2155,Keon Ellis,Terence Davis,3
2156,Terence Davis,PJ Dozier,2
2157,Domantas Sabonis,De'Aaron Fox,3
2158,Kevin Huerter,Harrison Barnes,2
2159,Domantas Sabonis,Kevin Huerter,3
2160,Domantas Sabonis,De'Aaron Fox,2
2161,Kevin Huerter,Domantas Sabonis,3
2162,Domantas Sabonis,Davion Mitchell,3
2163,Malik Monk,Domantas Sabonis,2
2164,De'Aaron Fox,Malik Monk,2
2165,De'Aaron Fox,Kevin Huerter,2
2166,Trey Lyles,Malik Monk,2
2167,Davion Mitchell,Domantas Sabonis,2
2168,Domantas Sabonis,Keegan Murray,3
2169,Kevin Huerter,Keegan Murray,3
2170,Domantas Sabonis,Davion Mitchell,2
2171,Domantas Sabonis,Keegan Murray,2
2172,Domantas Sabonis,Keegan Murray,2
2173,Domantas Sabonis,De'Aaron Fox,2
2174,De'Aaron Fox,Harrison Barnes,2
2175,Keegan Murray,Harrison Barnes,2
2176,Keegan Murray,Kevin Huerter,2
2177,Domantas Sabonis,Davion Mitchell,3
2178,Kessler Edwards,Domantas Sabonis,2
2179,Malik Monk,Trey Lyles,3
2180,De'Aaron Fox,Malik Monk,3
2181,Malik Monk,Trey Lyles,2
2182,De'Aaron Fox,Kevin Huerter,2
2183,De'Aaron Fox,Trey Lyles,3
2184,De'Aaron Fox,Malik Monk,3
2185,Domantas Sabonis,Harrison Barnes,2
2186,De'Aaron Fox,Kevin Huerter,3
2187,Malik Monk,De'Aaron Fox,2
2188,Davion Mitchell,Harrison Barnes,2
2189,Davion Mitchell,Alex Len,2
2190,Alex Len,Terence Davis,2
2191,Harrison Barnes,Chimezie Metu,2
2192,PJ Dozier,Chimezie Metu,2
2193,Kessler Edwards,Terence Davis,3
2194,Richaun Holmes,Terence Davis,3
2195,Kessler Edwards,Trey Lyles,3
2196,Terence Davis,PJ Dozier,3
2197,Richaun Holmes,Trey Lyles,3
2198,Keegan Murray,Richaun Holmes,3
2199,Davion Mitchell,Trey Lyles,2
2200,Alex Len,Keegan Murray,3
2201,Davion Mitchell,Harrison Barnes,3
2202,Davion Mitchell,Keegan Murray,2
2203,Terence Davis,Keegan Murray,2
2204,Harrison Barnes,Davion Mitchell,2
2205,Keegan Murray,Harrison Barnes,2
2206,PJ Dozier,Chimezie Metu,2
2207,PJ Dozier,Trey Lyles,3
2208,Trey Lyles,Richaun Holmes,2
2209,Keegan Murray,Richaun Holmes,2
2210,Richaun Holmes,Trey Lyles,2
2211,Terence Davis,Kessler Edwards,3
2212,Kevin Huerter,Domantas Sabonis,2
2213,Kevin Huerter,Harrison Barnes,3
2214,Domantas Sabonis,Kevin Huerter,3
2215,De'Aaron Fox,Harrison Barnes,3
2216,Domantas Sabonis,Kevin Huerter,3
2217,Domantas Sabonis,Harrison Barnes,3
2218,Keegan Murray,De'Aaron Fox,3
2219,Malik Monk,Domantas Sabonis,2
2220,Domantas Sabonis,PJ Dozier,2
2221,Malik Monk,Domantas Sabonis,2
2222,Malik Monk,Trey Lyles,2
2223,De'Aaron Fox,Harrison Barnes,3
2224,PJ Dozier,Kevin Huerter,2
2225,PJ Dozier,Domantas Sabonis,2
2226,Keegan Murray,Harrison Barnes,3
2227,De'Aaron Fox,Keegan Murray,3
2228,Domantas Sabonis,Keegan Murray,2
2229,PJ Dozier,Kevin Huerter,2
2230,PJ Dozier,Kevin Huerter,2
2231,Kevin Huerter,Keegan Murray,3
2232,Alex Len,Keegan Murray,2
2233,PJ Dozier,Terence Davis,2
2234,PJ Dozier,Terence Davis,3
2235,Keon Ellis,Chimezie Metu,2
