,GAME,FGM,FGA,FG%,FTM,FTA,FT%,3FGM,3FGA,3FG%,PTS,TEAM
74,11/4,44,81,54.3,13,16,81.3,11,26,42.3,112,Cleveland Cavaliers
75,11/2,42,100,42.0,19,24,79.2,11,39,28.2,114,Cleveland Cavaliers
76,10/30,41,89,46.1,16,19,84.2,23,50,46.0,121,Cleveland Cavaliers
77,10/28,45,87,51.7,26,34,76.5,16,35,45.7,132,Cleveland Cavaliers
78,10/26,36,87,41.4,21,30,70.0,10,33,30.3,103,Cleveland Cavaliers
79,10/23,41,96,42.7,22,25,88.0,13,33,39.4,117,Cleveland Cavaliers
80,10/22,48,85,56.5,16,18,88.9,16,27,59.3,128,Cleveland Cavaliers
81,10/19,38,77,49.4,19,23,82.6,10,28,35.7,105,Cleveland Cavaliers
0,4/9,52,108,48.1,17,22,77.3,15,40,37.5,136,New York Knicks
1,4/7,38,88,43.2,15,20,75.0,14,43,32.6,105,New York Knicks
2,4/5,52,100,52.0,16,25,64.0,18,46,39.1,138,New York Knicks
3,4/2,46,88,52.3,13,18,72.2,13,32,40.6,118,New York Knicks
4,3/31,49,93,52.7,15,24,62.5,17,36,47.2,130,New York Knicks
5,3/29,38,76,50.0,12,23,52.2,13,31,41.9,101,New York Knicks
6,3/27,50,86,58.1,20,28,71.4,17,39,43.6,137,New York Knicks
7,3/23,37,88,42.0,20,26,76.9,12,40,30.0,106,New York Knicks
8,3/22,42,82,51.2,20,25,80.0,16,40,40.0,120,New York Knicks
9,3/20,48,85,56.5,24,28,85.7,14,28,50.0,134,New York Knicks
10,3/18,41,83,49.4,25,28,89.3,9,32,28.1,116,New York Knicks
11,3/14,42,81,51.9,24,34,70.6,15,35,42.9,123,New York Knicks
12,3/12,42,88,47.7,17,21,81.0,11,37,29.7,112,New York Knicks
13,3/11,32,90,35.6,24,27,88.9,7,31,22.6,95,New York Knicks
14,3/9,42,101,41.6,20,31,64.5,13,50,26.0,117,New York Knicks
15,3/7,38,89,42.7,18,24,75.0,11,40,27.5,105,New York Knicks
16,3/5,47,95,49.5,22,32,68.8,15,41,36.6,131,New York Knicks
17,3/3,47,81,58.0,11,17,64.7,17,41,41.5,122,New York Knicks
18,3/1,54,89,60.7,14,21,66.7,20,35,57.1,142,New York Knicks
19,2/27,37,78,47.4,23,34,67.6,12,31,38.7,109,New York Knicks
20,2/25,45,88,51.1,19,23,82.6,19,48,39.6,128,New York Knicks
21,2/24,45,92,48.9,13,16,81.3,12,29,41.4,115,New York Knicks
22,2/15,45,96,46.9,18,22,81.8,14,43,32.6,122,New York Knicks
23,2/13,45,82,54.9,19,26,73.1,15,34,44.1,124,New York Knicks
24,2/11,43,95,45.3,28,38,73.7,12,36,33.3,126,New York Knicks
25,2/10,43,81,53.1,11,16,68.8,11,32,34.4,108,New York Knicks
26,2/7,37,81,45.7,13,19,68.4,15,43,34.9,102,New York Knicks
27,2/5,34,79,43.0,28,39,71.8,12,36,33.3,108,New York Knicks
28,2/4,45,94,47.9,20,26,76.9,18,40,45.0,128,New York Knicks
29,2/2,40,83,48.2,14,18,77.8,12,36,33.3,106,New York Knicks
30,1/31,44,98,44.9,28,32,87.5,7,34,20.6,123,New York Knicks
31,1/28,45,88,51.1,15,19,78.9,10,28,35.7,115,New York Knicks
32,1/26,44,96,45.8,19,23,82.6,13,38,34.2,120,New York Knicks
33,1/24,37,75,49.3,14,21,66.7,17,33,51.5,105,New York Knicks
34,1/22,40,82,48.8,18,26,69.2,18,41,43.9,116,New York Knicks
35,1/20,49,83,59.0,13,17,76.5,13,30,43.3,124,New York Knicks
36,1/18,40,96,41.7,18,27,66.7,7,26,26.9,105,New York Knicks
37,1/16,42,99,42.4,28,35,80.0,9,31,29.0,121,New York Knicks
38,1/15,40,88,45.5,25,31,80.6,12,30,40.0,117,New York Knicks
39,1/13,41,92,44.6,22,31,71.0,8,29,27.6,112,New York Knicks
40,1/11,38,84,45.2,28,33,84.8,15,42,35.7,119,New York Knicks
41,1/9,38,100,38.0,20,22,90.9,11,41,26.8,107,New York Knicks
42,1/6,39,83,47.0,18,26,69.2,16,37,43.2,112,New York Knicks
43,1/4,45,94,47.9,17,26,65.4,10,31,32.3,117,New York Knicks
44,1/2,36,74,48.6,17,25,68.0,13,33,39.4,102,New York Knicks
45,12/31,35,90,38.9,23,32,71.9,15,51,29.4,108,New York Knicks
46,12/29,38,90,42.2,24,31,77.4,15,41,36.6,115,New York Knicks
47,12/27,45,103,43.7,15,24,62.5,16,50,32.0,121,New York Knicks
48,12/25,43,90,47.8,14,17,82.4,12,32,37.5,112,New York Knicks
49,12/23,43,86,50.0,15,26,57.7,16,35,45.7,117,New York Knicks
50,12/21,42,76,55.3,11,18,61.1,11,26,42.3,106,New York Knicks
51,12/20,45,87,51.7,25,32,78.1,17,40,42.5,132,New York Knicks
52,12/18,39,83,47.0,23,30,76.7,8,26,30.8,109,New York Knicks
53,12/16,37,92,40.2,23,32,71.9,17,44,38.6,114,New York Knicks
54,12/14,45,91,49.5,20,25,80.0,18,34,52.9,128,New York Knicks
55,12/11,40,89,44.9,24,27,88.9,8,35,22.9,112,New York Knicks
56,12/9,41,93,44.1,26,30,86.7,13,34,38.2,121,New York Knicks
57,12/7,37,83,44.6,22,24,91.7,17,36,47.2,113,New York Knicks
58,12/4,35,86,40.7,17,21,81.0,5,29,17.2,92,New York Knicks
59,12/3,35,77,45.5,20,28,71.4,10,31,32.3,100,New York Knicks
60,11/30,42,100,42.0,13,20,65.0,6,30,20.0,103,New York Knicks
61,11/29,54,96,56.3,16,21,76.2,16,35,45.7,140,New York Knicks
62,11/27,44,87,50.6,25,30,83.3,10,30,33.3,123,New York Knicks
63,11/25,46,105,43.8,24,28,85.7,13,41,31.7,129,New York Knicks
64,11/21,51,97,52.6,16,20,80.0,11,34,32.4,129,New York Knicks
65,11/20,34,85,40.0,20,25,80.0,7,25,28.0,95,New York Knicks
66,11/18,30,87,34.5,32,34,94.1,9,34,26.5,101,New York Knicks
67,11/16,37,84,44.0,24,31,77.4,8,34,23.5,106,New York Knicks
68,11/15,44,93,47.3,19,25,76.0,11,32,34.4,118,New York Knicks
69,11/13,48,97,49.5,29,33,87.9,10,31,32.3,135,New York Knicks
70,11/11,42,94,44.7,27,29,93.1,10,40,25.0,121,New York Knicks
71,11/9,28,87,32.2,17,26,65.4,12,43,27.9,85,New York Knicks
72,11/7,39,89,43.8,23,25,92.0,19,48,39.6,120,New York Knicks
73,11/5,46,90,51.1,15,16,93.8,11,27,40.7,118,New York Knicks
74,11/4,37,80,46.3,23,27,85.2,9,33,27.3,106,New York Knicks
75,11/2,37,90,41.1,15,20,75.0,10,36,27.8,99,New York Knicks
76,10/30,45,92,48.9,8,16,50.0,10,27,37.0,108,New York Knicks
77,10/28,37,93,39.8,22,32,68.8,12,35,34.3,108,New York Knicks
78,10/26,52,97,53.6,19,22,86.4,11,30,36.7,134,New York Knicks
79,10/24,43,93,46.2,18,25,72.0,11,37,29.7,115,New York Knicks
80,10/21,50,95,52.6,14,22,63.6,16,38,42.1,130,New York Knicks
81,10/19,44,109,40.4,15,18,83.3,9,37,24.3,112,New York Knicks
0,4/9,35,83,42.2,23,28,82.1,12,32,37.5,105,Brooklyn Nets
1,4/7,35,89,39.3,22,25,88.0,9,42,21.4,101,Brooklyn Nets
2,4/5,45,86,52.3,16,23,69.6,17,43,39.5,123,Brooklyn Nets
3,4/4,39,90,43.3,11,14,78.6,13,35,37.1,102,Brooklyn Nets
4,4/2,38,86,44.2,26,34,76.5,9,32,28.1,111,Brooklyn Nets
5,3/31,49,88,55.7,11,13,84.6,15,33,45.5,124,Brooklyn Nets
6,3/29,44,82,53.7,18,27,66.7,17,35,48.6,123,Brooklyn Nets
7,3/26,37,91,40.7,24,28,85.7,8,35,22.9,106,Brooklyn Nets
8,3/25,44,89,49.4,23,25,92.0,18,40,45.0,129,Brooklyn Nets
9,3/23,39,81,48.1,24,27,88.9,12,34,35.3,114,Brooklyn Nets
10,3/21,41,92,44.6,18,23,78.3,9,33,27.3,109,Brooklyn Nets
11,3/19,38,82,46.3,14,16,87.5,12,35,34.3,102,Brooklyn Nets
12,3/16,33,80,41.3,16,23,69.6,14,39,35.9,96,Brooklyn Nets
13,3/14,35,82,42.7,25,34,73.5,12,41,29.3,107,Brooklyn Nets
14,3/12,42,84,50.0,21,24,87.5,17,44,38.6,122,Brooklyn Nets
15,3/10,42,91,46.2,24,33,72.7,16,34,47.1,124,Brooklyn Nets
16,3/9,41,104,39.4,17,17,100.0,14,36,38.9,113,Brooklyn Nets
17,3/7,40,81,49.4,23,29,79.3,15,40,37.5,118,Brooklyn Nets
18,3/5,36,92,39.1,18,22,81.8,12,43,27.9,102,Brooklyn Nets
19,3/3,40,95,42.1,21,26,80.8,14,44,31.8,115,Brooklyn Nets
20,3/1,42,90,46.7,19,20,95.0,15,39,38.5,118,Brooklyn Nets
21,2/28,36,83,43.4,20,25,80.0,12,36,33.3,104,Brooklyn Nets
22,2/26,43,87,49.4,27,29,93.1,14,39,35.9,127,Brooklyn Nets
23,2/24,30,81,37.0,15,19,78.9,12,44,27.3,87,Brooklyn Nets
24,2/15,41,77,53.2,17,20,85.0,17,39,43.6,116,Brooklyn Nets
25,2/13,35,78,44.9,24,33,72.7,12,29,41.4,106,Brooklyn Nets
26,2/11,37,92,40.2,11,13,84.6,13,40,32.5,98,Brooklyn Nets
27,2/9,39,91,42.9,21,25,84.0,17,44,38.6,116,Brooklyn Nets
28,2/7,38,79,48.1,27,31,87.1,9,28,32.1,112,Brooklyn Nets
29,2/6,41,84,48.8,18,22,81.8,16,31,51.6,116,Brooklyn Nets
30,2/4,43,86,50.0,25,28,89.3,14,33,42.4,125,Brooklyn Nets
31,2/1,36,88,40.9,15,18,83.3,9,39,23.1,96,Brooklyn Nets
32,1/30,45,95,47.4,15,19,78.9,16,41,39.0,121,Brooklyn Nets
33,1/28,46,87,52.9,8,14,57.1,22,40,55.0,122,Brooklyn Nets
34,1/26,43,94,45.7,23,27,85.2,13,38,34.2,122,Brooklyn Nets
35,1/25,49,76,64.5,21,27,77.8,14,26,53.8,133,Brooklyn Nets
36,1/22,43,79,54.4,20,31,64.5,14,27,51.9,120,Brooklyn Nets
37,1/20,43,80,53.8,13,20,65.0,18,41,43.9,117,Brooklyn Nets
38,1/19,43,82,52.4,15,25,60.0,11,26,42.3,112,Brooklyn Nets
39,1/17,37,88,42.0,21,24,87.5,3,23,13.0,98,Brooklyn Nets
40,1/15,39,91,42.9,12,19,63.2,12,41,29.3,102,Brooklyn Nets
41,1/12,38,84,45.2,9,11,81.8,13,34,38.2,98,Brooklyn Nets
42,1/8,39,76,51.3,12,15,80.0,12,33,36.4,102,Brooklyn Nets
43,1/6,37,85,43.5,19,20,95.0,15,33,45.5,108,Brooklyn Nets
44,1/4,42,91,46.2,16,21,76.2,12,37,32.4,112,Brooklyn Nets
45,1/2,58,93,62.4,12,15,80.0,11,20,55.0,139,Brooklyn Nets
46,12/31,48,80,60.0,14,19,73.7,13,34,38.2,123,Brooklyn Nets
47,12/28,42,83,50.6,14,17,82.4,10,26,38.5,108,Brooklyn Nets
48,12/26,47,82,57.3,13,17,76.5,18,30,60.0,125,Brooklyn Nets
49,12/23,46,93,49.5,12,13,92.3,14,32,43.8,118,Brooklyn Nets
50,12/21,54,84,64.3,14,16,87.5,21,33,63.6,143,Brooklyn Nets
51,12/18,44,80,55.0,21,23,91.3,15,29,51.7,124,Brooklyn Nets
52,12/16,46,76,60.5,18,23,78.3,9,26,34.6,119,Brooklyn Nets
53,12/12,44,89,49.4,16,18,88.9,8,27,29.6,112,Brooklyn Nets
54,12/10,52,100,52.0,23,32,71.9,9,28,32.1,136,Brooklyn Nets
55,12/9,45,83,54.2,17,21,81.0,13,30,43.3,120,Brooklyn Nets
56,12/7,49,86,57.0,12,16,75.0,12,31,38.7,122,Brooklyn Nets
57,12/4,34,84,40.5,15,22,68.2,9,26,34.6,92,Brooklyn Nets
58,12/2,44,82,53.7,15,22,68.2,11,32,34.4,114,Brooklyn Nets
59,11/30,39,84,46.4,24,26,92.3,11,26,42.3,113,Brooklyn Nets
60,11/28,44,81,54.3,12,14,85.7,9,28,32.1,109,Brooklyn Nets
61,11/27,41,78,52.6,14,18,77.8,15,35,42.9,111,Brooklyn Nets
62,11/25,47,88,53.4,8,10,80.0,15,41,36.6,117,Brooklyn Nets
63,11/23,45,82,54.9,5,7,71.4,17,38,44.7,112,Brooklyn Nets
64,11/22,44,80,55.0,9,13,69.2,9,28,32.1,106,Brooklyn Nets
65,11/20,50,83,60.2,11,15,73.3,16,34,47.1,127,Brooklyn Nets
66,11/17,40,79,50.6,18,23,78.3,11,29,37.9,109,Brooklyn Nets
67,11/15,40,81,49.4,30,33,90.9,11,28,39.3,121,Brooklyn Nets
68,11/13,36,80,45.0,24,31,77.4,7,27,25.9,103,Brooklyn Nets
69,11/12,40,83,48.2,14,21,66.7,16,35,45.7,110,Brooklyn Nets
70,11/9,42,87,48.3,14,20,70.0,14,34,41.2,112,Brooklyn Nets
71,11/7,35,80,43.8,14,19,73.7,10,29,34.5,94,Brooklyn Nets
72,11/5,33,84,39.3,20,22,90.9,12,36,33.3,98,Brooklyn Nets
73,11/4,50,90,55.6,14,14,100.0,14,28,50.0,128,Brooklyn Nets
74,11/1,36,74,48.6,15,19,78.9,12,32,37.5,99,Brooklyn Nets
75,10/31,43,80,53.8,19,20,95.0,11,30,36.7,116,Brooklyn Nets
76,10/29,41,82,50.0,20,26,76.9,14,39,35.9,116,Brooklyn Nets
77,10/27,43,93,46.2,27,30,90.0,12,35,34.3,125,Brooklyn Nets
78,10/26,34,86,39.5,24,30,80.0,7,27,25.9,99,Brooklyn Nets
79,10/24,47,87,54.0,21,26,80.8,9,29,31.0,124,Brooklyn Nets
80,10/21,38,80,47.5,20,29,69.0,13,35,37.1,109,Brooklyn Nets
81,10/19,40,89,44.9,18,24,75.0,10,33,30.3,108,Brooklyn Nets
0,4/9,44,97,45.4,15,19,78.9,11,39,28.2,114,Atlanta Hawks
1,4/7,51,92,55.4,19,28,67.9,10,33,30.3,131,Atlanta Hawks
2,4/5,43,84,51.2,35,40,87.5,13,30,43.3,134,Atlanta Hawks
3,4/4,48,86,55.8,17,19,89.5,10,28,35.7,123,Atlanta Hawks
4,4/2,51,108,47.2,18,22,81.8,12,35,34.3,132,Atlanta Hawks
5,3/31,39,91,42.9,21,23,91.3,8,37,21.6,107,Atlanta Hawks
6,3/28,41,89,46.1,26,33,78.8,12,27,44.4,120,Atlanta Hawks
7,3/26,45,98,45.9,22,26,84.6,7,31,22.6,119,Atlanta Hawks
8,3/25,53,96,55.2,22,25,88.0,15,30,50.0,143,Atlanta Hawks
9,3/22,45,85,52.9,22,25,88.0,12,26,46.2,124,Atlanta Hawks
10,3/21,44,95,46.3,27,36,75.0,14,38,36.8,129,Atlanta Hawks
11,3/19,48,101,47.5,17,20,85.0,5,22,22.7,118,Atlanta Hawks
12,3/17,47,100,47.0,17,25,68.0,16,41,39.0,127,Atlanta Hawks
13,3/13,44,97,45.4,23,28,82.1,4,22,18.2,115,Atlanta Hawks
14,3/11,50,100,50.0,15,16,93.8,10,34,29.4,125,Atlanta Hawks
15,3/10,42,95,44.2,15,19,78.9,15,31,48.4,114,Atlanta Hawks
16,3/8,45,85,52.9,20,26,76.9,12,29,41.4,122,Atlanta Hawks
17,3/6,51,92,55.4,17,23,73.9,9,29,31.0,128,Atlanta Hawks
18,3/4,37,79,46.8,26,30,86.7,9,30,30.0,109,Atlanta Hawks
19,3/3,52,91,57.1,13,16,81.3,12,26,46.2,129,Atlanta Hawks
20,2/28,43,93,46.2,17,19,89.5,13,35,37.1,116,Atlanta Hawks
21,2/26,45,90,50.0,23,28,82.1,16,30,53.3,129,Atlanta Hawks
22,2/24,50,85,58.8,21,23,91.3,15,28,53.6,136,Atlanta Hawks
23,2/15,40,97,41.2,16,21,76.2,5,26,19.2,101,Atlanta Hawks
24,2/13,53,108,49.1,21,21,100.0,11,28,39.3,138,Atlanta Hawks
25,2/11,50,103,48.5,15,19,78.9,10,26,38.5,125,Atlanta Hawks
26,2/9,43,95,45.3,20,27,74.1,10,29,34.5,116,Atlanta Hawks
27,2/7,38,85,44.7,19,25,76.0,12,36,33.3,107,Atlanta Hawks
28,2/4,44,91,48.4,14,17,82.4,6,20,30.0,108,Atlanta Hawks
29,2/3,44,95,46.3,17,23,73.9,10,37,27.0,115,Atlanta Hawks
30,2/1,52,91,57.1,9,11,81.8,19,33,57.6,132,Atlanta Hawks
31,1/30,44,94,46.8,24,30,80.0,13,30,43.3,125,Atlanta Hawks
32,1/28,45,95,47.4,16,20,80.0,7,27,25.9,113,Atlanta Hawks
33,1/25,50,84,59.5,26,33,78.8,11,29,37.9,137,Atlanta Hawks
34,1/23,39,85,45.9,12,19,63.2,10,33,30.3,100,Atlanta Hawks
35,1/21,45,83,54.2,17,20,85.0,11,25,44.0,118,Atlanta Hawks
36,1/20,56,100,56.0,14,16,87.5,13,34,38.2,139,Atlanta Hawks
37,1/18,49,86,57.0,19,20,95.0,13,26,50.0,130,Atlanta Hawks
38,1/16,45,76,59.2,18,22,81.8,13,27,48.1,121,Atlanta Hawks
39,1/14,43,84,51.2,17,18,94.4,11,27,40.7,114,Atlanta Hawks
40,1/13,41,94,43.6,15,21,71.4,16,33,48.5,113,Atlanta Hawks
41,1/11,39,87,44.8,16,18,88.9,11,30,36.7,105,Atlanta Hawks
42,1/8,44,89,49.4,16,20,80.0,8,26,30.8,112,Atlanta Hawks
43,1/6,44,96,45.8,17,22,77.3,9,31,29.0,114,Atlanta Hawks
44,1/4,45,84,53.6,20,22,90.9,10,30,33.3,120,Atlanta Hawks
45,1/2,53,109,48.6,24,29,82.8,11,35,31.4,141,Atlanta Hawks
46,12/30,48,101,47.5,14,20,70.0,11,38,28.9,121,Atlanta Hawks
47,12/28,42,97,43.3,15,22,68.2,8,22,36.4,107,Atlanta Hawks
48,12/27,40,89,44.9,22,29,75.9,12,30,40.0,114,Atlanta Hawks
49,12/23,49,92,53.3,20,24,83.3,12,34,35.3,130,Atlanta Hawks
50,12/21,39,91,42.9,16,16,100.0,14,37,37.8,108,Atlanta Hawks
51,12/19,48,94,51.1,18,20,90.0,12,32,37.5,126,Atlanta Hawks
52,12/16,41,75,54.7,28,34,82.4,15,29,51.7,125,Atlanta Hawks
53,12/14,44,88,50.0,24,27,88.9,12,35,34.3,124,Atlanta Hawks
54,12/12,37,104,35.6,17,22,77.3,12,37,32.4,103,Atlanta Hawks
55,12/11,47,98,48.0,16,21,76.2,13,39,33.3,123,Atlanta Hawks
56,12/9,46,93,49.5,14,16,87.5,10,29,34.5,116,Atlanta Hawks
57,12/7,32,85,37.6,19,24,79.2,6,36,16.7,89,Atlanta Hawks
58,12/5,44,102,43.1,13,17,76.5,13,38,34.2,114,Atlanta Hawks
59,12/2,49,88,55.7,9,14,64.3,10,28,35.7,117,Atlanta Hawks
60,11/30,51,94,54.3,15,19,78.9,8,32,25.0,125,Atlanta Hawks
61,11/28,37,74,50.0,15,22,68.2,12,27,44.4,101,Atlanta Hawks
62,11/27,35,88,39.8,18,19,94.7,10,36,27.8,98,Atlanta Hawks
63,11/25,39,82,47.6,29,36,80.6,15,39,38.5,122,Atlanta Hawks
64,11/23,41,92,44.6,22,23,95.7,11,30,36.7,115,Atlanta Hawks
65,11/21,38,87,43.7,15,17,88.2,11,34,32.4,102,Atlanta Hawks
66,11/19,46,92,50.0,25,32,78.1,7,25,28.0,124,Atlanta Hawks
67,11/16,42,101,41.6,10,13,76.9,7,32,21.9,101,Atlanta Hawks
68,11/14,44,92,47.8,26,30,86.7,7,20,35.0,121,Atlanta Hawks
69,11/12,40,89,44.9,23,27,85.2,6,24,25.0,109,Atlanta Hawks
70,11/10,39,88,44.3,20,23,87.0,6,26,23.1,104,Atlanta Hawks
71,11/9,51,109,46.8,9,11,81.8,8,28,28.6,119,Atlanta Hawks
72,11/7,46,99,46.5,14,17,82.4,11,29,37.9,117,Atlanta Hawks
73,11/5,47,103,45.6,21,25,84.0,9,36,25.0,124,Atlanta Hawks
74,11/2,44,107,41.1,12,16,75.0,12,34,35.3,112,Atlanta Hawks
75,10/31,39,84,46.4,20,25,80.0,11,29,37.9,109,Atlanta Hawks
76,10/29,45,94,47.9,12,15,80.0,13,29,44.8,115,Atlanta Hawks
77,10/28,55,97,56.7,14,18,77.8,12,29,41.4,136,Atlanta Hawks
78,10/26,45,91,49.5,20,25,80.0,8,22,36.4,118,Atlanta Hawks
79,10/23,39,95,41.1,23,28,82.1,8,35,22.9,109,Atlanta Hawks
80,10/21,40,89,44.9,15,16,93.8,13,31,41.9,108,Atlanta Hawks
81,10/19,45,90,50.0,20,24,83.3,7,25,28.0,117,Atlanta Hawks
0,4/9,40,95,42.1,17,22,77.3,6,30,20.0,103,Chicago Bulls
1,4/7,46,88,52.3,12,18,66.7,11,31,35.5,115,Chicago Bulls
2,4/5,36,83,43.4,9,11,81.8,11,33,33.3,92,Chicago Bulls
3,4/4,41,89,46.1,16,20,80.0,7,31,22.6,105,Chicago Bulls
4,4/2,50,94,53.2,19,22,86.4,9,31,29.0,128,Chicago Bulls
5,3/31,45,88,51.1,18,22,81.8,13,31,41.9,121,Chicago Bulls
6,3/29,45,88,51.1,11,13,84.6,9,33,27.3,110,Chicago Bulls
7,3/27,44,82,53.7,15,21,71.4,9,23,39.1,112,Chicago Bulls
8,3/26,47,87,54.0,10,13,76.9,14,31,45.2,118,Chicago Bulls
9,3/24,48,84,57.1,11,14,78.6,17,28,60.7,124,Chicago Bulls
10,3/22,34,83,41.0,17,22,77.3,6,25,24.0,91,Chicago Bulls
11,3/20,39,94,41.5,24,29,82.8,7,33,21.2,109,Chicago Bulls
12,3/18,45,80,56.3,6,6,100.0,17,34,50.0,113,Chicago Bulls
13,3/17,51,94,54.3,26,30,86.7,11,24,45.8,139,Chicago Bulls
14,3/15,38,97,39.2,22,25,88.0,16,42,38.1,114,Chicago Bulls
15,3/11,44,86,51.2,16,22,72.7,15,32,46.9,119,Chicago Bulls
16,3/8,46,89,51.7,17,18,94.4,8,24,33.3,117,Chicago Bulls
17,3/5,45,74,60.8,22,25,88.0,10,22,45.5,122,Chicago Bulls
18,3/3,39,83,47.0,19,25,76.0,7,23,30.4,104,Chicago Bulls
19,3/1,41,85,48.2,23,31,74.2,12,27,44.4,117,Chicago Bulls
20,2/28,37,71,52.1,14,17,82.4,10,25,40.0,98,Chicago Bulls
21,2/26,40,79,50.6,14,17,82.4,8,30,26.7,102,Chicago Bulls
22,2/24,50,88,56.8,19,28,67.9,12,26,46.2,131,Chicago Bulls
23,2/16,37,97,38.1,16,21,76.2,10,32,31.3,100,Chicago Bulls
24,2/15,41,84,48.8,16,21,76.2,15,35,42.9,113,Chicago Bulls
25,2/13,35,86,40.7,18,19,94.7,3,21,14.3,91,Chicago Bulls
26,2/11,36,74,48.6,12,15,80.0,5,21,23.8,89,Chicago Bulls
27,2/9,42,91,46.2,16,21,76.2,5,26,19.2,105,Chicago Bulls
28,2/7,32,87,36.8,18,27,66.7,7,35,20.0,89,Chicago Bulls
29,2/6,50,89,56.2,22,25,88.0,6,22,27.3,128,Chicago Bulls
30,2/4,48,80,60.0,21,25,84.0,12,26,46.2,129,Chicago Bulls
31,2/2,41,79,51.9,21,26,80.8,11,28,39.3,114,Chicago Bulls
32,1/31,38,77,49.4,15,21,71.4,12,24,50.0,103,Chicago Bulls
33,1/28,48,81,59.3,16,19,84.2,16,35,45.7,128,Chicago Bulls
34,1/26,37,91,40.7,18,22,81.8,4,25,16.0,96,Chicago Bulls
35,1/24,43,88,48.9,19,25,76.0,5,24,20.8,110,Chicago Bulls
36,1/23,44,95,46.3,12,18,66.7,11,34,32.4,111,Chicago Bulls
37,1/19,50,92,54.3,19,21,90.5,7,23,30.4,126,Chicago Bulls
38,1/15,48,95,50.5,21,24,87.5,15,39,38.5,132,Chicago Bulls
39,1/13,38,85,44.7,22,24,91.7,12,38,31.6,110,Chicago Bulls
40,1/11,41,88,46.6,6,9,66.7,9,29,31.0,97,Chicago Bulls
41,1/9,39,86,45.3,9,14,64.3,12,35,34.3,99,Chicago Bulls
42,1/7,44,83,53.0,25,32,78.1,13,28,46.4,126,Chicago Bulls
43,1/6,48,84,57.1,10,17,58.8,20,34,58.8,126,Chicago Bulls
44,1/4,43,81,53.1,27,29,93.1,8,20,40.0,121,Chicago Bulls
45,1/2,47,95,49.5,30,34,88.2,10,33,30.3,134,Chicago Bulls
46,12/31,39,81,48.1,17,24,70.8,7,21,33.3,102,Chicago Bulls
47,12/30,53,92,57.6,14,15,93.3,12,27,44.4,132,Chicago Bulls
48,12/28,42,92,45.7,26,30,86.7,9,23,39.1,119,Chicago Bulls
49,12/26,45,92,48.9,15,21,71.4,13,35,37.1,118,Chicago Bulls
50,12/23,45,93,48.4,14,18,77.8,14,31,45.2,118,Chicago Bulls
51,12/21,43,86,50.0,17,22,77.3,7,24,29.2,110,Chicago Bulls
52,12/20,40,73,54.8,20,24,83.3,13,31,41.9,113,Chicago Bulls
53,12/18,46,88,52.3,18,24,75.0,16,38,42.1,126,Chicago Bulls
54,12/16,36,77,46.8,7,8,87.5,12,30,40.0,91,Chicago Bulls
55,12/14,46,84,54.8,19,22,86.4,9,28,32.1,120,Chicago Bulls
56,12/11,48,100,48.0,19,23,82.6,7,27,25.9,122,Chicago Bulls
57,12/10,54,85,63.5,17,24,70.8,19,34,55.9,144,Chicago Bulls
58,12/7,45,90,50.0,15,17,88.2,10,23,43.5,115,Chicago Bulls
59,12/4,38,86,44.2,16,19,84.2,9,25,36.0,101,Chicago Bulls
60,12/2,43,93,46.2,16,24,66.7,9,27,33.3,111,Chicago Bulls
61,11/30,41,82,50.0,27,33,81.8,4,25,16.0,113,Chicago Bulls
62,11/28,43,93,46.2,22,25,88.0,6,22,27.3,114,Chicago Bulls
63,11/25,44,101,43.6,19,23,82.6,12,33,36.4,119,Chicago Bulls
64,11/23,43,87,49.4,14,18,77.8,18,42,42.9,118,Chicago Bulls
65,11/21,46,89,51.7,15,20,75.0,14,29,48.3,121,Chicago Bulls
66,11/18,41,89,46.1,20,25,80.0,5,21,23.8,107,Chicago Bulls
67,11/16,44,89,49.4,11,17,64.7,11,32,34.4,110,Chicago Bulls
68,11/13,40,81,49.4,17,21,81.0,6,22,27.3,103,Chicago Bulls
69,11/9,44,87,50.6,16,18,88.9,7,27,25.9,111,Chicago Bulls
70,11/7,42,80,52.5,18,22,81.8,9,28,32.1,111,Chicago Bulls
71,11/6,40,88,45.5,11,13,84.6,13,36,36.1,104,Chicago Bulls
72,11/4,43,83,51.8,22,25,88.0,11,28,39.3,119,Chicago Bulls
73,11/2,38,88,43.2,16,18,88.9,14,31,45.2,106,Chicago Bulls
74,11/1,39,89,43.8,18,21,85.7,12,30,40.0,108,Chicago Bulls
75,10/29,36,80,45.0,26,29,89.7,11,31,35.5,109,Chicago Bulls
76,10/28,47,99,47.5,21,26,80.8,9,27,33.3,124,Chicago Bulls
77,10/26,43,87,49.4,22,24,91.7,16,30,53.3,124,Chicago Bulls
78,10/24,42,87,48.3,26,29,89.7,10,21,47.6,120,Chicago Bulls
79,10/22,34,84,40.5,21,25,84.0,7,29,24.1,96,Chicago Bulls
80,10/21,33,79,41.8,27,33,81.8,7,27,25.9,100,Chicago Bulls
81,10/19,41,93,44.1,21,28,75.0,13,36,36.1,116,Chicago Bulls
0,4/9,45,83,54.2,15,20,75.0,18,44,40.9,123,Miami Heat
1,4/7,43,98,43.9,7,12,58.3,15,47,31.9,108,Miami Heat
2,4/6,49,88,55.7,13,15,86.7,18,39,46.2,129,Miami Heat
