PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
Haywood Highsmith,PHI,22,6-7,220,Wheeling Jesuit,USA,2018,,,5,9,5,2,-28,0.0,14.3,11.5,41.4,6.7,2012
Henry Ellenson,NYK,22,6-11,245,Marquette,USA,2016,1,18,19,114,66,16,-1,1.8,21.4,18.6,53.8,9.6,2012
Ian Clark,NOP,28,6-3,175,Belmont,USA,Undrafted,Undrafted,Undrafted,60,401,89,94,-3,1.2,7.1,18.5,50.2,13.2,2012
Ian Mahinmi,WAS,32,6-11,262,None,France,2005,1,28,34,139,128,25,-3,8.8,16.1,12.8,53.1,7.3,2012
Ike Anigbogu,IND,20,6-10,250,UCLA,USA,2017,2,47,3,0,3,1,-14,14.3,25.0,26.7,0.0,20.0,2012
Iman Shumpert,HOU,29,6-5,215,Georgia Tech,USA,2011,1,17,62,465,183,112,-1,1.6,10.1,14.3,49.9,9.8,2012
Isaac Bonga,LAL,19,6-8,180,None,Germany,2018,2,39,22,19,25,15,7,6.4,11.3,15.1,24.0,16.3,2012
Isaac Humphries,ATL,21,7-0,260,Kentucky,Australia,2017,,,5,15,11,0,-17,5.5,12.3,14.2,35.7,0.0,2012
Isaiah Briscoe,ORL,23,6-3,215,Kentucky,USA,Undrafted,Undrafted,Undrafted,39,136,74,87,2,0.8,11.1,13.9,45.5,22.6,2012
Isaiah Canaan,MIL,28,6-0,200,Murray State,USA,2013,2,34,30,181,58,84,-12,1.0,8.6,14.7,51.8,19.4,2012
Isaiah Hartenstein,HOU,21,7-0,249,None,Germany,2017,2,43,28,53,47,15,10,8.9,11.8,11.2,56.2,10.0,2012
Isaiah Hicks,NYK,24,6-9,230,North Carolina,USA,Undrafted,Undrafted,Undrafted,3,12,7,2,-5,5.9,14.7,15.3,58.8,11.8,2012
Isaiah Thomas,DEN,30,5-9,185,Washington,USA,2011,2,60,12,97,13,23,-6,2.3,4.0,27.4,43.7,19.8,2012
Ish Smith,DET,30,6-0,175,Wake Forest,USA,Undrafted,Undrafted,Undrafted,56,501,145,203,3,1.7,9.7,19.3,48.5,24.3,2012
Ivan Rabb,MEM,22,6-10,220,California,USA,2017,2,35,49,284,206,54,-6,9.7,19.7,16.6,58.6,12.3,2012
Ivica Zubac,LAC,22,7-1,240,None,Croatia,2016,2,32,59,525,362,63,2,10.8,21.6,19.9,60.4,9.3,2012
J.J. Barea,DAL,35,6-0,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,38,415,95,211,3,1.6,10.6,26.3,49.5,45.4,2012
J.P. Macura,CHA,24,6-5,205,Xavier,USA,2018,,,2,6,3,2,-2,0.0,14.3,20.9,33.3,20.0,2012
JJ Redick,PHI,35,6-4,200,Duke,USA,2006,1,11,76,1372,186,206,6,0.8,6.2,20.9,60.2,12.9,2012
JR Smith,CLE,33,6-6,225,No College,USA,2004,1,18,11,74,18,21,-3,0.0,8.0,17.6,44.4,13.3,2012
JaKarr Sampson,CHI,26,6-9,215,St. John's (NY),USA,Undrafted,Undrafted,Undrafted,4,80,32,4,-2,3.7,19.6,23.4,63.3,5.2,2012
JaMychal Green,LAC,29,6-9,227,Alabama,USA,Undrafted,Undrafted,Undrafted,65,611,409,50,-6,7.1,21.8,18.5,58.7,5.8,2012
JaVale McGee,LAL,31,7-0,270,Nevada,USA,2008,1,18,75,897,566,52,-4,11.2,20.3,19.7,63.4,4.5,2012
Jabari Parker,WAS,24,6-8,245,Duke,USA,2014,1,2,64,930,421,152,-6,4.5,18.7,23.6,56.0,14.0,2012
Jacob Evans,GSW,22,6-6,210,Cincinnati,USA,2018,1,28,30,40,25,23,-6,2.9,8.4,13.4,37.4,15.0,2012
Jae Crowder,UTA,28,6-6,235,Marquette,USA,2012,2,34,80,951,384,133,4,2.7,13.9,18.3,53.8,9.0,2012
Jahlil Okafor,NOP,23,6-11,275,Duke,USA,2015,1,3,59,484,278,40,-6,8.4,19.6,19.8,60.3,6.4,2012
Jake Layman,POR,25,6-9,215,Maryland,USA,2016,2,47,71,541,217,53,2,4.1,11.5,15.6,59.4,5.6,2012
Jakob Poeltl,SAS,23,7-0,230,Utah,Austria,2016,1,9,77,423,410,93,4,13.6,17.1,12.5,64.0,9.9,2012
Jalen Brunson,DAL,22,6-3,190,Villanova,USA,2018,2,33,73,678,169,230,-3,1.5,8.7,18.6,54.9,22.3,2012
Jalen Jones,CLE,26,6-7,220,Texas A&M,USA,2016,,,16,81,34,7,-7,5.0,11.3,16.2,54.8,5.0,2012
Jamal Crawford,PHX,39,6-5,185,Michigan,USA,2000,1,8,64,508,85,229,-15,0.6,6.1,19.8,52.2,28.3,2012
Jamal Murray,DEN,22,6-4,207,Kentucky,Canada,2016,1,7,75,1367,317,363,5,2.6,10.1,24.1,53.8,22.0,2012
James Ennis III,PHI,28,6-7,210,Cal State-Long Beach,USA,2013,2,50,58,389,182,41,1,4.8,9.9,12.5,59.0,4.7,2012
James Harden,HOU,29,6-5,220,Arizona State,USA,2009,1,3,78,2818,518,586,6,2.3,15.7,39.6,61.6,39.4,2012
James Johnson,MIA,32,6-8,240,Wake Forest,USA,2009,1,16,55,428,176,135,-5,1.8,12.3,17.7,52.2,16.7,2012
James Nunnally,HOU,28,6-7,208,Cal-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,15,36,5,7,-11,0.0,5.3,15.3,50.3,9.7,2012
Jared Dudley,BKN,33,6-7,237,Boston College,USA,2007,1,22,59,287,155,83,1,2.7,9.6,10.4,55.4,9.3,2012
Jared Terrell,MIN,24,6-3,227,Rhode Island,USA,Undrafted,Undrafted,Undrafted,14,31,6,12,-12,0.8,4.4,19.7,37.2,18.2,2012
Jarell Martin,ORL,25,6-10,239,Louisiana State,USA,2015,1,25,42,115,73,18,4,3.1,18.5,15.3,52.8,7.8,2012
Jaren Jackson Jr.,MEM,19,6-11,242,Michigan State,USA,2018,1,4,58,798,272,64,-2,4.9,13.2,23.1,59.1,7.4,2012
Jaron Blossomgame,CLE,25,6-8,220,Clemson,USA,2017,2,59,27,114,98,13,-6,5.5,16.2,12.0,51.0,4.3,2012
Jarred Vanderbilt,DEN,20,6-9,214,Kentucky,USA,2018,2,41,17,24,23,3,5,8.4,20.5,17.9,51.3,6.4,2012
Jarrett Allen,BKN,21,6-11,237,Texas,USA,2017,1,22,80,873,672,110,-2,8.8,20.8,15.8,63.2,7.6,2012
Jason Smith,NOP,33,7-0,240,Colorado State,USA,2007,1,20,20,65,52,14,-12,7.7,17.4,16.9,49.2,11.2,2012
Jawun Evans,OKC,22,6-0,190,Oklahoma State,USA,2017,2,39,8,6,12,10,-38,1.5,17.2,14.2,21.4,23.8,2012
Jaylen Adams,ATL,23,6-2,190,St. Bonaventure,USA,Undrafted,Undrafted,Undrafted,34,108,60,65,-7,2.2,10.9,13.1,47.4,20.1,2012
Jaylen Brown,BOS,22,6-7,220,California,USA,2016,1,3,74,964,313,100,2,3.2,12.2,21.5,54.7,7.9,2012
Jaylen Morris,MIL,23,6-5,185,Molloy,USA,Undrafted,Undrafted,Undrafted,4,10,5,4,23,0.0,14.7,15.0,46.0,17.4,2012
Jayson Tatum,BOS,21,6-8,208,Duke,USA,2017,1,3,79,1243,477,168,7,2.8,15.7,21.8,54.7,9.8,2012
Jeff Green,WAS,32,6-9,235,Georgetown,USA,2007,1,5,77,946,309,137,-2,2.7,11.7,17.4,60.8,9.3,2012
Jeff Teague,MIN,31,6-2,195,Wake Forest,USA,2009,1,19,42,510,106,343,0,1.2,6.7,18.6,52.8,36.6,2012
Jemerrio Jones,LAL,24,6-5,174,New Mexico State,USA,2018,,,6,27,49,13,11,10.0,19.8,10.8,39.8,11.5,2012
Jerami Grant,OKC,25,6-9,220,Syracuse,USA,2014,2,39,80,1090,417,79,5,3.2,11.8,15.0,59.2,4.0,2012
Jeremy Lamb,CHA,27,6-5,185,Connecticut,USA,2012,1,12,79,1208,434,172,1,2.7,15.9,22.0,55.2,11.9,2012
Jeremy Lin,TOR,30,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,74,707,179,231,-5,1.4,10.2,21.3,55.8,24.9,2012
Jerian Grant,ORL,26,6-4,205,Notre Dame,USA,2015,1,19,60,250,98,156,-7,1.9,8.3,13.0,52.6,24.2,2012
Jerome Robinson,LAC,22,6-5,190,Boston College,USA,2018,1,13,33,112,41,19,-3,0.9,10.9,15.9,49.1,8.0,2012
Jerryd Bayless,MIN,30,6-3,200,Arizona,USA,2008,1,11,34,209,62,119,-12,1.5,8.0,17.2,43.1,26.2,2012
Jevon Carter,MEM,23,6-2,196,West Virginia,USA,2018,2,32,39,172,66,69,-7,2.3,9.0,17.2,43.2,18.4,2012
Jimmer Fredette,PHX,30,6-2,195,Brigham Young,USA,2011,1,10,6,22,7,8,-26,1.3,8.8,24.2,34.8,20.0,2012
Jimmy Butler,PHI,29,6-8,232,Marquette,USA,2011,1,30,65,1215,342,263,4,5.4,9.4,21.8,57.1,17.9,2012
Joakim Noah,MEM,34,6-11,230,Florida,USA,2007,1,9,42,298,238,89,2,7.8,24.7,19.1,57.1,20.2,2012
Jodie Meeks,TOR,31,6-4,210,Kentucky,USA,2009,2,41,8,51,12,8,6,1.0,9.3,16.9,64.7,9.6,2012
Joe Chealey,CHA,23,6-3,190,College of Charleston,USA,2018,,,1,2,0,1,-26,0.0,0.0,17.6,33.3,25.0,2012
Joe Harris,BKN,27,6-6,218,Virginia,USA,2014,2,33,76,1041,291,181,-2,2.2,9.6,16.7,64.5,11.4,2012
Joe Ingles,UTA,31,6-8,226,None,Australia,Undrafted,Undrafted,Undrafted,82,994,330,469,8,1.3,10.8,17.0,58.1,26.2,2012
Joel Embiid,PHI,25,7-0,250,Kansas,Cameroon,2014,1,3,64,1761,871,234,8,7.5,29.2,32.7,59.3,18.5,2012
John Collins,ATL,21,6-10,235,Wake Forest,USA,2017,1,19,61,1188,595,121,-1,11.2,19.6,23.0,62.7,10.2,2012
John Henson,CLE,28,6-11,219,North Carolina,USA,2012,1,14,14,79,71,14,2,7.4,23.3,17.3,55.3,10.8,2012
John Holland,CLE,30,6-5,205,Boston University,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,50,0.0,0.0,0.0,0.0,0.0,2012
John Jenkins,NYK,28,6-4,215,Vanderbilt,USA,2012,1,23,26,121,37,22,-7,1.8,8.3,16.0,53.6,10.5,2012
John Wall,WAS,28,6-4,210,Kentucky,USA,2010,1,1,32,663,116,279,-6,1.3,8.7,28.6,52.7,39.1,2012
Johnathan Motley,LAC,24,6-10,230,Baylor,USA,Undrafted,Undrafted,Undrafted,22,102,51,11,-9,10.4,21.3,26.6,56.3,12.9,2012
Johnathan Williams,LAL,24,6-9,228,Gonzaga,USA,Undrafted,Undrafted,Undrafted,24,157,99,13,8,11.6,13.0,15.8,59.9,5.1,2012
Jon Leuer,DET,30,6-10,228,Wisconsin,USA,2011,2,40,41,156,97,14,-13,6.2,18.2,15.7,61.6,6.0,2012
Jonah Bolden,PHI,23,6-10,220,UCLA,Australia,2017,2,36,44,207,165,40,-2,6.7,17.3,13.1,59.5,8.5,2012
Jonas Jerebko,GSW,32,6-10,231,None,Sweden,2009,2,39,73,459,288,96,2,5.5,16.8,14.4,58.8,10.6,2012
Jonas Valanciunas,MEM,27,7-0,265,None,Lithuania,2011,1,5,49,763,419,70,3,9.6,26.8,27.4,61.6,10.9,2012
Jonathan Isaac,ORL,21,6-10,210,Florida State,USA,2017,1,6,75,720,411,80,1,4.8,15.2,16.0,53.7,5.5,2012
Jonathon Simmons,PHI,29,6-6,195,Houston,USA,2012,0,0,56,366,126,128,-5,2.4,9.0,18.2,46.6,17.5,2012
Jordan Bell,GSW,24,6-9,224,Oregon,USA,2017,2,38,68,223,184,76,-5,6.8,15.4,13.3,53.1,13.4,2012
Jordan Clarkson,CLE,27,6-5,194,Missouri,USA,2014,2,46,81,1364,270,196,-8,3.5,8.7,26.6,53.9,15.3,2012
Jordan Loyd,TOR,25,6-4,210,Indianapolis,USA,Undrafted,Undrafted,Undrafted,12,29,9,6,-16,1.7,13.3,15.9,63.5,18.2,2012
Jordan McRae,WAS,28,6-5,179,Tennessee,USA,2014,2,58,27,160,40,30,-3,1.7,9.5,19.1,55.0,13.1,2012
Jordan Sibert,ATL,26,6-4,187,Dayton,USA,2015,,,1,3,0,0,-37,0.0,0.0,8.3,150.0,0.0,2012
Jose Calderon,DET,37,6-3,200,None,Spain,Undrafted,Undrafted,Undrafted,49,113,60,115,-14,1.5,7.8,10.4,45.3,28.2,2012
Josh Hart,LAL,24,6-5,215,Villanova,USA,2017,1,30,67,525,248,93,0,1.9,10.9,13.0,52.6,7.2,2012
Josh Jackson,PHX,22,6-8,200,Kansas,USA,2017,1,4,79,910,347,183,-10,3.2,13.6,23.4,48.7,14.2,2012
Josh Okogie,MIN,20,6-4,212,Georgia Tech,Nigeria,2018,1,20,74,570,218,91,-1,2.1,9.8,14.8,49.2,6.8,2012
Josh Richardson,MIA,25,6-6,200,Tennessee,USA,2015,2,40,73,1209,263,298,1,2.0,7.8,20.3,53.6,17.7,2012
Jrue Holiday,NOP,29,6-4,205,UCLA,USA,2009,1,17,67,1420,334,518,4,3.0,9.9,25.0,55.5,30.8,2012
Juancho Hernangomez,DEN,23,6-9,230,None,Spain,2016,1,15,70,408,265,55,1,4.4,14.4,11.9,58.0,5.4,2012
Julian Washburn,MEM,27,6-8,209,Texas-El Paso,USA,2015,,,18,40,41,14,-2,2.7,12.8,9.6,40.2,8.3,2012
Julius Randle,NOP,24,6-9,250,Kentucky,USA,2014,1,7,73,1565,634,229,0,6.9,19.8,27.3,60.0,15.8,2012
Justin Anderson,ATL,25,6-6,230,Virginia,USA,2015,1,21,48,178,84,23,-6,4.6,11.9,16.6,51.6,7.3,2012
Justin Holiday,MEM,30,6-6,181,Washington,USA,Undrafted,Undrafted,Undrafted,82,857,323,146,-8,1.7,10.3,15.3,52.0,8.4,2012
Justin Jackson,DAL,24,6-8,210,North Carolina,USA,2017,1,15,81,583,212,96,-1,2.5,9.6,14.1,56.1,8.1,2012
Justin Patton,PHI,22,7-0,241,Creighton,USA,2017,1,16,3,5,6,3,-13,6.5,17.4,14.0,31.7,25.0,2012
Justise Winslow,MIA,23,6-7,225,Duke,USA,2015,1,10,66,830,355,282,3,3.1,14.1,20.6,51.3,21.3,2012
Jusuf Nurkic,POR,24,7-0,275,None,Bosnia and Herzegovina,2014,1,16,72,1125,748,233,11,11.9,24.1,24.1,57.0,16.8,2012
Kadeem Allen,NYK,26,6-3,200,Arizona,USA,2017,2,53,19,189,51,76,-4,1.9,10.0,19.5,57.4,27.7,2012
Kalin Lucas,DET,30,6-1,195,Michigan State,USA,Undrafted,Undrafted,Undrafted,1,2,3,1,-25,0.0,50.0,15.4,53.2,50.0,2012
Karl-Anthony Towns,MIN,23,7-0,248,Kentucky,USA,2015,1,1,77,1880,954,259,1,9.7,25.7,28.0,62.2,16.9,2012
Kawhi Leonard,TOR,28,6-7,230,San Diego State,USA,2011,1,15,60,1596,439,199,8,3.9,16.5,30.0,60.6,15.9,2012
Keita Bates-Diop,MIN,23,6-9,229,Ohio State,USA,2018,2,48,30,151,83,17,-5,2.9,12.9,14.0,48.9,4.7,2012
Kelly Olynyk,MIA,28,7-0,240,Gonzaga,Canada,2013,1,13,79,787,375,140,2,3.8,16.0,17.5,61.0,11.3,2012
Kelly Oubre Jr.,PHX,23,6-7,205,Kansas,USA,2015,1,15,69,1047,325,84,-6,3.5,12.6,22.3,55.1,6.7,2012
Kemba Walker,CHA,29,6-1,184,Connecticut,USA,2011,1,9,82,2102,361,484,0,1.7,10.6,30.8,55.8,28.7,2012
Kenneth Faried,HOU,29,6-8,220,Morehead State,USA,2011,1,22,37,384,250,20,4,12.3,21.0,19.4,62.2,4.3,2012
Kenrich Williams,NOP,24,6-7,210,TCU,USA,Undrafted,Undrafted,Undrafted,46,279,219,83,-4,4.6,14.5,11.9,48.5,9.4,2012
Kent Bazemore,ATL,29,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,67,779,261,152,-8,2.0,12.6,21.5,50.7,14.4,2012
Kentavious Caldwell-Pope,LAL,26,6-5,205,Georgia,USA,2013,1,8,82,938,238,110,-4,2.2,8.8,17.5,56.8,7.7,2012
Kevin Durant,GSW,30,6-9,240,Texas,USA,2007,1,2,78,2027,497,457,11,1.3,15.3,28.3,63.1,25.1,2012
Kevin Huerter,ATL,20,6-7,190,Maryland,USA,2018,1,19,75,727,245,214,-2,2.7,8.7,15.3,53.3,13.9,2012
Kevin Knox II,NYK,19,6-9,215,Kentucky,USA,2018,1,9,75,963,335,82,-14,2.5,12.0,21.9,47.5,6.0,2012
Kevin Love,CLE,30,6-10,251,UCLA,USA,2008,1,5,22,374,239,48,-4,5.1,34.4,25.9,56.1,12.5,2012
Kevon Looney,GSW,23,6-9,220,UCLA,USA,2015,1,30,80,500,417,123,10,12.6,13.3,12.2,63.6,10.6,2012
Khem Birch,ORL,26,6-9,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,50,240,190,38,3,11.2,16.6,13.6,64.0,8.7,2012
Khris Middleton,MIL,27,6-8,222,Texas A&M,USA,2012,2,39,77,1407,461,331,11,2.1,14.9,24.6,55.8,19.4,2012
Khyri Thomas,DET,23,6-3,210,Creighton,USA,2018,2,38,26,61,20,8,-8,1.7,8.2,15.8,41.3,6.7,2012
Klay Thompson,GSW,29,6-7,215,Washington State,USA,2011,1,11,78,1680,299,186,7,1.5,8.9,25.4,57.1,10.3,2012
Kobi Simmons,CLE,21,6-4,170,Arizona,USA,Undrafted,Undrafted,Undrafted,1,0,0,0,67,0.0,0.0,0.0,0.0,0.0,2012
Kosta Koufos,SAC,30,7-0,245,Ohio State,USA,2008,1,23,42,156,177,36,-1,8.8,22.9,15.0,47.7,9.9,2012
Kostas Antetokounmpo,DAL,21,6-10,200,Dayton,Greece,2018,2,60,2,2,1,0,18,0.0,11.1,24.0,21.0,0.0,2012
Kris Dunn,CHI,25,6-4,205,Providence,USA,2016,1,5,46,519,187,277,-8,1.3,11.9,19.8,48.4,29.0,2012
Kyle Anderson,MEM,25,6-9,230,UCLA,USA,2014,1,30,43,346,251,128,-2,3.8,16.1,12.7,56.9,15.5,2012
Kyle Korver,UTA,38,6-7,212,Creighton,USA,2003,2,51,70,600,162,81,4,0.6,10.5,17.4,58.2,8.8,2012
Kyle Kuzma,LAL,23,6-9,220,Utah,USA,2017,1,27,70,1308,382,178,-1,2.5,12.7,23.3,54.6,11.3,2012
Kyle Lowry,TOR,33,6-1,196,Villanova,USA,2006,1,24,65,926,312,564,11,1.9,11.4,19.1,56.2,32.9,2012
Kyle O'Quinn,IND,29,6-10,250,Norfolk State,USA,2012,2,49,45,156,119,56,0,7.8,21.6,19.6,53.7,20.4,2012
Kyrie Irving,BOS,27,6-3,193,Duke,Australia,2011,1,1,67,1596,335,464,6,3.1,11.3,28.6,59.2,33.0,2012
LaMarcus Aldridge,SAS,33,6-11,260,Texas-Austin,USA,2006,1,2,81,1727,744,194,2,9.6,18.0,26.8,57.6,11.5,2012
Lance Stephenson,LAL,28,6-6,230,Cincinnati,USA,2010,2,40,68,491,215,140,-5,2.6,15.0,19.7,52.9,17.5,2012
Lance Thomas,NYK,31,6-8,240,Duke,USA,Undrafted,Undrafted,Undrafted,46,205,117,27,-11,2.3,11.5,12.7,48.2,5.1,2012
Landry Shamet,LAC,22,6-5,188,Wichita State,USA,2018,1,26,79,722,134,117,2,1.1,6.0,14.5,60.4,9.0,2012
Langston Galloway,DET,27,6-2,200,St. Joseph's (PA),USA,Undrafted,Undrafted,Undrafted,80,672,171,85,0,2.5,7.0,15.3,53.4,7.2,2012
Larry Nance Jr.,CLE,26,6-9,230,Wyoming,USA,2015,1,27,67,627,552,214,-9,9.0,22.4,15.2,58.3,17.9,2012
Lauri Markkanen,CHI,22,7-0,240,Arizona,Finland,2017,1,7,52,974,470,75,-6,4.3,23.4,24.5,55.3,7.0,2012
LeBron James,LAL,34,6-8,250,None,USA,2003,1,1,55,1505,465,454,2,2.9,19.3,31.1,58.8,37.6,2012
Lonnie Walker IV,SAS,20,6-5,205,Miami,USA,2018,1,18,17,45,17,9,-24,0.0,12.2,19.6,44.6,14.3,2012
Lonzo Ball,LAL,21,6-6,190,UCLA,USA,2017,1,2,47,465,251,255,-1,3.6,12.4,16.7,48.7,23.6,2012
Lorenzo Brown,TOR,28,6-5,189,North Carolina State,USA,2013,2,52,26,55,31,28,-7,2.1,11.0,16.7,38.0,19.9,2012
Lou Williams,LAC,32,6-1,175,None,USA,2005,2,45,75,1498,222,402,4,1.9,8.1,30.8,55.4,31.8,2012
Luc Mbah a Moute,LAC,32,6-8,230,UCLA,Cameroon,2008,2,37,4,20,7,2,8,3.4,6.5,14.1,49.5,4.5,2012
Luka Doncic,DAL,20,6-7,218,None,Slovenia,2018,1,3,72,1526,563,429,-3,3.6,19.8,29.6,54.5,31.7,2012
Luke Kennard,DET,23,6-5,206,Duke,USA,2017,1,12,63,613,183,114,0,0.8,12.1,17.9,56.0,12.2,2012
Luke Kornet,NYK,23,7-1,250,Vanderbilt,USA,Undrafted,Undrafted,Undrafted,46,322,135,54,-4,3.3,12.3,17.8,53.1,10.8,2012
Luol Deng,MIN,34,6-9,237,Duke,United Kingdom,2004,1,7,22,157,73,18,10,4.9,12.5,15.5,58.8,6.2,2012
Malachi Richardson,TOR,23,6-6,205,Syracuse,USA,2016,1,22,22,30,13,0,-5,1.6,8.7,14.2,48.1,0.0,2012
Malcolm Brogdon,MIL,26,6-5,229,Virginia,USA,2016,2,36,64,1001,288,205,11,3.5,10.7,20.2,61.4,15.7,2012
Malcolm Miller,TOR,26,6-7,210,Holy Cross,USA,Undrafted,Undrafted,Undrafted,10,35,5,1,-5,1.5,4.8,18.0,63.0,2.4,2012
Malik Beasley,DEN,22,6-5,195,Florida State,USA,2016,1,19,81,917,200,97,4,1.8,8.5,18.1,59.9,7.4,2012
Malik Monk,CHA,21,6-3,200,Kentucky,USA,2017,1,11,73,653,137,117,-3,1.2,9.5,23.6,51.8,14.3,2012
MarShon Brooks,MEM,30,6-5,200,Providence,USA,2011,1,25,29,190,45,25,-3,3.0,8.9,23.3,51.8,11.2,2012
Marc Gasol,TOR,34,7-1,255,None,Spain,2007,2,48,79,1071,627,349,4,3.4,22.7,21.0,54.6,22.2,2012
Marcin Gortat,LAC,35,6-11,240,None,Poland,2005,2,57,47,233,261,65,-7,8.9,25.3,14.8,56.2,12.3,2012
Marco Belinelli,SAS,33,6-5,210,None,Italy,2007,1,18,79,829,198,132,1,0.9,9.3,18.7,55.7,10.2,2012
Marcus Derrickson,GSW,23,6-7,249,Georgetown,USA,Undrafted,Undrafted,Undrafted,11,46,13,1,-8,10.4,6.3,23.3,65.3,2.6,2012
Marcus Morris Sr.,BOS,29,6-9,235,Kansas,USA,2011,1,14,75,1046,458,109,1,3.5,17.6,20.3,56.8,7.3,2012
Marcus Smart,BOS,25,6-4,220,Oklahoma State,USA,2014,1,6,80,708,234,321,4,2.5,7.7,14.4,56.8,19.0,2012
Mario Hezonja,NYK,24,6-8,225,None,Croatia,2015,1,5,58,511,239,88,-10,2.1,16.8,20.8,49.7,11.6,2012
Markelle Fultz,ORL,21,6-4,200,Washington,USA,2017,1,1,19,155,70,59,0,5.6,8.8,18.9,45.2,21.2,2012
Markieff Morris,OKC,29,6-10,245,Kansas,USA,2011,1,13,58,547,265,79,-6,4.5,16.1,19.1,52.1,9.2,2012
Marquese Chriss,CLE,21,6-10,240,Washington,USA,2016,1,8,43,182,142,22,-17,7.2,21.6,19.6,45.5,6.9,2012
Marvin Bagley III,SAC,20,6-11,234,Duke,USA,2018,1,2,62,923,471,62,-3,9.2,18.0,23.7,56.2,6.0,2012
Marvin Williams,CHA,33,6-9,237,North Carolina,USA,2005,1,2,75,756,407,92,0,3.3,15.2,14.7,54.8,6.1,2012
Mason Plumlee,DEN,29,6-11,235,Duke,USA,2013,1,22,82,637,524,243,3,9.1,19.8,15.9,60.2,19.9,2012
Matthew Dellavedova,CLE,28,6-4,200,St. Mary's,Australia,Undrafted,Undrafted,Undrafted,48,282,77,181,-4,0.7,8.1,17.3,53.2,32.9,2012
Maurice Harkless,POR,26,6-9,220,St. John's (NY),USA,2012,1,15,60,460,269,74,8,5.2,12.8,13.5,54.7,6.8,2012
Maxi Kleber,DAL,27,6-11,240,None,Germany,Undrafted,Undrafted,Undrafted,71,485,329,70,3,5.7,14.9,13.2,57.9,6.8,2012
Melvin Frazier Jr.,ORL,22,6-6,200,Tulane,USA,2018,2,35,10,15,5,1,-14,5.3,4.5,20.5,33.0,3.2,2012
Meyers Leonard,POR,27,7-1,255,Illinois,USA,2012,1,11,61,357,233,75,-4,5.5,20.6,14.9,67.5,12.3,2012
Michael Beasley,LAL,30,6-9,235,Kansas State,USA,2008,1,2,26,181,60,25,-6,4.4,15.3,28.8,53.2,14.9,2012
Michael Carter-Williams,ORL,27,6-6,190,Syracuse,USA,2013,1,11,28,134,70,70,0,4.3,14.3,17.6,45.8,26.2,2012
Michael Kidd-Gilchrist,CHA,25,6-7,232,Kentucky,USA,2012,1,2,64,427,246,61,-1,6.9,12.9,15.3,55.3,7.7,2012
Mikal Bridges,PHX,22,6-7,210,Villanova,USA,2018,1,10,82,684,264,173,-7,2.3,8.5,11.9,55.6,9.7,2012
Mike Conley,MEM,31,6-1,175,Ohio State,USA,2007,1,4,70,1478,239,449,1,1.7,8.8,26.2,56.9,32.7,2012
Mike Muscala,LAL,27,6-11,240,Bucknell,USA,2013,2,44,64,449,244,76,1,4.1,13.3,13.8,56.4,8.1,2012
Mike Scott,PHI,30,6-8,237,Virginia,USA,2012,2,43,79,459,276,66,2,2.9,14.7,13.9,52.8,6.4,2012
Miles Bridges,CHA,21,6-7,225,Michigan State,USA,2018,1,12,80,597,323,95,-4,3.7,14.8,14.7,54.8,8.1,2012
Miles Plumlee,ATL,30,6-11,249,Duke,USA,2012,1,26,18,80,39,17,-10,8.5,14.1,16.6,65.4,15.5,2012
Milos Teodosic,LAC,32,6-5,196,None,Serbia,Undrafted,Undrafted,Undrafted,15,48,16,32,5,2.1,8.4,17.1,55.7,26.0,2012
Mitchell Creek,MIN,27,6-6,225,None,Australia,Undrafted,Undrafted,Undrafted,5,21,12,6,9,10.9,10.5,16.9,55.0,18.8,2012
Mitchell Robinson,NYK,21,7-1,240,Western Kentucky,USA,2018,2,36,66,485,423,37,-6,12.2,16.6,11.9,69.2,4.2,2012
Mo Bamba,ORL,21,7-0,221,Texas,USA,2018,1,6,47,292,233,39,-15,7.4,21.3,17.4,53.9,8.6,2012
Monte Morris,DEN,24,6-3,175,Iowa State,USA,2017,2,51,82,851,194,297,4,1.7,7.8,16.8,57.7,22.1,2012
Montrezl Harrell,LAC,25,6-8,240,Louisville,USA,2015,2,32,82,1361,535,162,2,8.5,14.6,22.7,63.6,12.3,2012
Moritz Wagner,LAL,22,6-11,245,Michigan,Germany,2018,1,25,43,207,85,24,-10,3.5,14.2,21.0,53.3,8.4,2012
Myles Turner,IND,23,6-11,250,Texas,USA,2015,1,11,74,984,531,115,3,4.8,19.5,19.9,56.7,8.3,2012
Naz Mitrou-Long,UTA,25,6-4,218,Iowa State,Canada,Undrafted,Undrafted,Undrafted,14,16,6,15,-21,1.1,5.7,13.9,38.3,25.0,2012
Nemanja Bjelica,SAC,31,6-10,234,None,Serbia,2010,2,35,77,741,444,147,3,6.5,17.1,16.2,58.5,10.7,2012
