PLAYER,TEAM,AGE,HEIGHT,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,SEASON
James Harden,HOU,23,6-5,220,Arizona State,USA,2009,1,3,78,2023,379,455,3,2.1,10.5,28.5,60.0,25.7,2013
James Johnson,SAC,26,6-9,248,Wake Forest,USA,2009,1,16,54,276,145,58,-15,5.3,11.6,18.7,44.2,11.0,2013
James Jones,MIA,32,6-8,215,Miami,USA,2003,2,49,38,60,22,13,-7,0.0,8.8,13.5,47.8,11.0,2013
James White,NYK,30,6-7,215,Cincinnati,USA,2006,2,31,57,125,48,29,-9,1.1,10.5,14.8,50.3,10.7,2013
Jan Vesely,WAS,23,6-11,240,None,Czech Republic,2011,1,6,51,126,122,28,-2,7.4,13.3,12.1,48.0,6.9,2013
Jannero Pargo,CHA,33,6-1,185,Arkansas,USA,Undrafted,Undrafted,Undrafted,32,207,35,67,-9,2.1,5.7,23.3,47.5,23.3,2013
Jared Cunningham,DAL,22,6-4,195,Oregon State,USA,2012,1,24,8,16,3,1,-12,4.2,7.1,27.9,53.8,11.1,2013
Jared Dudley,PHX,27,6-7,225,Boston College,USA,2007,1,22,79,861,245,203,-3,3.5,7.9,17.0,58.2,14.7,2013
Jared Jeffries,POR,31,6-11,240,Indiana,USA,2002,1,11,38,44,60,14,0,7.7,10.3,10.4,34.3,5.8,2013
Jared Sullinger,BOS,21,6-9,260,Ohio State,USA,2012,1,21,45,270,264,35,4,11.2,19.5,14.6,53.4,6.2,2013
Jarrett Jack,GSW,29,6-3,197,Georgia Tech,USA,2005,1,22,79,1023,243,439,2,0.9,8.9,20.7,54.2,30.0,2013
Jarvis Varnado,MIA,25,6-9,230,Mississippi State,USA,2010,2,41,13,8,9,3,-23,3.8,11.3,12.5,45.7,10.7,2013
Jason Collins,WAS,34,7-0,255,Stanford,USA,2001,1,18,38,41,60,8,3,5.9,10.0,7.3,47.6,2.9,2013
Jason Kidd,NYK,40,6-4,210,California,USA,1994,1,2,76,458,323,249,5,2.4,14.4,11.3,53.2,17.8,2013
Jason Maxiell,DET,30,6-7,260,Cincinnati,USA,2005,1,26,72,498,409,54,-6,7.7,16.0,15.5,47.8,4.9,2013
Jason Richardson,PHI,32,6-6,225,Michigan State,USA,2001,1,5,33,347,127,51,-1,2.0,12.1,18.3,49.5,8.1,2013
Jason Smith,NOH,27,7-0,240,Colorado State,USA,2007,1,20,51,420,186,34,-3,7.7,14.4,23.4,54.4,7.2,2013
Jason Terry,BOS,35,6-2,180,Arizona,USA,1999,1,10,79,799,159,198,0,1.0,6.7,17.3,56.6,15.2,2013
Jason Thompson,SAC,26,6-11,250,Rider,USA,2008,1,12,82,891,549,84,-5,7.6,17.5,18.2,53.3,5.9,2013
Jeff Adrien,CHA,27,6-7,243,Connecticut,USA,Undrafted,Undrafted,Undrafted,52,209,196,36,-7,9.1,18.7,15.4,49.3,8.2,2013
Jeff Ayres,IND,26,6-9,250,Arizona State,USA,2009,2,31,37,145,104,15,7,8.0,17.7,18.3,53.3,6.8,2013
Jeff Green,BOS,26,6-9,235,Georgetown,USA,2007,1,5,81,1036,318,128,-1,2.6,11.5,21.6,56.1,10.0,2013
Jeff Teague,ATL,25,6-2,181,Wake Forest,USA,2009,1,19,80,1166,180,579,1,1.0,6.0,22.6,54.3,34.8,2013
Jeffery Taylor,CHA,24,6-7,225,Vanderbilt,Sweden,2012,2,31,77,472,150,63,-9,3.3,6.6,14.7,53.1,7.2,2013
Jeremy Evans,UTA,25,6-9,194,Western Kentucky,USA,2010,2,55,37,75,58,11,5,11.9,14.5,12.5,64.1,7.6,2013
Jeremy Lamb,OKC,21,6-5,180,Connecticut,USA,2012,1,12,23,71,18,5,-17,3.2,8.8,23.8,47.9,6.3,2013
Jeremy Lin,HOU,24,6-3,200,Harvard,USA,Undrafted,Undrafted,Undrafted,82,1095,247,497,3,1.3,8.1,20.6,53.8,29.0,2013
Jeremy Pargo,PHI,27,6-2,219,Gonzaga,USA,2009,0,0,39,265,49,92,-8,1.1,6.7,22.4,47.8,25.4,2013
Jeremy Tyler,ATL,22,6-10,260,None,USA,2011,2,39,21,22,20,1,2,8.3,18.7,19.6,41.3,2.8,2013
Jermaine O'Neal,PHX,34,6-11,255,None,USA,1996,1,17,55,454,293,42,-7,8.1,20.4,21.7,53.8,7.4,2013
Jerry Stackhouse,BKN,38,6-6,218,North Carolina,USA,1995,1,3,37,182,33,35,1,0.9,5.6,16.6,50.0,10.7,2013
Jerryd Bayless,MEM,24,6-3,200,Arizona,USA,2008,1,11,80,693,176,264,1,1.3,9.2,20.2,51.4,25.4,2013
Jimmer Fredette,SAC,24,6-2,195,Brigham Young,USA,2011,1,10,69,494,71,92,-4,1.9,5.6,22.9,54.6,15.4,2013
Jimmy Butler,CHI,23,6-7,220,Marquette,USA,2011,1,30,82,705,328,115,2,6.4,9.2,14.4,57.4,8.8,2013
Joakim Noah,CHI,28,6-11,232,Florida,USA,2007,1,9,66,784,733,262,2,11.0,19.3,17.0,53.4,17.6,2013
Jodie Meeks,LAL,25,6-4,208,Kentucky,USA,2009,2,41,78,618,171,69,1,2.2,7.6,16.1,54.0,6.6,2013
Joe Johnson,BKN,32,6-7,240,Arkansas,USA,2001,1,10,72,1170,218,253,6,2.1,6.6,21.6,52.1,16.3,2013
Joel Anthony,MIA,30,6-9,245,UNLV,Canada,Undrafted,Undrafted,Undrafted,62,87,115,13,1,8.8,12.3,8.3,54.2,3.4,2013
Joel Freeland,POR,26,6-10,225,None,United Kingdom,2006,1,30,51,134,119,13,-9,7.7,16.8,16.1,43.5,5.0,2013
Joel Przybilla,MIL,33,7-1,245,Minnesota,USA,2000,1,9,12,2,21,4,-34,6.3,24.2,5.6,20.5,8.0,2013
Johan Petro,ATL,27,7-0,247,None,France,2005,1,25,31,108,112,16,-13,9.3,23.0,17.5,46.8,7.6,2013
John Henson,MIL,22,6-11,220,North Carolina,USA,2012,1,14,63,380,297,31,-2,12.5,21.0,21.6,49.7,6.3,2013
John Jenkins,ATL,22,6-4,215,Vanderbilt,USA,2012,1,23,61,374,94,56,-7,1.9,8.6,17.6,57.6,10.5,2013
John Lucas III,TOR,30,5-11,165,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,63,333,65,105,-5,0.9,7.6,20.3,48.3,23.3,2013
John Salmons,SAC,33,6-6,207,Miami,USA,2002,1,26,76,672,207,226,-1,1.5,7.8,14.6,50.9,14.2,2013
John Wall,WAS,22,6-4,195,Kentucky,USA,2010,1,1,49,906,196,373,2,2.2,10.0,28.6,52.1,40.7,2013
Jon Leuer,MEM,24,6-10,228,Wisconsin,USA,2011,2,40,28,56,37,8,-17,6.5,14.3,15.3,48.5,7.4,2013
Jonas Jerebko,DET,26,6-10,231,None,Sweden,2009,2,39,49,377,185,43,-5,7.6,14.6,19.5,53.1,7.9,2013
Jonas Valanciunas,TOR,21,6-11,231,None,Lithuania,2011,1,5,62,554,372,45,-4,8.7,17.6,16.9,61.9,5.1,2013
Jordan Crawford,BOS,24,6-4,195,Xavier,USA,2010,1,27,70,814,209,225,-5,2.6,9.4,24.8,51.2,24.4,2013
Jordan Hamilton,DEN,22,6-7,220,Texas-Austin,USA,2011,1,26,40,208,95,23,-3,7.4,15.3,23.6,49.0,8.9,2013
Jordan Hill,LAL,25,6-10,235,Arizona,USA,2009,1,8,29,194,166,13,-3,15.6,17.7,18.8,53.3,5.0,2013
Jose Calderon,DET,31,6-3,211,None,Spain,Undrafted,Undrafted,Undrafted,73,826,176,518,-7,0.9,7.9,16.7,61.6,39.6,2013
Josh Akognon,DAL,27,5-11,185,California State-Fullerton,USA,Undrafted,Undrafted,Undrafted,3,5,1,1,-23,0.0,12.5,22.2,62.5,20.0,2013
Josh Childress,BKN,30,6-8,210,Stanford,USA,2004,1,6,14,14,15,5,-11,4.7,9.5,9.1,32.0,8.5,2013
Josh Harrellson,MIA,24,6-10,275,Kentucky,USA,2011,2,45,6,10,7,0,-9,11.5,10.0,18.1,50.6,0.0,2013
Josh Howard,MIN,33,6-7,210,Wake Forest,USA,2003,1,29,11,74,36,4,-5,4.3,13.1,19.6,45.0,3.4,2013
Josh McRoberts,CHA,26,6-10,240,Duke,USA,2007,2,37,67,401,325,141,-8,6.4,16.2,13.6,52.7,15.1,2013
Josh Selby,MEM,22,6-2,183,Kansas,USA,2011,2,49,10,20,5,4,-32,0.0,8.9,25.0,37.3,14.3,2013
Josh Smith,ATL,27,6-9,225,None,USA,2004,1,17,76,1327,639,321,2,5.2,18.8,26.3,50.1,20.4,2013
Jrue Holiday,PHI,23,6-4,205,UCLA,USA,2009,1,17,78,1383,329,625,-2,3.0,8.4,26.1,49.6,35.8,2013
Julyan Stone,DEN,24,6-6,200,Texas-El Paso,USA,Undrafted,Undrafted,Undrafted,4,7,3,2,9,6.5,4.2,8.6,93.1,11.1,2013
Justin Dentmon,DAL,27,5-11,185,Washington,USA,Undrafted,Undrafted,Undrafted,2,0,0,0,-41,0.0,0.0,20.0,0.0,0.0,2013
Justin Holiday,PHI,24,6-6,185,Washington,USA,Undrafted,Undrafted,Undrafted,9,42,14,15,5,0.0,8.9,19.1,40.8,15.5,2013
Juwan Howard,MIA,40,6-9,250,Michigan,USA,1994,1,5,7,21,8,6,-12,0.0,16.3,21.7,54.0,20.7,2013
Kawhi Leonard,SAS,22,6-7,225,San Diego State,USA,2011,1,15,58,689,346,93,10,4.0,15.5,16.4,59.2,7.7,2013
Keith Bogans,BKN,33,6-5,215,Kentucky,USA,2003,2,43,74,311,120,76,-1,1.2,7.6,11.0,53.3,8.4,2013
Kemba Walker,CHA,23,6-1,184,Connecticut,USA,2011,1,9,82,1455,283,471,-9,2.0,8.2,25.0,51.7,30.8,2013
Kendall Marshall,PHX,21,6-4,195,North Carolina,USA,2012,1,13,48,143,42,143,-14,0.6,5.6,13.1,45.5,30.6,2013
Kendrick Perkins,OKC,28,6-10,270,None,USA,2003,1,27,78,330,466,111,11,6.4,16.9,10.5,47.9,7.8,2013
Kenneth Faried,DEN,23,6-8,228,Morehead State,USA,2011,1,22,80,923,734,77,6,11.6,21.2,17.7,57.3,5.1,2013
Kent Bazemore,GSW,23,6-5,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,61,123,22,22,1,1.9,5.5,24.7,45.4,15.9,2013
Kenyon Martin,NYK,35,6-9,240,Cincinnati,USA,2000,1,1,18,129,95,8,9,8.7,15.1,14.1,58.3,3.0,2013
Kevin Durant,OKC,24,6-9,235,Texas,USA,2007,1,2,81,2280,640,374,12,1.7,17.9,29.5,64.7,21.3,2013
Kevin Garnett,BOS,37,6-11,253,None,USA,1995,1,5,68,1004,530,159,3,4.2,22.9,24.6,53.5,14.7,2013
Kevin Jones,CLE,23,6-8,260,West Virginia,USA,Undrafted,Undrafted,Undrafted,32,95,78,10,9,10.7,12.7,15.5,41.8,4.3,2013
Kevin Love,MIN,24,6-10,260,UCLA,USA,2008,1,5,18,330,252,42,0,9.4,30.6,27.3,45.8,11.7,2013
Kevin Martin,OKC,30,6-7,185,Western Carolina,USA,2004,1,26,77,1077,178,106,11,1.7,6.6,20.6,60.8,8.1,2013
Kevin Murphy,UTA,23,6-6,185,Tennessee Tech,USA,2012,2,47,17,15,4,2,-41,0.0,8.9,23.8,26.8,8.3,2013
Kevin Seraphin,WAS,23,6-9,275,None,France,2010,1,17,79,721,346,57,-6,6.1,13.7,23.3,47.8,6.3,2013
Keyon Dooling,MEM,33,6-3,195,Missouri,USA,2000,1,10,7,31,1,8,-13,0.0,1.2,15.3,64.4,19.5,2013
Khris Middleton,DET,21,6-7,215,Texas A&M,USA,2012,2,39,27,165,50,28,2,0.9,10.9,15.6,53.2,8.5,2013
Kim English,DET,24,6-6,200,Missouri,USA,2012,2,44,41,119,37,26,-7,1.9,7.6,15.2,47.7,9.7,2013
Kirk Hinrich,CHI,32,6-4,190,Kansas,USA,2003,1,7,60,459,158,314,3,0.9,8.0,14.5,49.3,26.7,2013
Klay Thompson,GSW,23,6-7,205,Washington State,USA,2011,1,11,82,1359,306,183,2,1.1,8.9,21.6,53.3,9.9,2013
Kobe Bryant,LAL,34,6-6,205,None,USA,1996,1,13,78,2133,433,469,2,2.2,11.6,31.3,57.0,28.6,2013
Kosta Koufos,DEN,24,7-0,265,Ohio State,USA,2008,1,23,81,648,562,32,9,11.5,19.2,14.3,58.5,2.6,2013
Kris Humphries,BKN,28,6-9,235,Minnesota,USA,2004,1,14,65,375,365,32,-4,11.0,21.1,16.1,51.5,4.3,2013
Kris Joseph,BKN,24,6-7,210,Syracuse,Canada,2012,2,51,10,9,7,1,-4,1.7,11.5,15.7,25.7,2.8,2013
Kurt Thomas,NYK,40,6-9,240,TCU,USA,1995,1,10,39,97,89,21,-3,6.0,16.9,11.4,54.7,8.5,2013
Kwame Brown,PHI,31,6-11,290,None,USA,2001,1,1,22,41,74,9,-7,8.4,19.9,9.3,45.2,5.1,2013
Kyle Korver,ATL,32,6-7,212,Creighton,USA,2003,2,51,74,810,293,146,4,1.1,11.8,14.1,63.7,9.4,2013
Kyle Lowry,TOR,27,6-0,205,Villanova,USA,2006,1,24,68,791,321,435,1,2.9,13.5,19.7,54.3,33.6,2013
Kyle O'Quinn,ORL,23,6-10,240,Norfolk State,USA,2012,2,49,57,232,209,52,-4,10.0,21.4,17.3,53.5,12.2,2013
Kyle Singler,DET,25,6-8,230,Duke,USA,2011,2,33,82,720,330,77,-4,4.8,10.1,15.5,51.7,5.3,2013
Kyrie Irving,CLE,21,6-3,191,Duke,Australia,2011,1,1,59,1325,216,350,-5,1.6,9.5,29.2,55.3,31.5,2013
LaMarcus Aldridge,POR,27,6-11,240,Texas-Austin,USA,2006,1,2,74,1560,670,192,-1,6.4,18.7,26.2,53.0,12.5,2013
Lamar Odom,LAC,33,6-10,230,Rhode Island,USA,1999,1,4,82,330,480,142,10,7.5,22.2,13.0,42.9,12.8,2013
Lance Stephenson,IND,22,6-5,228,Cincinnati,USA,2010,2,40,78,687,304,223,8,2.1,11.2,14.9,53.0,15.0,2013
Lance Thomas,NOH,25,6-8,225,Duke,USA,Undrafted,Undrafted,Undrafted,59,149,115,17,-2,7.2,11.9,10.6,56.5,4.3,2013
Landry Fields,TOR,25,6-7,215,Stanford,USA,2010,2,39,51,240,208,60,-1,6.0,14.9,12.6,48.7,8.4,2013
Larry Sanders,MIL,24,6-11,235,Virginia Commonwealth,USA,2010,1,15,71,696,672,83,2,10.7,22.0,16.9,52.3,6.8,2013
Lavoy Allen,PHI,24,6-9,255,Temple,USA,2011,2,50,79,455,395,73,-2,9.3,14.7,14.6,47.4,6.8,2013
Lazar Hayward,MIN,26,6-6,225,Marquette,USA,2010,1,30,4,10,4,3,-37,0.0,14.3,18.1,39.6,20.0,2013
LeBron James,MIA,28,6-8,250,None,USA,2003,1,1,76,2036,610,551,12,3.9,18.0,29.4,64.0,34.4,2013
Leandro Barbosa,BOS,30,6-3,194,None,Brazil,2003,1,28,41,215,46,58,-4,1.6,7.3,20.2,50.9,20.1,2013
Linas Kleiza,TOR,28,6-8,234,Missouri,Lithuania,2005,1,27,20,148,52,16,-7,2.6,11.7,21.7,46.0,7.7,2013
Lou Amundson,NOH,30,6-9,225,UNLV,USA,Undrafted,Undrafted,Undrafted,39,76,106,11,-9,12.8,17.7,14.0,39.2,5.1,2013
Lou Williams,ATL,26,6-1,175,None,USA,2005,2,45,39,551,80,139,0,0.7,6.5,23.2,55.5,21.8,2013
Luc Mbah a Moute,MIL,26,6-8,230,UCLA,Cameroon,2008,2,37,58,387,256,55,-3,6.3,12.1,16.4,44.7,6.3,2013
Luis Scola,PHX,33,6-9,245,None,Argentina,2002,2,55,82,1048,541,182,-5,7.1,18.5,22.8,51.6,14.0,2013
Luke Babbitt,POR,24,6-9,225,Nevada-Reno,USA,2010,1,16,62,244,137,29,-2,2.0,17.1,15.6,50.9,6.4,2013
Luke Ridnour,MIN,32,6-2,175,Oregon,USA,2003,1,14,82,939,206,311,-3,1.6,7.1,17.8,53.2,21.1,2013
Luke Walton,CLE,33,6-8,235,Arizona,USA,2003,2,32,50,172,145,166,-3,4.5,13.5,13.1,45.3,28.6,2013
Luke Zeller,PHX,26,6-11,245,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16,19,10,3,-33,1.2,14.5,18.1,36.5,10.3,2013
Luol Deng,CHI,28,6-9,220,Duke,United Kingdom,2004,1,7,75,1237,476,222,0,5.5,11.0,21.0,50.8,13.1,2013
Maalik Wayns,LAC,22,6-1,195,Villanova,USA,Undrafted,Undrafted,Undrafted,27,76,7,27,-15,0.5,3.2,24.0,39.4,23.3,2013
Malcolm Lee,MIN,23,6-5,200,UCLA,USA,2011,2,43,16,78,39,20,2,5.0,8.8,14.4,46.0,11.1,2013
Malcolm Thomas,CHI,24,6-9,225,San Diego State,USA,Undrafted,Undrafted,Undrafted,12,15,16,4,34,8.3,20.0,13.3,55.5,10.0,2013
Manu Ginobili,SAS,35,6-6,205,None,Argentina,1999,2,57,60,705,201,274,8,2.3,11.6,23.8,56.0,30.8,2013
MarShon Brooks,BKN,24,6-5,200,Providence,USA,2011,1,25,73,394,104,76,-3,3.6,8.3,21.7,52.3,15.3,2013
Marc Gasol,MEM,28,7-1,265,None,Spain,2007,2,48,80,1127,622,318,8,6.9,16.6,19.2,55.9,19.0,2013
Marcin Gortat,PHX,29,6-11,240,None,Poland,2005,2,57,61,680,516,75,-5,6.7,21.7,17.1,54.3,6.3,2013
Marco Belinelli,CHI,27,6-5,195,None,Italy,2007,1,18,73,702,140,148,-2,0.7,6.8,18.4,51.3,13.2,2013
Marcus Camby,NYK,39,6-11,240,Massachusetts,USA,1996,1,2,24,42,80,14,-2,9.4,22.9,14.5,34.2,9.6,2013
Marcus Morris Sr.,PHX,23,6-9,235,Kansas,USA,2011,1,14,77,596,277,62,-4,5.1,13.0,18.4,51.6,6.8,2013
Marcus Thornton,SAC,26,6-4,205,Louisiana State,USA,2009,2,43,72,916,181,91,-8,2.8,8.0,22.8,55.2,9.2,2013
Mario Chalmers,MIA,27,6-2,190,Kansas,USA,2008,2,34,77,666,171,273,14,1.1,7.6,15.6,57.6,18.3,2013
Markieff Morris,PHX,23,6-10,245,Kansas,USA,2011,1,13,82,670,396,108,-9,7.0,15.4,19.5,47.3,9.5,2013
Marquis Daniels,MIL,32,6-6,200,Auburn,USA,Undrafted,Undrafted,Undrafted,59,324,150,65,-4,3.9,9.5,16.6,43.2,9.6,2013
Marquis Teague,CHI,20,6-2,190,Kentucky,USA,2012,1,29,48,99,44,63,0,0.8,11.0,18.2,41.2,27.5,2013
Marreese Speights,CLE,25,6-10,255,Florida,USA,2008,1,16,79,658,386,47,-5,10.9,19.4,25.2,49.8,6.7,2013
Martell Webster,WAS,26,6-7,230,None,USA,2005,1,6,76,869,294,143,0,2.4,11.0,16.6,60.1,10.5,2013
Marvin Williams,UTA,27,6-9,245,North Carolina,USA,2005,1,2,73,529,263,77,-3,3.2,12.4,15.1,51.5,7.2,2013
Matt Barnes,LAC,33,6-7,226,UCLA,USA,2002,2,45,80,822,366,123,7,5.6,12.4,17.6,56.6,9.5,2013
Matt Bonner,SAS,33,6-10,235,Florida,USA,2003,2,45,68,288,129,36,4,2.9,11.6,12.4,60.9,5.7,2013
Matt Carroll,CHA,32,6-6,212,Notre Dame,USA,Undrafted,Undrafted,Undrafted,1,0,0,1,-11,0.0,0.0,0.0,0.0,33.3,2013
Maurice Harkless,ORL,20,6-8,210,St. John's (NY),USA,2012,1,15,76,625,335,50,-12,6.0,11.0,15.6,50.4,4.0,2013
Metta World Peace,LAL,33,6-7,260,St. John's (NY),USA,1999,1,16,75,929,372,112,4,4.0,10.3,17.4,51.7,6.7,2013
Meyers Leonard,POR,21,7-1,245,Illinois,USA,2012,1,11,69,377,255,33,-7,7.0,15.4,13.7,59.6,4.5,2013
Michael Beasley,PHX,24,6-10,235,Kansas State,USA,2008,1,2,75,759,282,111,-12,3.3,15.3,27.0,46.2,12.5,2013
Michael Kidd-Gilchrist,CHA,19,6-7,232,Kentucky,USA,2012,1,2,78,704,455,117,-7,6.3,17.0,17.5,50.6,9.6,2013
Mickael Gelabale,MIN,30,6-7,215,None,France,2005,2,48,36,181,99,26,-5,5.1,10.8,11.5,60.5,6.4,2013
Mickael Pietrus,TOR,31,6-6,215,None,France,2003,1,11,19,100,36,9,-4,1.4,9.0,14.9,47.2,3.4,2013
Mike Conley,MEM,25,6-1,185,Ohio State,USA,2007,1,4,80,1168,225,487,10,1.6,7.0,20.5,54.9,28.7,2013
Mike Dunleavy,MIL,32,6-9,230,Duke,USA,2002,1,3,75,785,291,145,2,1.5,13.0,17.0,57.7,11.4,2013
Mike James,DAL,38,6-2,188,Duquesne,USA,Undrafted,Undrafted,Undrafted,45,273,72,139,2,1.1,7.1,18.0,48.1,23.6,2013
Mike Miller,MIA,33,6-8,210,Florida,USA,2000,1,5,59,281,157,99,2,2.3,15.3,14.1,59.6,16.7,2013
Mike Scott,ATL,24,6-8,237,Virginia,USA,2012,2,43,40,183,110,12,-6,10.3,18.8,22.6,53.3,5.8,2013
Miles Plumlee,IND,24,6-11,255,Duke,USA,2012,1,26,14,13,22,2,-11,17.4,14.7,18.1,28.6,6.1,2013
Mirza Teletovic,BKN,27,6-9,255,None,Bosnia and Herzegovina,Undrafted,Undrafted,Undrafted,53,188,95,23,-3,6.5,13.2,18.9,49.5,8.0,2013
Mo Williams,UTA,30,6-1,195,Alabama,USA,2003,2,47,46,592,110,285,-3,1.7,6.5,22.0,51.9,32.4,2013
Monta Ellis,MIL,27,6-3,185,None,USA,2005,2,40,82,1577,316,496,-1,1.3,8.7,25.8,49.3,26.2,2013
Nando De Colo,SAS,26,6-5,200,None,France,2009,2,53,72,276,138,138,-2,2.7,12.2,16.7,53.0,23.3,2013
Nate Robinson,CHI,29,5-9,180,Washington,USA,2005,1,21,82,1074,184,358,1,1.4,7.7,24.6,54.0,31.2,2013
Nazr Mohammed,CHI,35,6-10,250,Kentucky,USA,1998,1,29,63,166,195,26,0,10.4,19.1,15.0,41.4,6.0,2013
Nene,WAS,30,6-11,250,None,Brazil,2002,1,7,61,766,407,177,3,6.3,18.3,23.3,53.8,18.4,2013
Nick Collison,OKC,32,6-10,255,Kansas,USA,2003,1,12,81,412,333,121,13,8.6,12.8,11.3,62.4,11.2,2013
Nick Young,PHI,28,6-7,210,Southern California,USA,2007,1,16,59,628,130,84,-4,1.6,7.5,20.5,52.5,9.9,2013
Nicolas Batum,POR,24,6-8,200,None,France,2008,1,25,73,1047,412,360,-2,3.6,11.5,17.8,56.6,19.9,2013
Nikola Pekovic,MIN,27,6-11,290,None,Montenegro,2008,2,31,62,1011,545,53,-1,11.5,17.1,22.1,57.2,4.8,2013
Nikola Vucevic,ORL,22,7-0,240,Southern California,Montenegro,2011,1,16,77,1008,917,143,-8,10.7,25.8,19.1,53.4,9.3,2013
Nolan Smith,POR,24,6-2,185,Duke,USA,2011,1,21,40,110,27,35,-2,2.3,6.8,23.4,43.5,22.9,2013
Norris Cole,MIA,24,6-2,175,Cleveland State,USA,2011,1,28,80,445,130,164,0,1.3,7.1,16.8,48.3,16.5,2013
O.J. Mayo,DAL,25,6-4,210,Southern California,USA,2008,1,3,82,1255,291,361,-2,1.3,8.6,20.6,55.6,19.1,2013
Omer Asik,HOU,26,7-0,255,None,Turkey,2008,2,36,82,832,956,75,6,11.6,26.9,16.2,55.8,4.6,2013
Omri Casspi,CLE,25,6-9,225,None,Israel,2009,1,23,43,173,114,28,-3,3.6,19.3,17.7,48.6,9.3,2013
Orlando Johnson,IND,24,6-5,220,Cal-Santa Barbara,USA,2012,2,36,51,203,110,47,-1,3.3,13.8,16.1,52.3,13.5,2013
P.J. Tucker,PHX,28,6-6,224,Texas,USA,2006,2,35,79,506,350,109,-4,6.7,11.8,12.5,52.5,8.5,2013
Pablo Prigioni,NYK,36,6-3,185,None,Argentina,Undrafted,Undrafted,Undrafted,78,275,143,236,7,3.4,8.9,11.7,59.5,27.7,2013
Patrick Beverley,HOU,24,6-1,185,Arkansas,USA,2009,2,42,41,228,109,117,8,5.9,8.8,15.0,55.1,26.2,2013
Patrick Patterson,SAC,24,6-9,235,Kentucky,USA,2010,1,14,71,737,337,81,1,6.5,12.7,17.3,56.6,7.0,2013
Patty Mills,SAS,24,6-0,185,St. Mary's,Australia,2009,2,55,58,294,50,62,2,1.5,6.2,19.3,59.0,14.7,2013
Pau Gasol,LAL,32,7-0,250,None,Spain,2001,1,3,49,673,421,200,3,7.0,17.7,20.3,51.2,19.6,2013
Paul George,IND,23,6-8,221,Fresno State,USA,2010,1,10,79,1377,603,327,6,3.0,16.7,23.1,53.1,19.1,2013
Paul Millsap,UTA,28,6-8,253,Louisiana Tech,USA,2006,2,47,78,1135,554,201,0,7.8,17.3,22.7,55.0,14.3,2013
Paul Pierce,BOS,35,6-7,235,Kansas,USA,1998,1,10,77,1430,487,370,3,1.9,16.9,27.1,55.9,24.5,2013
Perry Jones III,OKC,21,6-11,235,Baylor,USA,2012,1,28,38,88,62,10,-1,4.4,17.2,19.0,41.7,5.7,2013
Quentin Richardson,NYK,33,6-6,228,DePaul,USA,2000,1,18,1,5,10,1,-16,12.2,14.3,19.7,21.0,5.6,2013
Quincy Acy,TOR,22,6-7,225,Baylor,USA,2012,2,37,29,116,77,11,15,9.2,13.5,14.6,63.2,5.1,2013
Quincy Miller,DEN,20,6-9,210,Baylor,USA,2012,2,38,7,9,2,3,-8,3.2,3.3,18.7,34.9,14.3,2013
Quincy Pondexter,MEM,25,6-6,225,Washington,USA,2010,1,26,59,375,132,61,2,3.5,7.4,13.4,56.5,7.6,2013
Rajon Rondo,BOS,27,6-1,186,Kentucky,USA,2006,1,21,38,522,212,420,-2,3.2,12.2,21.3,51.6,49.0,2013
Ramon Sessions,CHA,27,6-3,190,Nevada-Reno,USA,2007,2,56,61,876,169,230,-12,1.5,8.7,24.7,52.9,26.6,2013
Randy Foye,UTA,29,6-4,213,Villanova,USA,2006,1,7,82,882,127,167,-2,0.8,5.2,18.0,55.0,11.6,2013
Rashard Lewis,MIA,33,6-10,230,None,USA,1998,2,32,55,285,121,30,-2,2.7,13.4,17.7,53.0,6.3,2013
Rasheed Wallace,NYK,38,6-11,230,North Carolina,USA,1995,1,4,21,146,83,6,2,3.7,23.5,26.1,48.4,3.9,2013
Ray Allen,MIA,37,6-5,205,Connecticut,USA,1996,1,5,79,863,217,135,4,2.2,9.0,18.5,59.9,10.7,2013
Raymond Felton,NYK,29,6-1,205,North Carolina,USA,2005,1,5,68,948,194,372,6,2.2,6.7,21.7,50.5,26.0,2013
Reggie Evans,BKN,33,6-8,245,Iowa,USA,Undrafted,Undrafted,Undrafted,80,363,888,43,4,13.6,34.2,11.0,50.6,3.2,2013
Reggie Jackson,OKC,23,6-3,208,Boston College,USA,2011,1,24,70,374,166,122,7,2.3,14.2,18.3,53.1,20.4,2013
Reggie Williams,CHA,26,6-6,205,Virginia Military Institute,USA,Undrafted,Undrafted,Undrafted,40,146,51,39,-4,1.9,11.0,18.6,51.7,18.0,2013
Richard Hamilton,CHI,35,6-7,193,Connecticut,USA,1999,1,7,50,490,83,119,-2,1.5,6.3,24.4,48.1,19.1,2013
Richard Jefferson,GSW,33,6-7,230,Arizona,USA,2001,1,13,56,176,84,31,2,0.9,13.4,13.9,55.2,8.8,2013
Ricky Rubio,MIN,22,6-4,180,None,Spain,2009,1,5,57,608,229,418,-2,2.6,12.1,21.2,48.2,39.1,2013
Robert Sacre,LAL,24,7-0,260,Gonzaga,Canada,2012,2,60,32,43,34,6,-15,4.1,12.3,12.7,40.7,4.5,2013
